datasets,doi,journal,search_term,title,url
dataset-612,10.1175/jtech-d-18-0108.1,Journal of Atmospheric and Oceanic Technology,NEXRAD,Quadratic Phase Coding for High Duty Cycle Radar Operation Quadratic Phase Coding for High Duty Cycle Radar Operation,http://journals.ametsoc.org/doi/pdf/10.1175/JTECH-D-18-0108.1
dataset-612,10.1175/jtech-d-18-0207.1,"{'id': 'jour.1137215', 'title': 'Journal of Atmospheric and Oceanic Technology'}",NEXRAD,A New Radar Scan Mode to Increase Clear-air Velocity Data Coverage and Usability for Wind Analysis A New Radar Scan Mode to Increase Clear-air Velocity Data Coverage and Usability for Wind Analysis,
dataset-612,10.1007/s00500-018-3072-6,"{'id': 'jour.1050238', 'title': 'Soft Computing'}",NEXRAD,A multi-objective approach to weather radar network architecture,
dataset-612,10.1016/j.jhydrol.2019.03.086,"{'id': 'jour.1126746', 'title': 'Journal of Hydrology'}",NEXRAD,"Evidence of elevation effect on stable isotopes of water along highlands of a humid tropical mountain belt (Western Ghats, India) experiencing monsoonal climate",
dataset-612,10.1007/s11270-019-4159-0,"{'id': 'jour.1320065', 'title': 'Water, Air, & Soil Pollution'}",NEXRAD,Assessing the Impact of Climate Change on Flood Events Using HEC-HMS and CMIP5,
dataset-612,10.1175/jas-d-18-0168.1,Journal of the Atmospheric Sciences,NEXRAD,The importance of the ice-phase microphysics parameterization for simulating the effects of changes to CCN concentrations in deep convection The importance of the ice-phase microphysics parameterization for simulating the effects of changes to CCN concentrations in deep convection,http://journals.ametsoc.org/doi/pdf/10.1175/JAS-D-18-0168.1
dataset-612,10.1007/s10661-019-7444-x,Environmental Monitoring and Assessment,NEXRAD,Geospatial technology in environmental health applications,https://link.springer.com/content/pdf/10.1007%2Fs10661-019-7444-x.pdf
dataset-612,10.1007/s00376-019-8172-4,Advances in Atmospheric Sciences,NEXRAD,Current Status and Future Challenges of Weather Radar Polarimetry: Bridging the Gap between Radar Meteorology/Hydrology/Engineering and Numerical Weather Prediction,https://doi.org/10.1007/s00376-019-8172-4
dataset-612,10.1029/2019jc015056,Journal of Geophysical Research Oceans,NEXRAD,Copolarized and Cross‐Polarized SAR Measurements for High‐Resolution Description of Major Hurricane Wind Structures: Application to Irma Category 5 Hurricane,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2019JC015056
dataset-612,10.1016/j.jhydrol.2019.03.093,Journal of Hydrology,NEXRAD,Long-term analysis of gauge-adjusted radar rainfall accumulations at European scale,https://arxiv.org/pdf/1904.02788
dataset-612,10.1109/jstars.2019.2916372,"{'id': 'jour.1137583', 'title': 'IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing'}",NEXRAD,Exploiting Tropospheric Measurements From Sun-Tracking Radiometer for Radiopropagation Models at Centimeter and Millimeter Wave,
dataset-612,10.5194/hess-2019-210,Hydrology and Earth System Sciences Discussions,NEXRAD,Statistical characteristics of raindrop size distribution during rainy seasons in Beijing urban area and implications for radar rainfall estimation,https://www.hydrol-earth-syst-sci-discuss.net/hess-2019-210/hess-2019-210.pdf
dataset-612,10.5194/gmd-2019-105,Geoscientific Model Development Discussions,NEXRAD,tobac v1.0: towards a flexible framework for tracking and analysis of clouds in diverse datasets,https://www.geosci-model-dev-discuss.net/gmd-2019-105/gmd-2019-105.pdf
dataset-612,10.3389/fmars.2019.00211,Frontiers in Marine Science,NEXRAD,"From the Oceans to the Cloud: Opportunities and Challenges for Data, Models, Computation and Workflows",https://www.frontiersin.org/articles/10.3389/fmars.2019.00211/pdf
dataset-612,10.3390/w11051039,Water,NEXRAD,"A Study on Climate-Driven Flash Flood Risks in the Boise River Watershed, Idaho",https://www.mdpi.com/2073-4441/11/5/1039/pdf
dataset-612,10.1117/12.2522344,,NEXRAD,Implications of 4D weather cubes for improved cloud free line of sight assessments of free space optical communications link performance,
dataset-612,10.3390/f10050413,Forests,NEXRAD,Combining Global Remote Sensing Products with Hydrological Modeling to Measure the Impact of Tropical Forest Loss on Water-Based Ecosystem Services,https://www.mdpi.com/1999-4907/10/5/413/pdf
dataset-612,10.3390/w11050993,Water,NEXRAD,Evaluation of Distribution Properties of Non-Point Source Pollution in a Subtropical Monsoon Watershed by a Hydrological Model with a Modified Runoff Module,https://www.mdpi.com/2073-4441/11/5/993/pdf
dataset-612,10.3390/w11050960,Water,NEXRAD,On the Use of NLDAS2 Weather Data for Hydrologic Modeling in the Upper Mississippi River Basin,https://www.mdpi.com/2073-4441/11/5/960/pdf
dataset-612,10.3390/atmos10050244,Atmosphere,NEXRAD,Computer Vision in Precipitation Nowcasting: Applying Image Quality Assessment Metrics for Training Deep Neural Networks,https://www.mdpi.com/2073-4433/10/5/244/pdf
dataset-612,10.1007/s00024-018-1787-z,"{'id': 'jour.1136817', 'title': 'Pure and Applied Geophysics'}",NEXRAD,Sensitivity of Numerical Simulations of a Mesoscale Convective System to Ice Hydrometeors in Bulk Microphysical Parameterization,
dataset-612,10.1111/ecog.04028,Ecography,NEXRAD,bioRad: biological analysis and visualization of weather radar data,https://onlinelibrary.wiley.com/doi/pdf/10.1111/ecog.04028
dataset-612,10.1111/ecog.04003,Ecography,NEXRAD,Revealing patterns of nocturnal migration using the European weather radar network,https://onlinelibrary.wiley.com/doi/pdf/10.1111/ecog.04003
dataset-612,10.1111/ecog.04041,Ecography,NEXRAD,Cross‐calibration of different radar systems for monitoring nocturnal bird migration across Europe and the Near East,https://onlinelibrary.wiley.com/doi/pdf/10.1111/ecog.04041
dataset-612,10.1007/s11269-019-02257-0,"{'id': 'jour.1136873', 'title': 'Water Resources Management'}",NEXRAD,Calculation of Critical Rainfall for Small-Watershed Flash Floods Based on the HEC-HMS Hydrological Model,
dataset-612,10.1016/j.jhydrol.2019.03.002,"{'id': 'jour.1126746', 'title': 'Journal of Hydrology'}",NEXRAD,Risk assessment and sensitivity analysis of flash floods in ungauged basins using coupled hydrologic and hydrodynamic models,
dataset-612,10.1175/jamc-d-18-0205.1,"{'id': 'jour.1137885', 'title': 'Journal of Applied Meteorology and Climatology'}",NEXRAD,Weather Radar Network Benefit Model for Tornadoes* Weather Radar Network Benefit Model for Tornadoes*,
dataset-612,10.1175/jhm-d-18-0070.1,"{'id': 'jour.1137981', 'title': 'Journal of Hydrometeorology'}",NEXRAD,A Prototype Quantitative Precipitation Estimation Algorithm for Operational S-band Polarimetric Radar Utilizing Specific Attenuation and Specific Differential Phase: Part II - Performance Verification and Case Study Analysis A Prototype Quantitative Precipitation Estimation Algorithm for Operational S-band Polarimetric Radar Utilizing Specific Attenuation and Specific Differential Phase: Part II - Performance Verification and Case Study Analysis,
dataset-612,10.1111/ecog.03995,Ecography,NEXRAD,Environmental effects on flying migrants revealed by radar,https://onlinelibrary.wiley.com/doi/pdf/10.1111/ecog.03995
dataset-612,10.1111/ecog.04083,Ecography,NEXRAD,The grand challenges of migration ecology that radar aeroecology can help answer,https://onlinelibrary.wiley.com/doi/pdf/10.1111/ecog.04083
dataset-612,10.1111/ecog.04582,Ecography,NEXRAD,Taking radar aeroecology into the 21st century,https://onlinelibrary.wiley.com/doi/pdf/10.1111/ecog.04582
dataset-612,10.1016/j.atmosres.2018.12.029,"{'id': 'jour.1031343', 'title': 'Atmospheric Research'}",NEXRAD,Spatiotemporal evaluation of the GPM satellite precipitation products over the United Arab Emirates,
dataset-612,10.1109/mmm.2019.2898061,"{'id': 'jour.1033521', 'title': 'IEEE Microwave Magazine'}",NEXRAD,Understanding Weather Radar Polarimetry [Book\/Software Reviews],
dataset-612,10.1111/ecog.04125,Ecography,NEXRAD,Aeroecology meets aviation safety: early warning systems in Europe and the Middle East prevent collisions between birds and aircraft,https://onlinelibrary.wiley.com/doi/pdf/10.1111/ecog.04125
dataset-612,10.1175/jamc-d-18-0247.1,"{'id': 'jour.1137885', 'title': 'Journal of Applied Meteorology and Climatology'}",NEXRAD,Severe Hail Fall and Hail Storm Detection using Remote Sensing Observations Severe Hail Fall and Hail Storm Detection using Remote Sensing Observations,
dataset-612,10.1109/mmm.2019.2898063,"{'id': 'jour.1033521', 'title': 'IEEE Microwave Magazine'}",NEXRAD,Hatsuaki Fukui [In Memoriam],
dataset-612,10.1109/jstars.2019.2908974,"{'id': 'jour.1137583', 'title': 'IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing'}",NEXRAD,Fully Spectral Method for Radar-Based Precipitation Nowcasting,
dataset-612,10.1175/mwr-d-18-0322.1,"{'id': 'jour.1136879', 'title': 'Monthly Weather Review'}",NEXRAD,"Multi-case assessment of the impacts of horizontal and vertical grid spacing, and turbulence closure model, on sub-km scale simulations of atmospheric bores during PECAN Multi-case assessment of the impacts of horizontal and vertical grid spacing, and turbulence closure model, on sub-km scale simulations of atmospheric bores during PECAN",
dataset-612,10.1007/s13143-018-0066-3,"{'id': 'jour.1136296', 'title': 'Asia-Pacific Journal of Atmospheric Sciences'}",NEXRAD,Development of a Single-Moment Cloud Microphysics Scheme with Prognostic Hail for the Weather Research and Forecasting (WRF) Model,
dataset-612,10.1111/ecog.04063,Ecography,NEXRAD,Perspectives and challenges for the use of radar in biological conservation,https://onlinelibrary.wiley.com/doi/pdf/10.1111/ecog.04063
dataset-612,10.5194/acp-19-5661-2019,Atmospheric Chemistry and Physics,NEXRAD,Global tropopause altitudes in radiosondes and reanalyses,https://www.atmos-chem-phys.net/19/5661/2019/acp-19-5661-2019.pdf
dataset-612,10.3390/w11040823,Water,NEXRAD,Quantifying the Performances of the Semi-Distributed Hydrologic Model in Parallel Computing—A Case Study,https://www.mdpi.com/2073-4441/11/4/823/pdf
dataset-612,10.1002/hyp.13438,"{'id': 'jour.1043737', 'title': 'Hydrological Processes'}",NEXRAD,Moisture transport and seasonal variations in the stable isotopic composition of rainfall in Central American and Andean Páramo during El Niño conditions (2015–2016),
dataset-612,10.5194/hess-23-1819-2019,Hydrology and Earth System Sciences,NEXRAD,Rain erosivity map for Germany derived from contiguous radar rain data,https://www.hydrol-earth-syst-sci.net/23/1819/2019/hess-23-1819-2019.pdf
dataset-612,10.1080/20964471.2019.1611175,Big Earth Data,NEXRAD,Big Earth data analytics: a survey,https://www.tandfonline.com/doi/pdf/10.1080/20964471.2019.1611175?needAccess=true
dataset-612,10.1002/qj.3487,Quarterly Journal of the Royal Meteorological Society,NEXRAD,Convective initiation and storm life cycles in convection‐permitting simulations of the Met Office Unified Model over South Africa,https://rmets.onlinelibrary.wiley.com/doi/pdf/10.1002/qj.3487
dataset-612,10.1175/waf-d-18-0127.1,"{'id': 'jour.1137684', 'title': 'Weather and Forecasting'}",NEXRAD,An empirical study of the relationship between seasonal precipitation and thermodynamic environment in Puerto Rico An empirical study of the relationship between seasonal precipitation and thermodynamic environment in Puerto Rico,
dataset-612,10.1029/2018wr024143,Water Resources Research,NEXRAD,The Influence of Rainfall and Catchment Critical Scales on Urban Hydrological Response Sensitivity,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2018WR024143
dataset-612,10.1016/j.jhydrol.2018.10.079,"{'id': 'jour.1126746', 'title': 'Journal of Hydrology'}",NEXRAD,Selection of appropriate topographic data for 1D hydraulic models based on impact of morphometric variables on hydrologic process,
dataset-612,10.1109/icactm.2019.8776693,,NEXRAD,Genetic Algorithm towards Flood Avoidance in Android Application,
dataset-612,10.1029/2018wr023857,"{'id': 'jour.1081604', 'title': 'Water Resources Research'}",NEXRAD,"Fast Bayesian Regression Kriging Method for Real‐Time Merging of Radar, Rain Gauge, and Crowdsourced Rainfall Data",
dataset-612,10.1175/wcas-d-18-0078.1,Weather Climate and Society,NEXRAD,"Historical Analysis of U.S. Tornado Fatalities (1808-2017): Population, Science and Technology Historical Analysis of U.S. Tornado Fatalities (1808-2017): Population, Science and Technology",http://journals.ametsoc.org/doi/pdf/10.1175/WCAS-D-18-0078.1
dataset-612,10.1175/waf-d-18-0095.1,"{'id': 'jour.1137684', 'title': 'Weather and Forecasting'}",NEXRAD,Estimates of Gradients in Radar Moments Using a Linear Least-Squares Derivative Technique Estimates of Gradients in Radar Moments Using a Linear Least-Squares Derivative Technique,
dataset-612,10.1111/maps.13235,Meteoritics and Planetary Science,NEXRAD,"The Creston, California, meteorite fall and the origin of L chondrites",https://escholarship.org/content/qt1tj2s85x/qt1tj2s85x.pdf?t=pnw03u
dataset-612,10.1016/j.rsase.2017.09.003,"{'id': 'jour.1153423', 'title': 'Remote Sensing Applications Society and Environment'}",NEXRAD,Improving situational awareness for flash flood forecasting in a small urban catchment by integrating meteorological analysis into a geospatial framework,
dataset-612,10.1109/radar.2019.8835663,"{'id': 'jour.1301895', 'title': '2008 IEEE Radar Conference'}",NEXRAD,Plenary Speakers,
dataset-612,10.1016/j.catena.2018.12.011,"{'id': 'jour.1137268', 'title': 'Catena'}",NEXRAD,Identifying the essential flood conditioning factors for flood prone area mapping using machine learning techniques,
dataset-612,10.1175/mwr-d-18-0266.1,"{'id': 'jour.1136879', 'title': 'Monthly Weather Review'}",NEXRAD,Explicit Ensemble Prediction of Hail in 19 May 2013 Oklahoma City Thunderstorms and Analysis of Hail Growth Processes with Several Multi-Moment Microphysics Schemes Explicit Ensemble Prediction of Hail in 19 May 2013 Oklahoma City Thunderstorms and Analysis of Hail Growth Processes with Several Multi-Moment Microphysics Schemes,
dataset-612,10.1109/radar.2019.8835555,"{'id': 'jour.1301895', 'title': '2008 IEEE Radar Conference'}",NEXRAD,Implementation of a Low-Cost Passive Weather Radar and First Weather Observations,
dataset-612,10.1111/1752-1688.12731,"{'id': 'jour.1081849', 'title': 'JAWRA Journal of the American Water Resources Association'}",NEXRAD,Integration of SWAT and HSPF for Simulation of Sediment Sources in Legacy Sediment‐Impacted Agricultural Watersheds,
dataset-612,10.1007/s11760-018-1380-z,"{'id': 'jour.1050964', 'title': 'Signal, Image and Video Processing'}",NEXRAD,Deep feature extraction and its application for hailstorm detection in a large collection of radar images,
dataset-612,10.3390/atmos10030155,Atmosphere,NEXRAD,Simulating Sundowner Winds in Coastal Santa Barbara: Model Validation and Sensitivity,https://www.mdpi.com/2073-4433/10/3/155/pdf
dataset-612,10.5194/acp-19-3621-2019,Atmospheric Chemistry and Physics,NEXRAD,A novel approach for characterizing the variability in mass–dimension relationships: results from MC3E,https://www.atmos-chem-phys.net/19/3621/2019/acp-19-3621-2019.pdf
dataset-612,10.5194/acp-2019-179,Atmospheric Chemistry and Physics Discussions,NEXRAD,"Observations and hypotheses related to low to middle free tropospheric aerosol, water vapor and altocumulus cloud layers within convective weather regimes: A SEAC4RS case study",https://www.atmos-chem-phys-discuss.net/acp-2019-179/acp-2019-179.pdf
dataset-612,10.1016/j.jhydrol.2019.01.035,"{'id': 'jour.1126746', 'title': 'Journal of Hydrology'}",NEXRAD,Copula-based Stochastic Uncertainty Analysis of Satellite Precipitation Products,
dataset-612,10.1007/s40030-018-0345-0,"{'id': 'jour.1135971', 'title': 'Journal of The Institution of Engineers (India): Series A'}",NEXRAD,Floodplain Mapping and Management of Urban Catchment Using HEC-RAS: A Case Study of Hyderabad City,
dataset-612,10.1175/mwr-d-18-0258.1,Monthly Weather Review,NEXRAD,A reduced-space ensemble Kalman filter approach for flow-dependent integration of radar extrapolation nowcasts and NWP precipitation ensembles A reduced-space ensemble Kalman filter approach for flow-dependent integration of radar extrapolation nowcasts and NWP precipitation ensembles,http://journals.ametsoc.org/doi/pdf/10.1175/MWR-D-18-0258.1
dataset-612,10.1029/2018wr023567,"{'id': 'jour.1081604', 'title': 'Water Resources Research'}",NEXRAD,Storm Catalog‐Based Analysis of Rainfall Heterogeneity and Frequency in a Complex Terrain,
dataset-612,10.1111/gcb.14540,Global Change Biology,NEXRAD,Holding steady: Little change in intensity or timing of bird migration over the Gulf of Mexico,https://onlinelibrary.wiley.com/doi/pdf/10.1111/gcb.14540
dataset-612,10.1007/s12145-018-0351-9,"{'id': 'jour.1049211', 'title': 'Earth Science Informatics'}",NEXRAD,Development of a spatial database and web-GIS for the climate of Greece,
dataset-612,10.1175/bams-d-16-0277.1,Bulletin of the American Meteorological Society,NEXRAD,CHAT – the Colorado Hail Accumulation from Thunderstorms project CHAT – the Colorado Hail Accumulation from Thunderstorms project,http://journals.ametsoc.org/doi/pdf/10.1175/BAMS-D-16-0277.1
dataset-612,10.1175/mwr-d-18-0356.1,"{'id': 'jour.1136879', 'title': 'Monthly Weather Review'}",NEXRAD,RAY CURVATURE ON A FLAT EARTH FOR COMPUTING VIRTUAL WSR-88D SIGNATURES OF SIMULATED SUPERCELL STORMS RAY CURVATURE ON A FLAT EARTH FOR COMPUTING VIRTUAL WSR-88D SIGNATURES OF SIMULATED SUPERCELL STORMS,
dataset-612,10.1109/aero.2019.8741941,,NEXRAD,Assessing Free-Space Optical Communications Through 4D Weather Cubes,
dataset-612,10.1016/j.ecolind.2018.11.009,"{'id': 'jour.1032186', 'title': 'Ecological Indicators'}",NEXRAD,Exploring physical wetland vulnerability of Atreyee river basin in India and Bangladesh using logistic regression and fuzzy logic approaches,
dataset-612,10.1002/rse2.92,Remote Sensing in Ecology and Conservation,NEXRAD,Automated detection of bird roosts using NEXRAD radar data and Convolutional Neural Networks,https://zslpublications.onlinelibrary.wiley.com/doi/pdf/10.1002/rse2.92
dataset-612,10.2139/ssrn.3351780,"{'id': 'jour.1276748', 'title': 'SSRN Electronic Journal'}",NEXRAD,One Dimensional Unsteady Flow Analysis Using HEC-RAS Modelling Approach for Flood in Navsari City,
dataset-612,10.1007/s12665-019-8206-3,"{'id': 'jour.1313768', 'title': 'Environmental Earth Sciences'}",NEXRAD,"Analysis of spatio-temporal variability of surface–groundwater interactions in the Gharehsoo river basin, Iran, using a coupled SWAT-MODFLOW model",
dataset-612,10.1016/j.jhydrol.2018.12.074,"{'id': 'jour.1126746', 'title': 'Journal of Hydrology'}",NEXRAD,Aridland spring response to mesoscale precipitation: implications for groundwater-dependent ecosystem sustainability,
dataset-612,10.1109/aero.2019.8742180,,NEXRAD,Valuing Rigor in the Risk Management Process,http://hdl.handle.net/2060/20190001306
dataset-612,10.3390/s19051024,Sensors,NEXRAD,"Flood Hazard Assessment of the Urban Area of Tabuk City, Kingdom of Saudi Arabia by Integrating Spatial-Based Hydrologic and Hydrodynamic Modeling",https://www.mdpi.com/1424-8220/19/5/1024/pdf
dataset-612,10.1088/1757-899x/471/10/102050,IOP Conference Series Materials Science and Engineering,NEXRAD,Hydraulic and Legal Conditions for Buildings in Floodplains-Case Study of Kalisz City (Poland),https://doi.org/10.1088/1757-899x/471/10/102050
dataset-612,10.3390/rs11040432,Remote Sensing,NEXRAD,Statistical Characteristics of Raindrop Size Distribution in the Monsoon Season Observed in Southern China,https://www.mdpi.com/2072-4292/11/4/432/pdf
dataset-612,10.3390/rs11040422,Remote Sensing,NEXRAD,Phased-Array Radar System Simulator (PASIM): Development and Simulation Result Assessment,https://www.mdpi.com/2072-4292/11/4/422/pdf
dataset-612,10.5194/amt-2019-9,Atmospheric Measurement Techniques Discussions,NEXRAD,All-sky assimilation of infrared radiances sensitive to mid- and upper-tropospheric moisture and cloud,https://www.atmos-meas-tech-discuss.net/amt-2019-9/amt-2019-9.pdf
dataset-612,10.5194/nhess-2018-402,Natural Hazards and Earth System Sciences Discussions,NEXRAD,Multicriterion assessment framework of flood events simulated with the vertically mixed runoff model in semiarid catchments in the middle Yellow River,https://www.nat-hazards-earth-syst-sci-discuss.net/nhess-2018-402/nhess-2018-402.pdf
dataset-612,10.5194/gmd-2019-11,Geoscientific Model Development Discussions,NEXRAD,Regionally refined capability in E3SM Atmosphere Model Version 1 (EAMv1) and applications for high-resolution modelling,https://www.geosci-model-dev-discuss.net/gmd-2019-11/gmd-2019-11.pdf
dataset-612,10.20965/jdr.2019.p0069,"{'id': 'jour.1139266', 'title': 'Journal of Disaster Research'}",NEXRAD,Improving Spatial Rainfall Estimates at Mt. Merapi Area Using Radar-Rain Gauge Conditional Merging,
dataset-612,10.1175/bams-d-18-0265.1,Bulletin of the American Meteorological Society,NEXRAD,Data Driven Scientific Workflows: A Summary of New Technologies and Datasets Explored at the Unidata 2018 Workshop Data Driven Scientific Workflows: A Summary of New Technologies and Datasets Explored at the Unidata 2018 Workshop,http://journals.ametsoc.org/doi/pdf/10.1175/BAMS-D-18-0265.1
dataset-612,10.1016/j.jastp.2019.01.001,"{'id': 'jour.1137251', 'title': 'Journal of Atmospheric and Solar-Terrestrial Physics'}",NEXRAD,A comparative study on the lightning sferics associated with terrestrial gamma-ray flashes observed in Americas and Asia,
dataset-612,10.1175/jhm-d-18-0203.1,"{'id': 'jour.1137981', 'title': 'Journal of Hydrometeorology'}",NEXRAD,A Deterministic Approach for Approximating the Diurnal Cycle of Precipitation for Use in Large-Scale Hydrological Modeling A Deterministic Approach for Approximating the Diurnal Cycle of Precipitation for Use in Large-Scale Hydrological Modeling,
dataset-612,10.1175/jamc-d-18-0187.1,"{'id': 'jour.1137885', 'title': 'Journal of Applied Meteorology and Climatology'}",NEXRAD,Dissipation Characteristics of Tornadic Vortex Signatures Associated with Long-Duration Tornadoes Dissipation Characteristics of Tornadic Vortex Signatures Associated with Long-Duration Tornadoes,
dataset-612,10.1007/s00703-017-0557-2,"{'id': 'jour.1271293', 'title': 'Meteorology and Atmospheric Physics'}",NEXRAD,On the coupling of convective updrafts prior to secondary eyewall formation in Hurricane Katrina (2005),
dataset-612,10.1007/s11769-019-1014-6,"{'id': 'jour.1028731', 'title': 'Chinese Geographical Science'}",NEXRAD,Hydrological Simulation Using TRMM and CHIRPS Precipitation Estimates in the Lower Lancang-Mekong River Basin,
dataset-612,10.1016/j.scitotenv.2018.11.237,"{'id': 'jour.1015499', 'title': 'The Science of The Total Environment'}",NEXRAD,Mapping landscape-scale hydrological connectivity of headwater wetlands to downstream water: A catchment modeling approach - Part 2,
dataset-612,10.1175/mwr-d-18-0233.1,"{'id': 'jour.1136879', 'title': 'Monthly Weather Review'}",NEXRAD,Multiscale Processes Enabling the Longevity and Daytime Persistence of a Nocturnal Mesoscale Convective System Multiscale Processes Enabling the Longevity and Daytime Persistence of a Nocturnal Mesoscale Convective System,
dataset-612,10.2166/nh.2018.182,"{'id': 'jour.1140525', 'title': 'Hydrology Research'}",NEXRAD,Inter-comparison between retrospective ensemble streamflow forecasts using meteorological inputs from ECMWF and NOAA/ESRL in the Hudson River sub-basins during Hurricane Irene (2011),
dataset-612,10.1175/waf-d-18-0072.1,"{'id': 'jour.1137684', 'title': 'Weather and Forecasting'}",NEXRAD,"Tropical Cyclone Forecasts Impact Assessment from the Assimilation of Hourly Visible, Shortwave and Clear Air Water Vapor Atmospheric Motion Vectors in HWRF Tropical Cyclone Forecasts Impact Assessment from the Assimilation of Hourly Visible, Shortwave and Clear Air Water Vapor Atmospheric Motion Vectors in HWRF",
dataset-612,10.1175/waf-d-18-0080.1,Weather and Forecasting,NEXRAD,An evaluation of clouds and precipitation in convection-permitting forecasts for South Africa An evaluation of clouds and precipitation in convection-permitting forecasts for South Africa,http://centaur.reading.ac.uk/81689/8/waf-d-18-0080.1.pdf
dataset-612,10.1111/gcb.14531,"{'id': 'jour.1132303', 'title': 'Global Change Biology'}",NEXRAD,Projected changes in wind assistance under climate change for nocturnally migrating bird populations,
dataset-612,10.1016/j.pce.2018.07.003,"{'id': 'jour.1294780', 'title': 'Physics and Chemistry of the Earth Parts A/B/C'}",NEXRAD,Development and testing of a rainfall-runoff model for flood simulation in dry mountain catchments: A case study for the Dez River Basin,
dataset-612,10.3390/hydrology6010012,Hydrology,NEXRAD,Case Study: Comparative Analysis of Hydrologic Simulations with Areal-Averaging of Moving Rainfall,https://www.mdpi.com/2306-5338/6/1/12/pdf
dataset-612,10.5194/amt-2018-454,Atmospheric Measurement Techniques Discussions,NEXRAD,Use of polarimetric radar measurements to constrain simulated convective cell evolution: A pilot study with Lagrangian tracking,https://www.atmos-meas-tech-discuss.net/amt-2018-454/amt-2018-454.pdf
dataset-612,10.1002/ldr.3146,Land Degradation and Development,NEXRAD,Estimation of event‐based rainfall erosivity from radar after wildfire,https://onlinelibrary.wiley.com/doi/pdf/10.1002/ldr.3146
dataset-612,10.2514/6.2019-0362,,NEXRAD,Parametric Real-Time Navigation En-Route,
dataset-612,10.1175/jtech-d-17-0165.1,"{'id': 'jour.1137215', 'title': 'Journal of Atmospheric and Oceanic Technology'}",NEXRAD,An Automated Velocity Dealiasing Scheme for Radar Data Observed from Typhoons and Hurricanes An Automated Velocity Dealiasing Scheme for Radar Data Observed from Typhoons and Hurricanes,
dataset-612,10.1007/s00704-017-2347-7,"{'id': 'jour.1086664', 'title': 'Theoretical and Applied Climatology'}",NEXRAD,"Spatial downscaling algorithm of TRMM precipitation based on multiple high-resolution satellite data for Inner Mongolia, China",
dataset-612,10.1016/j.jhydrol.2018.10.041,"{'id': 'jour.1126746', 'title': 'Journal of Hydrology'}",NEXRAD,Uncertainty of Hydrologic Processes Caused by Bias-corrected CMIP5 Climate Change Projections with Alternative Historical Data Sources,
dataset-612,10.1175/jamc-d-18-0011.1,"{'id': 'jour.1137885', 'title': 'Journal of Applied Meteorology and Climatology'}",NEXRAD,Origins of heavy precipitation biases in the TRMM PR and TMI products assessed with CloudSat and reanalysis data Origins of heavy precipitation biases in the TRMM PR and TMI products assessed with CloudSat and reanalysis data,
dataset-612,10.1002/met.1737,"{'id': 'jour.1138529', 'title': 'Meteorological Applications'}",NEXRAD,Solid snowfall rate estimation using a C‐band radar,
dataset-612,10.1016/j.ijsrc.2018.08.001,"{'id': 'jour.1141677', 'title': 'International Journal of Sediment Research'}",NEXRAD,Prediction of sedimentation in reservoirs by combining catchment based model and stream based model with limited data,
dataset-612,10.1175/jtech-d-18-0007.1,"{'id': 'jour.1137215', 'title': 'Journal of Atmospheric and Oceanic Technology'}",NEXRAD,An integrated approach to weather radar calibration and monitoring using ground clutter and satellite comparisons An integrated approach to weather radar calibration and monitoring using ground clutter and satellite comparisons,
dataset-612,10.1016/j.jhydrol.2018.10.053,"{'id': 'jour.1126746', 'title': 'Journal of Hydrology'}",NEXRAD,"Characterizing urbanization impacts on floodplain through integrated land use, hydrologic, and hydraulic modeling",
dataset-612,10.1175/jhm-d-18-0010.1,"{'id': 'jour.1137981', 'title': 'Journal of Hydrometeorology'}",NEXRAD,Urban influences on the spatiotemporal characteristics of runoff and precipitation during the 2009 Atlanta flood Urban influences on the spatiotemporal characteristics of runoff and precipitation during the 2009 Atlanta flood,
dataset-612,10.1016/j.giq.2018.11.002,Government Information Quarterly,NEXRAD,Data driven social partnerships: Exploring an emergent trend in search of research challenges and questions,https://doi.org/10.1016/j.giq.2018.11.002
dataset-612,10.1080/16000870.2019.1606666,Tellus A Dynamic Meteorology and Oceanography,NEXRAD,Estimating the uncertainty of areal precipitation using data assimilation,https://www.tandfonline.com/doi/pdf/10.1080/16000870.2019.1606666?needAccess=true
dataset-612,10.1175/bams-d-17-0165.1,"{'id': 'jour.1053654', 'title': 'Bulletin of the American Meteorological Society'}",NEXRAD,A new generation of ground-based mobile platforms for active and passive profiling of the boundary layer A new generation of ground-based mobile platforms for active and passive profiling of the boundary layer,
dataset-612,10.1016/j.jhydrol.2018.11.014,"{'id': 'jour.1126746', 'title': 'Journal of Hydrology'}",NEXRAD,The role of rainfall spatial variability in estimating areal reduction factors,
dataset-612,10.1175/jamc-d-18-0123.1,"{'id': 'jour.1137885', 'title': 'Journal of Applied Meteorology and Climatology'}",NEXRAD,Dual-polarized radar coverage in terminal airspaces and its effect on interpretation of winter weather signatures: Current capabilities and future recommendations Dual-polarized radar coverage in terminal airspaces and its effect on interpretation of winter weather signatures: Current capabilities and future recommendations,
