dataset_name,doi,journal ,title
dataset-026,10.1002/hec.3658,Health Economics,Does the earned income tax credit increase children's weight? The impact of policy-driven income on childhood obesity
dataset-026,10.1080/19320248.2014.908449,Journal of Hunger & Environmental Nutrition,Where Are the Fresh Fruits and Vegetables?: A Systematic Exploration of Access to Food Stores Offering Fresh Fruits and Vegetables as Told by Midwestern African American Women
dataset-026,10.1002/pam.21963,Journal of Policy Analysis and Management,"Child Poverty, the Great Recession, and the Social Safety Net in the United States"
dataset-026,10.1111/1468-0009.12306,Milbank Quarterly,"Now Welfare Reform, Of Course"
dataset-026,10.1016/j.socscimed.2015.12.020,Social Science & Medicine,Low-income Children's participation in the National School Lunch Program and household food insufficiency
dataset-026,10.1080/19320248.2014.962768,Journal of Hunger & Environmental Nutrition,Individual and Neighborhood Predictors of Participation in the Supplemental Nutrition Assistance Program (SNAP) in Los Angeles County
dataset-026,10.1007/s10995-012-1103-y,Maternal and Child Health Journal,Least Explored Factors Associated with Prenatal Smoking
dataset-026,10.1542/peds.2013-3337,Pediatrics,The Association of Generation Status and Health Insurance Among US Children
dataset-026,10.1093/cdn/nzz007,Current Developments in Nutrition,The STRONG Kids 2 Birth Cohort Study: A Cell-to-Society Approach to Dietary Habits and Weight Trajectories across the First 5 Years of Life
dataset-026,10.1002/pam.22072,Journal of Policy Analysis and Management,CAN BENEFITS AND INCENTIVES PROMOTE WORK?
dataset-026,10.1016/j.ehb.2016.04.004,Economics & Human Biology,Effects of maternal depression on family food insecurity
dataset-026,10.1377/hlthaff.2011.0247,Health Affairs,Health Care Costs Are A Key Driver Of Growth In Federal And State Assistance To Working-Age People With Disabilities
dataset-026,10.1016/b978-0-12-405864-4.00036-3,"Food Security, Poverty and Nutrition Policy Analysis",Index
dataset-026,10.1016/j.jadohealth.2018.10.302,Journal of Adolescent Health,Food Insecurity Among Hispanic/Latino Youth: Who Is at Risk and What Are the Health Correlates?
dataset-026,10.1057/9781137520920,,The Policy and Politics of Food Stamps and SNAP
dataset-026,10.4054/demres.2016.35.30,Demographic Research,The Great Recession and America's geography of unemployment
dataset-026,10.1007/978-3-319-32001-4_75-1,Encyclopedia of Big Data,Diversity
dataset-026,10.1215/03616878-2822610,Journal of Health Politics Policy and Law,Unforeseen Consequences: Medicaid and the Funding of Nonprofit Service Organizations
dataset-026,10.1080/19320248.2014.898172,Journal of Hunger & Environmental Nutrition,Supplemental Nutrition Assistance Program Participation Among Child Welfare-ìInvolved Families
dataset-026,10.1016/j.ecresq.2015.09.003,Early Childhood Research Quarterly,Household chaos and children's cognitive and socio-emotional development in early childhood: Does childcare play a buffering role?
dataset-026,10.1177/0003122416653112,American Sociological Review,"Nonmarital First Births, Marriage, and Income Inequality"
dataset-026,10.1542/peds.2013-0645,Pediatrics,Providing Care for Children and Adolescents Facing Homelessness and Housing Insecurity
dataset-026,10.1016/j.jneb.2009.03.133,Journal of Nutrition Education and Behavior,Ohio EFNEP Breaking Ground with A New Curriculum
dataset-026,10.1377/hlthaff.2013.0096,Health Affairs,Exhaustion Of Food Budgets At Month's End And Hospital Admissions For Hypoglycemia
dataset-026,10.1080/19371910903182849,Social Work in Public Health,Electronic Access to Food and Cash Benefits
dataset-026,10.1177/0160597617733630,Humanity & Society,Book Review: Taking the Heat: Women Chefs and Gender Inequality in the Professional Kitchen
dataset-026,10.1016/j.jneb.2016.04.004,Journal of Nutrition Education and Behavior,Participant and Household Characteristics Associated With Graduation From the Expanded Food and Nutrition Education Program
dataset-026,10.1037/prj0000087,Psychiatric Rehabilitation Journal,The economic status of parents with serious mental illness in the United States.
dataset-026,10.1016/s0140-6736(19)30035-2,The Lancet,Challenges for immigrant health in the USA: the road to crisis
dataset-026,10.1007/s10995-018-2547-5,Maternal and Child Health Journal,What's Happening During Home Visits? Exploring the Relationship of Home Visiting Content and Dosage to Parenting Outcomes
dataset-026,10.1080/10875549.2015.1094765,Journal of Poverty,SNAP Out of It: A Study of Low-Income Families' Underutilization of Food Stamps
dataset-026,10.1007/978-3-319-31816-5_2669-1,"Global Encyclopedia of Public Administration, Public Policy, and Governance",The Poor and Social Policy
dataset-026,10.1016/j.jpubeco.2014.12.003,Journal of Public Economics,Nutrition and cognitive achievement: An evaluation of the School Breakfast Program
dataset-026,10.1002/pam.21846,Journal of Policy Analysis and Management,"THE WAR ON POVERTY: MEASUREMENT, TRENDS, AND POLICY"
dataset-026,10.1111/phn.12375,Public Health Nursing,Addressing the wicked problem of childhood trauma through a nursing and cooperative extension system collaboration
dataset-026,10.1016/j.ehb.2009.05.003,Economics & Human Biology,Does the U.S. Food Stamp Program contribute to adult weight gain?
dataset-026,10.1542/peds.2013-4059,Pediatrics,"Children's Health Insurance Program (CHIP): Accomplishments, Challenges, and Policy Recommendations"
dataset-026,10.1016/j.jneb.2009.03.135,Journal of Nutrition Education and Behavior,Evaluation of a Community Nutrition Intervention to Decrease Hypertension Risk
dataset-026,10.1353/foc.2011.0001,The Future of Children,"Demography of Immigrant Youth: Past, Present, and Future"
dataset-026,10.1177/0733464812463983,Journal of Applied Gerontology,The Needs and Use of Programs by Service Providers Working With Grandparents Raising Grandchildren
dataset-026,10.1377/hlthaff.2014.0741,Health Affairs,Using Pay-For-Success To Increase Investment In The Nonmedical Determinants Of Health
dataset-026,10.1002/pam.21819,Journal of Policy Analysis and Management,THE U.S. SAFETY NET AND WORK INCENTIVES: THE GREAT RECESSION AND BEYOND
dataset-026,10.1016/j.acap.2016.01.011,Academic Pediatrics,Addressing Child Poverty: How Does the United States Compare With Other Nations?
dataset-026,10.1186/1479-5868-8-109,International Journal of Behavioral Nutrition and Physical Activity,Economic instruments for obesity prevention: results of a scoping review and modified delphi survey
dataset-026,10.1016/j.childyouth.2010.05.004,Children and Youth Services Review,Meeting children's basic needs: Introduction
dataset-026,10.1007/s11121-018-0925-2,Prevention Science,Impact of a Child Abuse Primary Prevention Strategy for New Mothers
dataset-026,10.1177/0033354916689662,Public Health Reports,Human Services
dataset-026,10.1002/pam.21821,Journal of Policy Analysis and Management,THE NEW EMPLOYMENT AND INCOME TAXES
dataset-026,10.1177/1096250616674332,Young Exceptional Children,Beyond Hoping for the Best: Home Visits in Impoverished Urban Areas
dataset-026,10.1201/9781315365749-12,Food Security and Child Malnutrition,"Household Hardships, Public Programs, and Their Associations with the Health and Development of Very Young Children"
dataset-026,10.1146/annurev-publhealth-032315-021545,Annual Review of Public Health,"Latino Immigrants, Acculturation, and Health: Promising New Directions in Research"
dataset-026,10.1080/10875549.2018.1460739,Journal of Poverty,TANF leavers and economic self-sufficiency: results from a study in Georgia
dataset-026,10.1177/0033354917719706,Public Health Reports,Like Peas and Carrots: Combining Wellness Policy Implementation With Classroom Education for Obesity Prevention in the Childcare Setting
dataset-026,10.1002/pam.20498,Journal of Policy Analysis and Management,Fighting poverty: Attentive policy can make a huge difference
dataset-026,10.1002/pam.20601,Journal of Policy Analysis and Management,The transformation of the Supplemental Nutrition Assistance Program
dataset-026,10.1002/pop4.203,Poverty & Public Policy,Anti-Poverty Effects of In-Kind Transfers Among Divorced or Separated Women in the United States
dataset-026,10.1016/j.socscimed.2017.08.031,Social Science & Medicine,"The land of the sick and the land of the healthy: Disability, bureaucracy, and stigma among people living with poverty and chronic illness in the United States"
dataset-026,10.1016/j.ypmed.2013.01.018,Preventive Medicine,A farmers' market at a federally qualified health center improves fruit and vegetable intake among low-income diabetics
dataset-026,10.1080/10796126.2014.891973,Journal of Children and Poverty,Understanding the link between poverty and food insecurity among children: Does the definition of poverty matter?
dataset-026,10.1080/19320248.2016.1157554,Journal of Hunger & Environmental Nutrition,Exploring Long-term Food Pantry Use: Differences Between Persistent and Prolonged Typologies of Use
dataset-026,10.1080/10875549.2019.1587658,Journal of Poverty,"Predicting Paternalism: Welfare Asset Limits and State-Level Demographic, Economic, and Political Factors"
dataset-026,10.1007/s11113-015-9373-x,Population Research and Policy Review,"Supplemental Nutrition Assistance Program (SNAP) Use Among Active-Duty Military Personnel, Veterans, and Reservists"
dataset-026,10.1016/j.jhealeco.2018.11.005,Journal of Health Economics,The unintended effects of place based programs: Fertility and health effects of urban empowerment zones
dataset-026,10.1353/hpu.2019.0021,Journal of Health Care for the Poor and Underserved,Improving Medicaid Access in Times of Health Policy Change: Solutions from Focus Groups with Frontline Enrollment Workers
dataset-026,10.1080/01488376.2016.1153564,Journal of Social Service Research,State Policy Choices and Responsiveness of the Temporary Assistance for Needy Families Program During the Great Recession
dataset-026,10.1111/ssqu.12566,Social Science Quarterly,Do State-Customized TANF Work Policies Actually Reduce Unemployment?*
dataset-026,10.1177/0731121416656843,Sociological Perspectives,Logics of Redistribution
dataset-026,10.1007/s10900-019-00675-0,Journal of Community Health,Combating Child Summer Food Insecurity: Examination of a Community-Based Mobile Meal Program
dataset-026,10.1016/j.ehb.2010.10.003,Economics & Human Biology,Can Food Stamps help to reduce Medicare spending on diabetes?
dataset-026,10.1080/19320248.2016.1146194,Journal of Hunger & Environmental Nutrition,What Factors Influence SNAP Participation? Literature Reflecting Enrollment in Food Assistance Programs From a Social and Behavioral Science Perspective
dataset-026,10.1080/01488376.2018.1479341,Journal of Social Service Research,Spatial Analyses of the Impact of Temporary Assistance for Needy Families on Child Neglect Caseloads During the Great Recession
dataset-026,10.1016/j.appet.2013.10.016,Appetite,"Diurnal cortisol pattern, eating behaviors and overweight in low-income preschool-aged children"
dataset-026,10.1146/annurev-publhealth-040218-044115,Annual Review of Public Health,Policies of Exclusion: Implications for the Health of Immigrants and Their Children
dataset-026,10.1016/j.pmedr.2018.02.018,Preventive Medicine Reports,Family food purchases of high- and low-calorie foods in full-service supermarkets and other food retailers by Black women in an urban US setting
dataset-026,10.1016/j.childyouth.2014.04.003,Children and Youth Services Review,From multiple program participation to disconnection: Changing trajectories of TANF and SNAP beneficiaries in Wisconsin
dataset-026,10.1080/19320248.2016.1255694,Journal of Hunger & Environmental Nutrition,Using Andersen's Behavioral Model to Predict Participation in the Supplemental Nutrition Assistance Program (SNAP) Among US Adults
dataset-026,10.1017/s1368980018000964,Public Health Nutrition,Caregiver perceptions of a fruit and vegetable prescription programme for low-income paediatric patients
dataset-026,10.1002/j.2379-3988.2015.tb00082.x,Social Policy Report,Federal Expenditures on Children: What Budget Policy Means for Children's Policy and commentaries
dataset-026,10.1002/pop4.195,Poverty & Public Policy,Focus on Welfare-Reform: More Thoughtful Analysis From a Conservative
dataset-026,10.1089/jwh.2016.5872,Journal of Women's Health,Antenatal Stressful Life Events and Postpartum Depressive Symptoms in the United States: The Role of Women's Socioeconomic Status Indices at the State Level
dataset-026,10.1080/07399332.2017.1367795,Health Care For Women International,A trauma-informed examination of the hardships experienced by abortion fund patients in the United States
dataset-026,10.1007/s10903-018-0817-3,Journal of Immigrant and Minority Health,"Food Insecurity, Cardiometabolic Health, and Health Care in U.S.-Mexico Border Immigrant Adults: An Exploratory Study"
dataset-026,10.1080/10875549.2015.1094770,Journal of Poverty,The Great Recession and SNAP Caseloads: A Tale of Two States
dataset-026,10.1002/pop4.171,Poverty & Public Policy,The TANF Resources Problem
dataset-026,10.1080/15332640.2017.1404956,Journal of Ethnicity in Substance Abuse,Influence of social and neighborhood contexts on smoking cessation among urban minorities
dataset-026,10.1016/j.ssresearch.2014.11.017,Social Science Research,Material hardship and 529 college savings plan participation: The mitigating effects of Child Development Accounts
dataset-026,10.1001/jamapediatrics.2017.4301,JAMA Pediatrics,"Trends in Severe Obesity Among Children Aged 2 to 4 Years Enrolled in Special Supplemental Nutrition Program for Women, Infants, and Children From 2000 to 2014"
dataset-026,10.1080/01488376.2015.1109576,Journal of Social Service Research,Getting Help from 2-1-1: A Statewide Study of Referral Outcomes
dataset-026,10.1542/peds.2017-0297,Pediatrics,Adverse Childhood Experiences Among Hispanic Children in Immigrant Families Versus US-Native Families
dataset-026,10.1186/s12939-018-0877-y,International Journal for Equity in Health,Spillover benefit of improved access to healthcare on reducing worry about housing and meal affordability
dataset-026,10.1016/j.puhe.2018.11.011,Public Health,Food insufficiency and children with special healthcare needs
dataset-026,10.1002/pam.21741,Journal of Policy Analysis and Management,Making Ends Meet After Prison
dataset-026,10.1016/j.annepidem.2016.11.012,Annals of Epidemiology,Receipt of public assistance during childhood and hypertension risk in adulthood
dataset-026,10.1145/2307729.2307742,Proceedings of the 13th Annual International Conference on Digital Government Research - dg.o '12,e-government legislation meets the poverty threshold: issues for the economically disadvantaged
dataset-026,10.1080/07448481.2018.1431901,Journal of American College Health,Unmet demand for short-acting hormonal and long-acting reversible contraception among community college students in Texas
dataset-026,10.1080/15332640.2017.1371657,Journal of Ethnicity in Substance Abuse,"Children exposed to alcohol-related problems and DSM-5 alcohol use disorder in San Juan, Puerto Rico"
dataset-026,10.2202/1944-2858.1087,Poverty & Public Policy,Welfare Reform in the U.S.: A Policy Overview Analysis
dataset-026,10.1016/j.jhealeco.2013.06.005,Journal of Health Economics,The poverty-reducing effect of Medicaid
dataset-026,10.4179/nlf.211.0000006,New Labor Forum,The Feminization of Austerity
dataset-026,10.1080/10875549.2015.1015069,Journal of Poverty,Why Do Eligible Households Not Participate in Public Antipoverty Programs?: A Review
dataset-026,10.1016/j.jand.2018.03.005,Journal of the Academy of Nutrition and Dietetics,"Position of the Academy of Nutrition and Dietetics, Society for Nutrition Education and Behavior, and School Nutrition Association: Comprehensive Nutrition Programs and Services in Schools"
dataset-026,10.1016/j.jand.2016.07.020,Journal of the Academy of Nutrition and Dietetics,"The Special Supplemental Nutrition Program for Women, Infants, and Children Fresh Start Randomized Controlled Trial: Baseline Participant Characteristics and Reliability of Measures"
dataset-026,10.1016/j.jneb.2018.03.001,Journal of Nutrition Education and Behavior,"Position of the Academy of Nutrition and Dietetics, Society for Nutrition Education and Behavior, and School Nutrition Association: Comprehensive Nutrition Programs and Services in Schools"
dataset-026,10.1007/s10903-015-0229-6,Journal of Immigrant and Minority Health,Economic Hardship and Depression Among Women in Latino Farmworker Families
dataset-026,10.1057/9781137482372_7,A Fragile Balance,Enhancing Financial Capability: TANF Bank Accounts
dataset-026,10.5304/jafscd.2018.081.010,Journal of Agriculture Food Systems and Community Development,Evaluating Barriers to SNAP/EBT Acceptance in Farmers Markets: A Survey of Farmers
dataset-026,10.1353/foc.2015.0004,The Future of Children,Food Assistance Programs and Child Health
dataset-026,10.1111/j.1465-7287.2010.00246.x,Contemporary Economic Policy,SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM PARTICIPATION AND HEALTH: EVIDENCE FROM LOW INCOME INDIVIDUALS IN TENNESSEE
dataset-026,10.1016/j.ssresearch.2011.10.001,Social Science Research,Understanding the geography of food stamp program participation: Do space and place matter?
dataset-026,10.1353/foc.2011.0006,The Future of Children,Poverty and Program Participation among Immigrant Children
dataset-026,10.1016/j.jhealeco.2019.02.003,Journal of Health Economics,Contemporaneous and Long-term Effects of Childrens' Public Health Insurance Expansions on Supplemental Security Income Participation
dataset-026,10.1007/s11113-018-9481-5,Population Research and Policy Review,SNAP Benefits and Pregnancy-Related Emergency Room Visits
dataset-026,10.1080/01488376.2016.1235070,Journal of Social Service Research,"Racial Disparities in Welfare Dependence and Financial Independence: Links to Human Capital, Local Economy, and State Temporary Assistance for Needy Families Policies"
dataset-026,10.1016/j.ssresearch.2016.03.001,Social Science Research,Reversing welfare reform? Immigrant restoration efforts and food stamp receipt among Mexican immigrant families
dataset-026,10.1080/19320248.2018.1465002,Journal of Hunger & Environmental Nutrition,"SNAP benefit levels and enrollment rates by race and place: evidence from Georgia, 2007-2013"
dataset-026,10.1002/pop4.175,Poverty & Public Policy,Restoring the Entrails of Welfare Reform
dataset-026,10.1146/annurev-publhealth-031811-124658,Annual Review of Public Health,"Health Inequalities: Trends, Progress, and Policy"
dataset-026,10.1002/ajpa.22161,American Journal of Physical Anthropology,Coping and the biosocial consequences of food insecurity in the 21st century
dataset-026,10.1016/j.jand.2018.08.167,Journal of the Academy of Nutrition and Dietetics,Integrating Healthy Eating into Evidence-Based Home Visiting Models: An Analysis of Programs and Opportunities for Dietetic Practice
dataset-026,10.1007/s10995-013-1224-y,Maternal and Child Health Journal,Prevalence and Risk Factors for Postpartum Depressive Symptoms Among Women Enrolled in WIC
dataset-026,10.5304/jafscd.2016.071.003,Journal of Agriculture Food Systems and Community Development,Effectiveness of a SNAP-Ed Nutrition Education Booth at Farmers Markets
dataset-026,10.1002/pop4.148,Poverty & Public Policy,Poverty in the United States: A Review of Relevant Programs
dataset-026,10.7312/kess18034-006,Democracy and the Welfare State,Privatization and Self-Responsibility Patterns of Welfare-State Development in Europe and the United States Since the 1990s
dataset-026,10.1177/1049731515589373,Research on Social Work Practice,Reconceiving SNAP
dataset-026,10.1787/soc_glance-2016-20-en,Society at a Glance,Recipients of out-of-work benefits
dataset-026,10.2753/jei0021-3624430414,Journal of Economic Issues,
dataset-026,10.1002/pop4.162,Poverty & Public Policy,Progressive State Taxes and Welfare
dataset-026,10.1177/0002716214531385,The Annals of the American Academy of Political and Social Science,Family Complexity
dataset-026,10.1016/j.giq.2013.04.002,Government Information Quarterly,e-Government legislation: Implementation issues for programs for low-income people
dataset-026,10.1177/00197939140670s306,ILR Review,Labor Market Analysis and Labor Policymaking in the Nation's Capital
dataset-026,10.1111/jora.12272,Journal of Research on Adolescence,Unauthorized Status and Youth Development in the United States: Consensus Statement of the Society for Research on Adolescence
dataset-026,10.1002/j.2379-3988.2011.tb00068.x,Social Policy Report,Household Food Insecurity: Serious Concerns for Child Development and commentaries
dataset-026,10.23889/ijpds.v3i5.1078,International Journal for Population Data Science,"The Use of Blended Data to Improve Public Assistance Programs: Results from a Partnership between the U.S. Census Bureau, USDA, and State Program Agencies"
dataset-026,10.1002/9781118625392.wbecp118,The Encyclopedia of Clinical Psychology,Kinship Care
dataset-026,10.1080/15575330.2014.991410,Community Development,Place-based economic development: examining the relationship between the US Supplemental Nutrition Assistance Program and farmers markets in Mississippi
dataset-026,10.1177/1532440018775424,State Politics & Policy Quarterly,Less Bang for Your Buck? How Social Capital Constrains the Effectiveness of Social Welfare Spending
dataset-026,10.3233/jem-2011-0349,Journal of Economic and Social Measurement,Asset and reporting policies in the Supplemental Nutrition Assistance Program
dataset-026,10.1007/s10488-015-0632-2,Administration and Policy in Mental Health and Mental Health Services Research,Mental Health and Substance Abuse Service Engagement by Men and Women During Community Reentry Following Incarceration
dataset-026,10.1016/j.ecresq.2017.07.002,Early Childhood Research Quarterly,The selection of preschool for immigrant and native-born Latino families in the United States
dataset-026,10.1007/s10754-014-9142-0,International Journal of Health Economics and Management,The US healthcare workforce and the labor market effect on healthcare spending and health outcomes
dataset-026,10.1056/nejmp1603516,New England Journal of Medicine,Saving Tiny Tim: Pediatrics and Childhood Poverty in the United States
dataset-026,10.1017/s1368980014000433,Public Health Nutrition,Factors associated with alcohol consumption patterns in a Puerto Rican urban cohort
dataset-026,10.1377/hlthaff.2015.0814,Health Affairs,"Variation In Health Outcomes: The Role Of Spending On Social Services, Public Health, And Health Care, 2000-09"
dataset-026,10.1007/s11113-013-9310-9,Population Research and Policy Review,The Great Recession and the Changing Geography of Food Stamp Receipt
dataset-026,10.1186/s12889-017-4363-z,BMC Public Health,The health and healthcare impact of providing insurance coverage to uninsured children: A prospective observational study
dataset-026,10.1016/j.foodpol.2018.01.010,Food Policy,In-kind benefits and household behavior: The impact of SNAP on food-away-from-home consumption
dataset-026,10.1080/10502556.2012.725354,Journal of Divorce & Remarriage,Economic Costs and Policy Implications Associated With Divorce: Texas as a Case Study
dataset-026,10.1016/j.pcl.2015.08.006,Pediatric Clinics of North America,"Caring for Children in Immigrant Families Vulnerabilities, Resilience, and Opportunities"
dataset-026,10.1016/j.erss.2015.04.010,Energy Research & Social Science,Benefit or burden? Perceptions of energy efficiency efforts among low-income housing residents in New York City
dataset-026,10.1542/peds.2017-3608,Pediatrics,Free Tax Services in Pediatric Clinics
dataset-026,10.1177/1044207312474308,Journal of Disability Policy Studies,Participation in Safety-Net Programs and the Utilization of Employment Services Among Working-Age Persons With Disabilities
dataset-026,10.1002/pop4.164,Poverty & Public Policy,"How Successful Has TANF Been? Taking Seriously a Thoughtful Analysis From the Right, With a Tip of the Hat to Peter the Citizen"
dataset-026,10.1016/j.whi.2019.01.006,Women's Health Issues,Multiple Job Holding and Mental Health among Low-Income Mothers
dataset-026,10.1080/01634372.2015.1019657,Journal of Gerontological Social Work,Economic Well-Being Among Older-Adult Households: Variation by Veteran and Disability Status
dataset-026,10.1017/s1068280500005074,Agricultural and Resource Economics Review,Supplemental Nutrition Assistance Program Participation and Local Program Outreach and Eligibility Services
dataset-026,10.1007/978-3-319-76048-3,SpringerBriefs in Public Health,Identifying and Addressing Childhood Food Insecurity in Healthcare and Community Settings
dataset-026,10.1111/jlme.12104,The Journal of Law Medicine & Ethics,Obesity Prevention in the Early Care and Education Setting: Successful Initiatives across a Spectrum of Opportunities
dataset-026,10.1016/j.jneb.2016.10.011,Journal of Nutrition Education and Behavior,Exploring the Parents' Attitudes and Perceptions About School Breakfast to Understand Why Participation Is Low in a Rural Midwest State
dataset-026,10.1080/00036846.2014.929623,Applied Economics,If at first you don't succeed: applying for and staying on the Supplemental Nutrition Assistance Program
dataset-026,10.1016/j.jneb.2017.10.008,Journal of Nutrition Education and Behavior,The Nutrition Literacy Assessment Instrument is a Valid and Reliable Measure of Nutrition Literacy in Adults with Chronic Disease
dataset-026,10.1016/j.acap.2017.04.015,Academic Pediatrics,Road to the Future: Priorities for Child Health Services Research
dataset-026,10.1007/s10826-017-0779-4,Journal of Child and Family Studies,An Evaluation of a Dollar-for-Dollar Match Program at Farmers' Markets for Families Using Supplemental Nutrition Assistance Program Benefits
dataset-026,10.1377/hlthaff.2017.0331,Health Affairs,Estimating The Effects Of Health Insurance And Other Social Programs On Poverty Under The Affordable Care Act
dataset-026,10.1016/j.ssresearch.2015.04.007,Social Science Research,Immigrant use of public assistance and mode of entry: Demographics versus dependence
dataset-026,10.1146/annurev-soc-060116-053300,Annual Review of Sociology,The Social Safety Net after Welfare Reform: Recent Developments and Consequences for Household Dynamics
dataset-026,10.1097/dbp.0000000000000462,Journal of Developmental and Behavioral Pediatrics,Conferring Disadvantage
dataset-026,10.1057/9781137482372,,"A Fragile Balance, Emergency Savings and Liquid Resources for Low-Income Consumers"
dataset-026,10.1093/aje/kws187,American Journal of Epidemiology,Individual- and School-Level Sociodemographic Predictors of Obesity Among New York City Public School Children
dataset-026,10.2753/jei0021-3624460304,Journal of Economic Issues,State Immigration Legislation and SNAP Take-Up Among Immigrant Families with Children
dataset-026,10.1007/s11205-018-02053-0,Social Indicators Research,The Effect of Benefit Underreporting on Estimates of Poverty in the United States
dataset-026,10.1080/15588742.2016.1222924,Journal of Policy Practice,Financial Strain and Participation in the Supplemental Nutrition Assistance Program
dataset-026,10.1007/s11524-015-9984-x,Journal of Urban Health,"Constrained, Convenient, and Symbolic Consumption: Neighborhood Food Environments and Economic Coping Strategies among the Urban Poor"
dataset-026,10.1016/j.foodpol.2010.05.010,Food Policy,The effects of SNAP and WIC programs on nutrient intakes of children
dataset-026,10.1007/s11150-014-9270-9,Review of Economics of the Household,Food assistance and family routines in three American Cities
dataset-026,10.1542/peds.2013-2145,Pediatrics,"Incidence of Obesity Among Young US Children Living in Low-Income Families, 2008-2011"
dataset-026,10.4324/9781315081908,,Building an Opportunity Society
dataset-026,10.1007/978-94-017-7288-4,,Population Change in the United States
dataset-026,10.1016/j.jneb.2013.07.013,Journal of Nutrition Education and Behavior,Understanding African American Women's Decisions to Buy and Eat Dark Green Leafy Vegetables: An Application of the Reasoned Action Approach
dataset-026,10.1016/j.jpubeco.2013.03.009,Journal of Public Economics,WIC in your neighborhood: New evidence on the impacts of geographic access to clinics
dataset-026,10.1097/phh.0000000000000286,Journal of Public Health Management and Practice,High School Completion Programs
dataset-026,10.1080/10522158.2013.834022,Journal of Family Social Work,Identifying Unmet Needs: Recommendations for Creating a Model Kinship Subsidy Program
dataset-026,10.1080/19320248.2014.962779,Journal of Hunger & Environmental Nutrition,"Nativity, Not Acculturation, Predicts SNAP Usage Among Low-income Hispanics With Food Insecurity"
dataset-026,10.3233/npm-15814098,Journal of Neonatal-Perinatal Medicine,Born early and born poor: An eco-bio-developmental model for poverty and preterm birth
dataset-026,10.1007/978-1-4419-7674-1,International Series on Consumer Science,"U.S. Social Welfare Reform, Policy Transitions from 1981 to the Present"
dataset-026,10.1080/15588742.2017.1344603,Journal of Policy Practice,How Means-Tested Transfer Programs Respond to Household Earned-Income Increases: Policy and Practice
dataset-026,10.1177/1077559514562066,Child Maltreatment,Report of the APSAC Task Force on Evidence-Based Service Planning Guidelines for Child Welfare
dataset-026,10.1606/1044-3894.4153,Families in Society The Journal of Contemporary Social Services,Lost Leavers: Uncovering the Circumstances of those without Welfare and without Work
dataset-026,10.1108/s0147-912120140000039006,Research in Labor Economics,The Impact of Temporary Assistance Programs on Disability Rolls and Re-employment Abstract Notes Acknowledgments
dataset-026,10.1016/j.jpolmod.2016.05.003,Journal of Policy Modeling,Supplemental Nutrition Assistance Program and food insecurity among families with children
dataset-026,10.4337/9781782549437.00013,Labour Administration in Uncertain Times,Active labour market policies and programmes in Japan and the USA: will East meet West?
dataset-026,10.1111/ssqu.12450,Social Science Quarterly,New Social Program Participation During the Great Recession: The Case of SNAP*
dataset-026,10.1177/0002716216678391,The Annals of the American Academy of Political and Social Science,Linking Federal Surveys with Administrative Data to Improve Research on Families
dataset-026,10.1080/19320248.2010.527277,Journal of Hunger & Environmental Nutrition,Food Insecurity After Leaving SNAP
dataset-026,10.1080/19320248.2015.1045674,Journal of Hunger & Environmental Nutrition,The Georgia WIC Farmers' Market Nutrition Program's Influence on Fruit and Vegetable Intake and Nutrition Knowledge and Competencies Among Urban African American Women and Children
dataset-026,10.1111/padr.12227,Population and Development Review,Living Arrangements and Household Complexity among Undocumented Immigrants
dataset-026,10.1177/0002716210394774,The Annals of the American Academy of Political and Social Science,"Young Disadvantaged Men: Fathers, Families, Poverty, and Policy"
dataset-026,10.1080/05775132.2018.1543679,Challenge,11 Ways American Workers Are Falling Behind the Rest of the World
dataset-026,10.1016/j.jhealeco.2018.10.004,Journal of Health Economics,Unemployment Insurance and Cigarette Smoking
dataset-026,10.1017/s1068280500004160,Agricultural and Resource Economics Review,"The Supplemental Nutrition Assistance Program, Financial Stress, and Childhood Obesity"
dataset-026,10.1057/9781137476630_6,Poverty in the United States,Supplemental Nutrition Assistance Program and the Earned Income Tax Credit
dataset-026,10.1002/soej.12171,Southern Economic Journal,The Impact of SNAP on Material Hardships: Evidence From Broad-Based Categorical Eligibility Expansions
dataset-026,10.1080/15588742.2016.1191268,Journal of Policy Practice,Characteristics of Low-Income Able-Bodied Adults Without Dependents: Implications for Public Policy
dataset-026,10.7312/dett17284-005,Immigrant and Refugee Children and Families,Federal Policy Implications for Immigrant Children and Families
dataset-026,10.1007/s10834-016-9492-5,Journal of Family and Economic Issues,Government Subsidies and Household Debt Burden After the Great Recession
dataset-026,10.1002/soej.12135,Southern Economic Journal,The Impact of SNAP Vehicle Asset Limits on Household Asset Allocation
dataset-026,10.1016/j.foodpol.2016.10.002,Food Policy,Do SNAP participants expand non-food spending when they receive more SNAP Benefits?Evidence from the 2009 SNAP benefits increase
dataset-026,10.1111/ssqu.12226,Social Science Quarterly,Bundling Public and Charitable Supports to Cope with the Effects of the Great Recession*
dataset-026,10.1016/j.cppeds.2010.08.002,Current Problems in Pediatric and Adolescent Health Care,Childhood Poverty and the Social Safety Net
dataset-026,10.1201/9781315365763-12,Food Insecurity and Disease,Obesity Prevention and National Food Security: A Food Systems Approach
