title,journal,authors,doi,search_term,dataset_id
Anthropogenic drivers of 2013-2017 trends in summer surface ozone in China.,Proceedings of the National Academy of Sciences of the United States of America,"Li, Ke, Jacob, Daniel J, Liao, Hong, Shen, Lu, Zhang, Qiang, Bates, Kelvin H",10.1073/pnas.1812168116,Applied Climate Information System,dataset-642
Citizen science evidence from the past century shows that Scottish rivers are warming.,The Science of the total environment,"Pohle, Ina, Helliwell, Rachel, Aube, Caroline, Gibbs, Sheila, Spencer, Michael, Spezia, Luigi",10.1016/j.scitotenv.2018.12.325,Applied Climate Information System,dataset-642
An affordable and reliable assessment of aquatic decomposition: Tailoring the Tea Bag Index to surface waters.,Water research,"Seelen, Laura M S, Flaim, Giovanna, Keuskamp, Joost, Teurlincx, Sven, Arias Font, Raquel, Tolunay, Duygu, Fránková, Markéta, Šumberová, Kateřina, Temponeras, Maria, Lenhardt, Mirjana, Jennings, Eleanor, de Senerpont Domis, Lisette N",10.1016/j.watres.2018.11.081,Applied Climate Information System,dataset-642
Use of geographical information system and ecological niche modelling for predicting potential space distribution of subclinical mastitis in ewes.,Veterinary microbiology,"Giannakopoulos, A, Vasileiou, N G C, Gougoulis, D A, Cripps, P J, Ioannidi, K S, Chatzopoulos, D C, Billinis, C, Mavrogianni, V S, Petinaki, E, Fthenakis, G C",10.1016/j.vetmic.2018.11.021,Applied Climate Information System,dataset-642
"Spatiotemporal decomposition and risk determinants of hand, foot and mouth disease in Henan, China.",The Science of the total environment,"Xu, Chengdong, Zhang, Xiangxue, Xiao, Gexin",10.1016/j.scitotenv.2018.12.039,Applied Climate Information System,dataset-642
"Phenology of Trichodesmium spp. blooms in the Great Barrier Reef lagoon, Australia, from the ESA-MERIS 10-year mission.",PloS one,"Blondeau-Patissier, David, Brando, Vittorio Ernesto, Lønborg, Christian, Leahy, Susannah M, Dekker, Arnold G",10.1371/journal.pone.0208010,Applied Climate Information System,dataset-642
Climate change impact and adaptation for wheat protein.,Global change biology,"Asseng, Senthold, Martre, Pierre, Maiorano, Andrea, Rötter, Reimund P, O'Leary, Garry J, Fitzgerald, Glenn J, Girousse, Christine, Motzo, Rosella, Giunta, Francesco, Babar, M Ali, Reynolds, Matthew P, Kheir, Ahmed M S, Thorburn, Peter J, Waha, Katharina, Ruane, Alex C, Aggarwal, Pramod K, Ahmed, Mukhtar, Balkovič, Juraj, Basso, Bruno, Biernath, Christian, Bindi, Marco, Cammarano, Davide, Challinor, Andrew J, De Sanctis, Giacomo, Dumont, Benjamin, Eyshi Rezaei, Ehsan, Fereres, Elias, Ferrise, Roberto, Garcia-Vila, Margarita, Gayler, Sebastian, Gao, Yujing, Horan, Heidi, Hoogenboom, Gerrit, Izaurralde, R César, Jabloun, Mohamed, Jones, Curtis D, Kassie, Belay T, Kersebaum, Kurt-Christian, Klein, Christian, Koehler, Ann-Kristin, Liu, Bing, Minoli, Sara, Montesino San Martin, Manuel, Müller, Christoph, Naresh Kumar, Soora, Nendel, Claas, Olesen, Jørgen Eivind, Palosuo, Taru, Porter, John R, Priesack, Eckart, Ripoche, Dominique, Semenov, Mikhail A, Stöckle, Claudio, Stratonovitch, Pierre, Streck, Thilo, Supit, Iwan, Tao, Fulu, Van der Velde, Marijn, Wallach, Daniel, Wang, Enli, Webber, Heidi, Wolf, Joost, Xiao, Liujun, Zhang, Zhao, Zhao, Zhigan, Zhu, Yan, Ewert, Frank",10.1111/gcb.14481,Applied Climate Information System,dataset-642
Using household survey data to identify large-scale food security patterns across Uganda.,PloS one,"Wichern, Jannike, van Heerwaarden, Joost, de Bruin, Sytze, Descheemaeker, Katrien, van Asten, Piet J A, Giller, Ken E, van Wijk, Mark T",10.1371/journal.pone.0208714,Applied Climate Information System,dataset-642
Global wheat production with 1.5 and 2.0°C above pre-industrial warming.,Global change biology,"Liu, Bing, Martre, Pierre, Ewert, Frank, Porter, John R, Challinor, Andy J, Müller, Christoph, Ruane, Alex C, Waha, Katharina, Thorburn, Peter J, Aggarwal, Pramod K, Ahmed, Mukhtar, Balkovič, Juraj, Basso, Bruno, Biernath, Christian, Bindi, Marco, Cammarano, Davide, De Sanctis, Giacomo, Dumont, Benjamin, Espadafor, Mónica, Eyshi Rezaei, Ehsan, Ferrise, Roberto, Garcia-Vila, Margarita, Gayler, Sebastian, Gao, Yujing, Horan, Heidi, Hoogenboom, Gerrit, Izaurralde, Roberto C, Jones, Curtis D, Kassie, Belay T, Kersebaum, Kurt C, Klein, Christian, Koehler, Ann-Kristin, Maiorano, Andrea, Minoli, Sara, Montesino San Martin, Manuel, Naresh Kumar, Soora, Nendel, Claas, O'Leary, Garry J, Palosuo, Taru, Priesack, Eckart, Ripoche, Dominique, Rötter, Reimund P, Semenov, Mikhail A, Stöckle, Claudio, Streck, Thilo, Supit, Iwan, Tao, Fulu, Van der Velde, Marijn, Wallach, Daniel, Wang, Enli, Webber, Heidi, Wolf, Joost, Xiao, Liujun, Zhang, Zhao, Zhao, Zhigan, Zhu, Yan, Asseng, Senthold",10.1111/gcb.14542,Applied Climate Information System,dataset-642
"Seasonal behavior and forecasting trends of tuberculosis incidence in Holy Kerbala, Iraq.",International journal of mycobacteriology,"Mohammed, Suhad Hadi, Ahmed, Mohanad Mohsin, Al-Mousawi, Ali Mousa, Azeez, Adeboye",10.4103/ijmy.ijmy_109_18,Applied Climate Information System,dataset-642
"Estimation and inter-comparison of dust aerosols based on MODIS, MISR and AERONET retrievals over Asian desert regions.",Journal of environmental sciences (China),"Habib, Ammara, Chen, Bin, Khalid, Bushra, Tan, Saichun, Che, Huizheng, Mahmood, Tariq, Shi, Guangyu, Butt, Muhammad Tahir",10.1016/j.jes.2018.04.019,Applied Climate Information System,dataset-642
Effects of different agricultural organic wastes on soil GHG emissions: During a 4-year field measurement in the North China Plain.,"Waste management (New York, N.Y.)","Li, Zhejin, Wang, Dong, Sui, Peng, Long, Pan, Yan, Lingling, Wang, Xiaolong, Yan, Peng, Shen, Yawen, Dai, Hongcui, Yang, Xiaolei, Cui, Jixiao, Chen, Yuanquan",10.1016/j.wasman.2018.10.008,Applied Climate Information System,dataset-642
A remotely sensed flooding indicator associated with cattle and buffalo leptospirosis cases in Thailand 2011-2013.,BMC infectious diseases,"Chadsuthi, Sudarat, Chalvet-Monfray, Karine, Wiratsudakul, Anuwat, Suwancharoen, Duangjai, Cappelle, Julien",10.1186/s12879-018-3537-3,Applied Climate Information System,dataset-642
"Socio-Environmental Vulnerability Mapping for Environmental and Flood Resilience Assessment: The Case of Ageing and Poverty in the City of Wrocław, Poland.",Integrated environmental assessment and management,"Szewrański, Szymon, Świąder, Małgorzata, Kazak, Jan K, Tokarczyk-Dorociak, Katarzyna, van Hoof, Joost",10.1002/ieam.4077,Applied Climate Information System,dataset-642
"{'i': 'Dioscorea', '#text': 'Predicting the potential global distribution of diosgenin-contained  species.'}",Chinese medicine,"Shen, Liang, Xu, Jiang, Luo, Lu, Hu, Haoyu, Meng, Xiangxiao, Li, Xiwen, Chen, Shilin",10.1186/s13020-018-0215-8,Applied Climate Information System,dataset-642
Mapping Multi-Disease Risk during El Niño: An Ecosyndemic Approach.,International journal of environmental research and public health,"Ramírez, Ivan J, Lee, Jieun, Grady, Sue C",10.3390/ijerph15122639,Applied Climate Information System,dataset-642
