title,journal,authors,doi,search_term,dataset_id,valid?,notes,pdf
Improving predictions of protein-protein interfaces by combining amino acid-specific classifiers based on structural and physicochemical descriptors with their weighted neighbor averages.,PloS one,"de Moraes, Fábio R, Neshich, Izabella A P, Mazoni, Ivan, Yano, Inácio H, Pereira, José G C, Salim, José A, Jardine, José G, Neshich, Goran",10.1371/journal.pone.0087107,Integrated Surface Database,dataset-621,,,
Proteomics of extracellular vesicles: Exosomes and ectosomes.,Mass spectrometry reviews,"Choi, Dong-Sic, Kim, Dae-Kyum, Kim, Yoon-Keun, Gho, Yong Song",10.1002/mas.21420,Integrated Surface Database,dataset-621,,,
Spatial and temporal patterns of pesticide use on California almonds and associated risks to the surrounding environment.,The Science of the total environment,"Zhan, Yu, Zhang, Minghua",10.1016/j.scitotenv.2013.11.022,Integrated Surface Database,dataset-621,,,
Delivering integrated HAZUS-MH flood loss analyses and flood inundation maps over the Web.,"Journal of emergency management (Weston, Mass.)","Hearn, Paul P, Longenecker, Herbert E, Aguinaldo, John J, Rahav, Ami N",,Integrated Surface Database,dataset-621,,,
Analysis of cell surface markers specific for transplantable rod photoreceptors.,Molecular vision,"Postel, Kai, Bellmann, Jessica, Splith, Victoria, Ader, Marius",,Integrated Surface Database,dataset-621,,,
Accurate spectroscopic models for methane polyads derived from a potential energy surface using high-order contact transformations.,The journal of physical chemistry. A,"Tyuterev, Vladimir, Tashkun, Sergei, Rey, Michael, Kochanov, Roman, Nikitin, Andrei, Delahaye, Thibault",10.1021/jp408116j,Integrated Surface Database,dataset-621,,,
ROCK: a resource for integrative breast cancer data analysis.,Breast cancer research and treatment,"Ur-Rehman, Saif, Gao, Qiong, Mitsopoulos, Costas, Zvelebil, Marketa",10.1007/s10549-013-2593-z,Integrated Surface Database,dataset-621,,,
Large-scale screening of zeolite structures for CO2 membrane separations.,Journal of the American Chemical Society,"Kim, Jihan, Abouelnasr, Mahmoud, Lin, Li-Chiang, Smit, Berend",10.1021/ja400267g,Integrated Surface Database,dataset-621,,,
A dataset on 145 chemicals tested in alternative assays for skin sensitization undergoing prevalidation.,Journal of applied toxicology : JAT,"Natsch, Andreas, Ryan, Cindy A, Foertsch, Leslie, Emter, Roger, Jaworska, Joanna, Gerberick, Frank, Kern, Petra",10.1002/jat.2868,Integrated Surface Database,dataset-621,,,
Integrated methodology for assessing the HCH groundwater pollution at the multi-source contaminated mega-site Bitterfeld/Wolfen.,Environmental science and pollution research international,"Wycisk, Peter, Stollberg, Reiner, Neumann, Christian, Gossel, Wolfgang, Weiss, Holger, Weber, Roland",10.1007/s11356-012-0963-4,Integrated Surface Database,dataset-621,,,
The major outer sheath protein (Msp) of Treponema denticola has a bipartite domain architecture and exists as periplasmic and outer membrane-spanning conformers.,Journal of bacteriology,"Anand, Arvind, Luthra, Amit, Edmond, Maxwell E, Ledoyt, Morgan, Caimano, Melissa J, Radolf, Justin D",10.1128/JB.00078-13,Integrated Surface Database,dataset-621,,,
Geosensor data representation using layered slope grids.,"Sensors (Basel, Switzerland)","Lee, Yongmi, Jung, Young Jin, Nam, Kwang Woo, Nittel, Silvia, Beard, Kate, Ryu, Keun Ho",10.3390/s121217074,Integrated Surface Database,dataset-621,,,
Alpha-foetoprotein and/or liver ultrasonography for screening of hepatocellular carcinoma in patients with chronic hepatitis B.,The Cochrane database of systematic reviews,"Aghoram, Rajeswari, Cai, Pin, Dickinson, James A",10.1002/14651858.CD002799.pub2,Integrated Surface Database,dataset-621,,,
Molecular modeling to investigate the binding of Congo red toward GNNQQNY protofibril and in silico virtual screening for the identification of new aggregation inhibitors.,Journal of molecular modeling,"Zhao, Jian-Hua, Liu, Hsuan-Liang, Elumalai, Pavadai, Chen, Wei-Hsi, Men, Lee-Chung, Liu, Kung-Tien",10.1007/s00894-012-1532-y,Integrated Surface Database,dataset-621,,,
The relationship between inadvertent ingestion and dermal exposure pathways: a new integrated conceptual model and a database of dermal and oral transfer efficiencies.,The Annals of occupational hygiene,"Gorman Ng, Melanie, Semple, Sean, Cherrie, John W, Christopher, Yvette, Northage, Christine, Tielemans, Erik, Veroughstraete, Violaine, Van Tongeren, Martie",10.1093/annhyg/mes041,Integrated Surface Database,dataset-621,,,
Optimization of patient radiation protection in pelvic X-ray examination in Ghana.,Journal of applied clinical medical physics,"Ofori, Eric K, Antwi, William K, Scutt, Diane N, Ward, Matt",10.1120/jacmp.v13i4.3719,Integrated Surface Database,dataset-621,,,
PSC: protein surface classification.,Nucleic acids research,"Tseng, Yan Yuan, Li, Wen-Hsiung",10.1093/nar/gks495,Integrated Surface Database,dataset-621,,,
Integration of the Image-Guided Surgery Toolkit (IGSTK) into the Medical Imaging Interaction Toolkit (MITK).,Journal of digital imaging,"Lu, Tong, Liang, Ping, Wu, Wen-Bo, Xue, Jin, Lei, Cheng-Long, Li, Yin-Yan, Sun, Yun-Na, Liu, Fang-Yi",10.1007/s10278-012-9477-3,Integrated Surface Database,dataset-621,,,
PolysacDB: a database of microbial polysaccharide antigens and their antibodies.,PloS one,"Aithal, Abhijit, Sharma, Arun, Joshi, Shilpy, Raghava, Gajendra P S, Varshney, Grish C",10.1371/journal.pone.0034613,Integrated Surface Database,dataset-621,,,
Including robustness in multi-criteria optimization for intensity-modulated proton therapy.,Physics in medicine and biology,"Chen, Wei, Unkelbach, Jan, Trofimov, Alexei, Madden, Thomas, Kooy, Hanne, Bortfeld, Thomas, Craft, David",10.1088/0031-9155/57/3/591,Integrated Surface Database,dataset-621,,,
Analysis of gene expression in canine sino-nasal aspergillosis and idiopathic lymphoplasmacytic rhinitis: a transcriptomic analysis.,Veterinary microbiology,"Vanherberghen, Morgane, Bureau, Fabrice, Peters, Iain Robertson, Day, Michael Joseph, Clercx, Cécile, Peeters, Dominique",10.1016/j.vetmic.2011.12.009,Integrated Surface Database,dataset-621,,,
Protein-protein interaction sites are hot spots for disease-associated nonsynonymous SNPs.,Human mutation,"David, Alessia, Razali, Rozami, Wass, Mark N, Sternberg, Michael J E",10.1002/humu.21656,Integrated Surface Database,dataset-621,,,
Microarray analysis of genes associated with cell surface NIS protein levels in breast cancer.,BMC research notes,"Beyer, Sasha J, Zhang, Xiaoli, Jimenez, Rafael E, Lee, Mei-Ling T, Richardson, Andrea L, Huang, Kun, Jhiang, Sissy M",10.1186/1756-0500-4-397,Integrated Surface Database,dataset-621,,,
A helical processing pipeline for EM structure determination of membrane proteins.,"Methods (San Diego, Calif.)","Fisher, Lauren S, Ward, Andrew, Milligan, Ronald A, Unwin, Nigel, Potter, Clinton S, Carragher, Bridget",10.1016/j.ymeth.2011.09.013,Integrated Surface Database,dataset-621,,,
Comparison of human glomerulus proteomic profiles obtained from low quantities of samples by different mass spectrometry with the comprehensive database.,Proteome science,"Zhang, Ying, Yoshida, Yutaka, Xu, Bo, Magdeldin, Sameh, Fujinaka, Hidehiko, Liu, Zan, Miyamoto, Masahito, Yaoita, Eishin, Yamamoto, Tadashi",10.1186/1477-5956-9-47,Integrated Surface Database,dataset-621,,,
Comparison of patient radiation dose from chest and lumbar spine X-ray examinations in 10 hospitals in Ghana.,Radiation protection dosimetry,"Ofori, E K, Antwi, W K, Arthur, L, Duah, H",10.1093/rpd/ncr316,Integrated Surface Database,dataset-621,,,
Data shopping in an open marketplace: Introducing the Ontogrator web application for marking up data using ontologies and browsing using facets.,Standards in genomic sciences,"Morrison, Norman, Hancock, David, Hirschman, Lynette, Dawyndt, Peter, Verslyppe, Bert, Kyrpides, Nikos, Kottmann, Renzo, Yilmaz, Pelin, Glöckner, Frank Oliver, Grethe, Jeff, Booth, Tim, Sterk, Peter, Nenadic, Goran, Field, Dawn",10.4056/sigs.1344279,Integrated Surface Database,dataset-621,,,
Integrated prediction of protein folding and unfolding rates from only size and structural class.,Physical chemistry chemical physics : PCCP,"De Sancho, David, Muñoz, Victor",10.1039/c1cp20402e,Integrated Surface Database,dataset-621,,,
General approach to identifying potential targets for cancer imaging by integrated bioinformatics analysis of publicly available genomic profiles.,Molecular imaging,"Yang, Yongliang, Adelstein, S James, Kassis, Amin I",,Integrated Surface Database,dataset-621,,,
Global patterns and predictions of seafloor biomass using random forests.,PloS one,"Wei, Chih-Lin, Rowe, Gilbert T, Escobar-Briones, Elva, Boetius, Antje, Soltwedel, Thomas, Caley, M Julian, Soliman, Yousria, Huettmann, Falk, Qu, Fangyuan, Yu, Zishan, Pitcher, C Roland, Haedrich, Richard L, Wicksten, Mary K, Rex, Michael A, Baguley, Jeffrey G, Sharma, Jyotsna, Danovaro, Roberto, MacDonald, Ian R, Nunnally, Clifton C, Deming, Jody W, Montagna, Paul, Lévesque, Mélanie, Weslawski, Jan Marcin, Wlodarska-Kowalczuk, Maria, Ingole, Baban S, Bett, Brian J, Billett, David S M, Yool, Andrew, Bluhm, Bodil A, Iken, Katrin, Narayanaswamy, Bhavani E",10.1371/journal.pone.0015323,Integrated Surface Database,dataset-621,,,
Gerontome: a web-based database server for aging-related genes and analysis pipelines.,BMC genomics,"Kwon, Jekeun, Lee, Byungwook, Chung, Haeyoung",10.1186/1471-2164-11-S4-S20,Integrated Surface Database,dataset-621,,,
Transcriptomic and metabolomic shifts in rice roots in response to Cr (VI) stress.,BMC genomics,"Dubey, Sonali, Misra, Prashant, Dwivedi, Sanjay, Chatterjee, Sandipan, Bag, Sumit K, Mantri, Shrikant, Asif, Mehar H, Rai, Arti, Kumar, Smita, Shri, Manju, Tripathi, Preeti, Tripathi, Rudra D, Trivedi, Prabodh K, Chakrabarty, Debasis, Tuli, Rakesh",10.1186/1471-2164-11-648,Integrated Surface Database,dataset-621,,,
Towards a comprehensive human cell-surface immunome database.,Immunology letters,"Díaz-Ramos, M Carmen, Engel, Pablo, Bastos, Ricardo",10.1016/j.imlet.2010.09.016,Integrated Surface Database,dataset-621,,,
FDI World Dental Federation - clinical criteria for the evaluation of direct and indirect restorations. Update and clinical examples.,The journal of adhesive dentistry,"Hickel, Reinhard, Peschke, Arnd, Tyas, Martin, Mjör, Ivar, Bayne, Stephen, Peters, Mathilde, Hiller, Karl-Anton, Randall, Ross, Vanherle, Guido, Heintze, Siegward D",10.3290/j.jad.a19262,Integrated Surface Database,dataset-621,,,
Macaque proteome response to highly pathogenic avian influenza and 1918 reassortant influenza virus infections.,Journal of virology,"Brown, Joseph N, Palermo, Robert E, Baskin, Carole R, Gritsenko, Marina, Sabourin, Patrick J, Long, James P, Sabourin, Carol L, Bielefeldt-Ohmann, Helle, García-Sastre, Adolfo, Albrecht, Randy, Tumpey, Terrence M, Jacobs, Jon M, Smith, Richard D, Katze, Michael G",10.1128/JVI.01129-10,Integrated Surface Database,dataset-621,,,
Construction of a large extracellular protein interaction network and its resolution by spatiotemporal expression profiling.,Molecular & cellular proteomics : MCP,"Martin, Stephen, Söllner, Christian, Charoensawan, Varodom, Adryan, Boris, Thisse, Bernard, Thisse, Christine, Teichmann, Sarah, Wright, Gavin J",10.1074/mcp.M110.004119,Integrated Surface Database,dataset-621,,,
FDI World Dental Federation: clinical criteria for the evaluation of direct and indirect restorations-update and clinical examples.,Clinical oral investigations,"Hickel, Reinhard, Peschke, Arnd, Tyas, Martin, Mjör, Ivar, Bayne, Stephen, Peters, Mathilde, Hiller, Karl-Anton, Randall, Ross, Vanherle, Guido, Heintze, Siegward D",10.1007/s00784-010-0432-8,Integrated Surface Database,dataset-621,,,
AFP computational secreted network construction and analysis between human hepatocellular carcinoma (HCC) and no-tumor hepatitis/cirrhotic liver tissues.,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine,"Wang, Lin, Huang, Juxiang, Jiang, Minghu, Zheng, Xiguang",10.1007/s13277-010-0050-8,Integrated Surface Database,dataset-621,,,
Monte Carlo calculation of monitor unit for electron arc therapy.,Medical physics,"Chow, James C L, Jiang, Runqing",,Integrated Surface Database,dataset-621,,,
The mercury burden of the Czech population: An integrated approach.,International journal of hygiene and environmental health,"Puklová, Vladimíra, Krsková, Andrea, Cerná, Milena, Cejchanová, Mája, Rehůrková, Irena, Ruprich, Jirí, Kratzer, Karel, Kubínová, Růzena, Zimová, Magdaléna",10.1016/j.ijheh.2010.02.002,Integrated Surface Database,dataset-621,,,
Temperature-associated increases in the global soil respiration record.,Nature,"Bond-Lamberty, Ben, Thomson, Allison",10.1038/nature08930,Integrated Surface Database,dataset-621,No,,
Application of a statistical software package for analysis of large patient dose data sets obtained from RIS.,Radiation protection dosimetry,"Fazakerley, J, Charnock, P, Wilde, R, Jones, R, Ward, M",10.1093/rpd/ncq105,Integrated Surface Database,dataset-621,No,,
Identification of mouse 8-cell embryo stage-specific genes by Digital Differential Display.,Experimental animals,"Wang, Naidong, Xue, Liqun, Yuan, Anwen, Xu, Daojun",,Integrated Surface Database,dataset-621,,,
Hmrbase: a database of hormones and their receptors.,BMC genomics,"Rashid, Mamoon, Singla, Deepak, Sharma, Arun, Kumar, Manish, Raghava, Gajendra P S",10.1186/1471-2164-10-307,Integrated Surface Database,dataset-621,No,"Unrelated, medecine",
The role of entropy and polarity in intermolecular contacts in protein crystals.,"Acta crystallographica. Section D, Biological crystallography","Cieślik, Marcin, Derewenda, Zygmunt S",10.1107/S0907444909009500,Integrated Surface Database,dataset-621,No,No full text found,
Endosulfan in China 2-emissions and residues.,Environmental science and pollution research international,"Jia, Hongliang, Sun, Yeqing, Li, Yi-Fan, Tian, Chongguo, Wang, Degao, Yang, Meng, Ding, Yongshen, Ma, Jianmin",10.1007/s11356-009-0125-5,Integrated Surface Database,dataset-621,No,,
Toward an integrated assessment of the ecological and chemical status of European river basins.,Integrated environmental assessment and management,"von der Ohe, Peter C, De Deckere, Eric, Prüss, Andrea, Muñoz, Isabel, Wolfram, Georg, Villagrasa, Marta, Ginebreda, Antonio, Hein, Michaela, Brack, Werner",10.1897/IEAM_2008-043.1,Integrated Surface Database,dataset-621,No,,
Study on CAD&RP for removable complete denture.,Computer methods and programs in biomedicine,"Sun, Yuchun, Lü, Peijun, Wang, Yong",10.1016/j.cmpb.2008.10.003,Integrated Surface Database,dataset-621,No,,
Identification of differential gene expression during porcine conceptus rapid trophoblastic elongation and attachment to uterine luminal epithelium.,Physiological genomics,"Ross, Jason W, Ashworth, Morgan D, Stein, Daniel R, Couture, Oliver P, Tuggle, Christopher K, Geisert, Rodney D",10.1152/physiolgenomics.00022.2008,Integrated Surface Database,dataset-621,No,,
Defining a modular signalling network from the fly interactome.,BMC systems biology,"Baudot, Anaïs, Angelelli, Jean-Baptiste, Guénoche, Alain, Jacq, Bernard, Brun, Christine",10.1186/1752-0509-2-45,Integrated Surface Database,dataset-621,No,,
Systematic interpretation of cyclic nucleotide binding studies using KinetXBase.,Proteomics,"Schweinsberg, Sonja, Moll, Daniela, Burghardt, Nicole C G, Hahnefeld, Claudia, Schwede, Frank, Zimmermann, Bastian, Drewianka, Stephan, Werner, Lars, Kleinjung, Frank, Genieser, Hans-Gottfried, Schuchhardt, Johannes, Herberg, Friedrich W",10.1002/pmic.200700731,Integrated Surface Database,dataset-621,No,,
Germ cell-less like-2 protein is a new component of outer dense fibers in rat sperm flagella.,"Reproduction (Cambridge, England)","Murayama, Emi, Katoh, Michiko, Kanebayashi, Akina, Kaneko, Takane, Shibata, Yosaburo, Inai, Tetsuichiro, Iida, Hiroshi",,Integrated Surface Database,dataset-621,,,
Wear of ceramic and antagonist--a systematic evaluation of influencing factors in vitro.,Dental materials : official publication of the Academy of Dental Materials,"Heintze, S D, Cavalleri, A, Forjanic, M, Zellweger, G, Rousson, V",,Integrated Surface Database,dataset-621,,,
Retention controlling and peak shape simulation in anion chromatography using multiple equilibrium model and stochastic theory.,Journal of chromatography. A,"Horváth, Krisztián, Olajos, Marcell, Felinger, Attila, Hajós, Péter",,Integrated Surface Database,dataset-621,,,
Surface complexation modeling of U(VI) sorption to Hanford sediment with varying geochemical conditions.,Environmental science & technology,"Um, Wooyong, Serne, R Jeffrey, Krupka, Kenneth M",,Integrated Surface Database,dataset-621,,,
Novel DOCK clique driven 3D similarity database search tools for molecule shape matching and beyond: adding flexibility to the search for ligand kin.,Journal of molecular graphics & modelling,"Good,Andrew C",,Integrated Surface Database,dataset-621,,,
Physical characterization of component particles included in dry powder inhalers. II. Dynamic characteristics.,Journal of pharmaceutical sciences,"Hickey, Anthony J, Mansour, Heidi M, Telko, Martin J, Xu, Zhen, Smyth, Hugh D C, Mulder, Tako, McLean, Richard, Langridge, John, Papadopoulos, Dimitris",,Integrated Surface Database,dataset-621,,,
Trypsin-linked copolymer MALDI chips for fast protein identification.,Journal of proteome research,"Ibañez, Alfredo J, Muck, Alexander, Halim, Vincentius, Svatos, Ales",,Integrated Surface Database,dataset-621,,,
ADME evaluation in drug discovery. 7. Prediction of oral absorption by correlation and classification.,Journal of chemical information and modeling,"Hou, Tingjun, Wang, Junmei, Zhang, Wei, Xu, Xiaojie",,Integrated Surface Database,dataset-621,,,
Proteomics-based identification of biomarkers for predicting sensitivity to a PI3-kinase inhibitor in cancer.,Biochemical and biophysical research communications,"Akashi, Tetsuyuki, Nishimura, Yumiko, Wakatabe, Rumi, Shiwa, Mieko, Yamori, Takao",,Integrated Surface Database,dataset-621,,,
"Discovering severe acute respiratory syndrome coronavirus 3CL protease inhibitors: virtual screening, surface plasmon resonance, and fluorescence resonance energy transfer assays.",Journal of biomolecular screening,"Chen, Lili, Chen, Shuai, Gui, Chunshan, Shen, Jianhua, Shen, Xu, Jiang, Hualiang",,Integrated Surface Database,dataset-621,,,
Qualidex--a new software for generating water quality indices.,Environmental monitoring and assessment,"Sarkar, Chinmoy, Abbasi, S A",,Integrated Surface Database,dataset-621,,,
Dynamic modeling of chemical fate and transport in multimedia environments at watershed scale-I: theoretical considerations and model implementation.,Journal of environmental management,"Luo, Yuzhou, Gao, Qiong, Yang, Xiusheng",,Integrated Surface Database,dataset-621,,,
GRIS: glycoprotein-hormone receptor information system.,"Molecular endocrinology (Baltimore, Md.)","Van Durme, Joost, Horn, Florence, Costagliola, Sabine, Vriend, Gert, Vassart, Gilbert",,Integrated Surface Database,dataset-621,,,
Matching 2.5D face scans to 3D models.,IEEE transactions on pattern analysis and machine intelligence,"Lu, Xiaoguang, Jain, Anil K, Colbry, Dirk",,Integrated Surface Database,dataset-621,,,
Aspergillus and asthma--any link?,Medical mycology,"Hogaboam, C M, Carpenter, K J, Schuh, J M, Buckland, K F",,Integrated Surface Database,dataset-621,,,
Birth rate and its correlation with the lunar cycle and specific atmospheric conditions.,American journal of obstetrics and gynecology,"Morton-Pradhan, Susan, Bay, R Curtis, Coonrod, Dean V",,Integrated Surface Database,dataset-621,,,
Laboratory and field evaluation of a new personal sampling system for assessing the protection provided by the N95 filtering facepiece respirators against particles.,The Annals of occupational hygiene,"Lee, Shu-An, Grinshpun, Sergey A, Adhikari, Atin, Li, Weixin, McKay, Roy, Maynard, Andrew, Reponen, Tiina",,Integrated Surface Database,dataset-621,,,
Enhancing radiological volumes with symbolic anatomy using image fusion and collaborative virtual reality.,Studies in health technology and informatics,"Silverstein, Jonathan C, Dech, Fred, Kouchoukos, Philip L",,Integrated Surface Database,dataset-621,,,
[Sequence variation of HIV and bioinformatics].,Uirusu,"Yamaguchi-Kabata,Yumi",,Integrated Surface Database,dataset-621,,,
A European scale monitoring system to assess water quality of multi-national river basins in the accession countries.,Water science and technology : a journal of the International Association on Water Pollution Research,"Fehér, J, Lázár, A",,Integrated Surface Database,dataset-621,,,
Limits of recognition for simple vapor mixtures determined with a microsensor array.,Analytical chemistry,"Hsieh, Meng-Da, Zellers, Edward T",,Integrated Surface Database,dataset-621,,,
eF-site and PDBjViewer: database and viewer for protein functional sites.,"Bioinformatics (Oxford, England)","Kinoshita, Kengo, Nakamura, Haruki",,Integrated Surface Database,dataset-621,,,
"In-depth analysis of the thylakoid membrane proteome of Arabidopsis thaliana chloroplasts: new proteins, new functions, and a plastid proteome database.",The Plant cell,"Friso, Giulia, Giacomelli, Lisa, Ytterberg, A Jimmy, Peltier, Jean-Benoit, Rudella, Andrea, Sun, Qi, Wijk, Klaas J van",,Integrated Surface Database,dataset-621,,,
Identification of protein biochemical functions by similarity search using the molecular surface database eF-site.,Protein science : a publication of the Protein Society,"Kinoshita, Kengo, Nakamura, Haruki",,Integrated Surface Database,dataset-621,,,
Mapping by sequencing the Pneumocystis genome using the ordering DNA sequences V3 tool.,Genetics,"Xu, Zheng, Lance, Britton, Vargas, Claudia, Arpinar, Budak, Bhandarkar, Suchendra, Kraemer, Eileen, Kochut, Krys J, Miller, John A, Wagner, Jeff R, Weise, Michael J, Wunderlich, John K, Stringer, James, Smulian, George, Cushion, Melanie T, Arnold, Jonathan",,Integrated Surface Database,dataset-621,,,
Structural location of disease-associated single-nucleotide polymorphisms.,Journal of molecular biology,"Stitziel, Nathan O, Tseng, Yan Yuan, Pervouchine, Dimitri, Goddeau, David, Kasif, Simon, Liang, Jie",,Integrated Surface Database,dataset-621,,,
Sodium dodecyl sulfate versus acid-labile surfactant gel electrophoresis: comparative proteomic studies on rat retina and mouse brain.,Electrophoresis,"König, Simone, Schmidt, Oliver, Rose, Karin, Thanos, Solon, Besselmann, Michael, Zeller, Martin",,Integrated Surface Database,dataset-621,,,
RES3T-Rossendorf expert system for surface and sorption thermodynamics.,Journal of contaminant hydrology,"Brendler, Vinzenz, Vahle, Annett, Arnold, Thuro, Bernhard, Gert, Fanghänel, Thomas",,Integrated Surface Database,dataset-621,,,
A pesticide runoff model for simulating runoff losses of pesticides from agricultural lands.,Water science and technology : a journal of the International Association on Water Pollution Research,"Li, Y R, Huang, G H, Li, Y F, Struger, J, Fischer, J D",,Integrated Surface Database,dataset-621,,,
Identifying environmental risk factors for endemic cholera: a raster GIS approach.,Health & place,"Ali, Mohammad, Emch, Michael, Donnay, J P, Yunus, Mohammad, Sack, R B",,Integrated Surface Database,dataset-621,,,
[Applications and advantages of a multimedia system for autopsies ].,Pathologica,"Gualco, M, Benzi, D, Fulcheri, E",,Integrated Surface Database,dataset-621,,,
An integrated software suite for surface-based analyses of cerebral cortex.,Journal of the American Medical Informatics Association : JAMIA,"Van Essen, D C, Drury, H A, Dickson, J, Harwell, J, Hanlon, D, Anderson, C H",,Integrated Surface Database,dataset-621,,,
An integrated epidemiologic and radiographic algorithm for canine urocystolith mineral type prediction.,Veterinary radiology & ultrasound : the official journal of the American College of Veterinary Radiology and the International Veterinary Radiology Association,"Weichselbaum, R C, Feeney, D A, Jessen, C R, Osborne, C A, Holte, J",,Integrated Surface Database,dataset-621,,,
Three-dimensional computer vision for tooth restoration.,Medical image analysis,"Paulus, D, Wolf, M, Meller, S, Niemann, H",,Integrated Surface Database,dataset-621,,,
Clinical application of an integrated 3-phase mapping technique for localization of the site of origin of idiopathic ventricular tachycardia.,Circulation,"Peeters, H A, SippensGroenewegen, A, Wever, E F, Ramanna, H, Linnenbank, A C, Potse, M, Grimbergen, C A, van Hemel, N M, Hauer, R N, Robles de Medina, E O",,Integrated Surface Database,dataset-621,,,
Quantitative trait loci affecting peak bone mineral density in mice.,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,"Klein, R F, Mitchell, S R, Phillips, T J, Belknap, J K, Orwoll, E S",,Integrated Surface Database,dataset-621,,,
Simple sequence repeats in the Helicobacter pylori genome.,Molecular microbiology,"Saunders, N J, Peden, J F, Hood, D W, Moxon, E R",,Integrated Surface Database,dataset-621,,,
Somatic mutations that contribute to breast cancer.,Biochemical Society symposium,"Callahan,R",,Integrated Surface Database,dataset-621,,,
The application of geographic information systems to geochemical studies in Jamaica.,Environmental geochemistry and health,"Preston, J, Engel, B, Lalor, G C, Vutchkov, M K",10.1007/BF01771285,Integrated Surface Database,dataset-621,,,
Chronic stress tolerance levels for human articular cartilage: two nonuniform contact models applied to long-term follow-up of CDH.,Journal of biomechanics,"Maxian, T A, Brown, T D, Weinstein, S L",,Integrated Surface Database,dataset-621,,,
Medical workstations for applied imaging and graphics research.,Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society,"Ehricke, H H, Grunert, T, Buck, T, Kolb, R, Skalej, M",,Integrated Surface Database,dataset-621,,,
Noninvasive imaging and analysis of skin lesions for early detection of cutaneous malignant melanoma.,Biomedical instrumentation & technology,"Kini, P, Dhawan, A P",,Integrated Surface Database,dataset-621,,,
