title,authors,journal,bbk_dataset,dataset_notes,paper,doi,url
Consumer cash usage: A cross-country comparison with payment diary survey data,"Bagnall J., Bounie D., Huynh K., Kosse A., Schmidt T., Schuh S., Stix H.",International Journal of Central Banking,PaymentSurvey,,Working_Paper_Bagnall_et_al,,https://ssrn.com/abstract=2436365
Earnings baths by bank CEOs during turnovers,"Bornemann S., Pfingsten A., Kick T., Schertler A.",Journal of Banking and Finance,BAKIS,,Working_Paper_Bornemann_Pfingsten_Kick_Schertler,,https://ssrn.com/abstract=2456228
The role of interbank relationships and liquidity needs,"Craig B., Fecht F., Tümer-Alkan G.",Journal of Banking and Finance,"MIMIK, BISTA",,Working_Paper_Craig_Fecht_Tümer-Alkan,,https://ssrn.com/abstract=1188516
Bank risk taking and competition: Evidence from regional banking markets,"Kick T., Prieto Fernandez E.",Review of Finance (formerly: European Finance Review),BISTA,,Working_Paper_Kick_Prieto,,https://ssrn.com/abstract=2796924
Banks and sovereign risk: A granular view,"Buch C., Koetter M., Ohls J.",Journal of Financial Stability,"BISTA, BAKIS, SHS-BASE, GUV",,Working_Paper_Buch_Koetter_Ohls,,https://ssrn.com/abstract=2666510
Is local bias a cross-border phenomenon? Evidence from individual investors' international asset allocation,"Baltzer M., Stolper O., Walter A.",Journal of Banking and Finance,SHS-BASE,,Working_Paper_Baltzer_Stolper_Walter,,https://ssrn.com/abstract=2200821
Repo funding and internal capital markets in the financial crisis,Kerl C.,BBk Discussion Paper,BISTA,,Working_Paper_Kerl_,,https://ssrn.com/abstract=2796912
Diversification and determinants of international credit portfolios: Evidence from German banks,"Böninghausen B., Köhler M.",International Review of Economics and Finance,AUSTA,,Discussion_Paper_Böninghausen_Köhler,,https://ssrn.com/abstract=2796883
Determinants of bank interest margins: Impact of maturity transformation,"Entrop O., Memmel C., Ruprecht B., Wilkens M.",Journal of Banking and Finance,BISTA,,Working_Paper_Entrop_Memmel_Ruprecht_Wilkens,,https://ssrn.com/abstract=2796872
Home-field advantage or a matter of ambiguity aversion? Local bias among German individual investors,"Baltzer M., Stolper O., Walter A.",European Journal of Finance,SHS-BASE,,Working_Paper_Baltzer_Stolper_Walter,,https://ssrn.com/abstract=2171248
"Using cash to monitor liquidity: Implications for payments, currency demand and withdrawal behavior","Kalckreuth U., Schmidt T., Stix H.","Journal of Money, Credit and Banking",PaymentSurvey,,Working_Paper_vonKalckreuth_Schmidt_Stix,,https://ssrn.com/abstract=1932608
Contagion in the interbank market and its determinants,"Memmel C., Sachs A.",Journal of Financial Stability,BAKIS,,Working_Paper_Memmel_Sachs,,https://ssrn.com/abstract=913691
Bank management of the net interest margin: new measures,"Memmel C., Schertler A.",Financial Markets and Portfolio Management (formerly: Finanzmarkt und Portfolio Management),"BISTA, BAKIS, GUV",,Working_Paper_Memmel_Schertler,,https://ssrn.com/abstract=632532
Are banks using hidden reserves to beat earnings benchmarks? Evidence from Germany,"Bornemann S., Kick T., Memmel C., Pfingsten A.",Journal of Banking and Finance,BAKIS,,Working_Paper_Bornemann_Memmel_Kick_Pfingsten,,https://ssrn.com/abstract=2794052
"Banks' exposure to interest rate risk, their earnings from term transformation, and the dynamics of the term structure",Memmel C.,Journal of Banking and Finance,"BISTA, BAKIS",,Working_Paper_Memmel_2,,https://ssrn.com/abstract=2794045
Purchase and redemption decisions of mutual fund investors and the role of fund families,"Jank S., Wedow M.",European Journal of Finance,IFS-BASE,,Working_Paper_Jank_Wedow,,https://ssrn.com/abstract=1630354
Choosing and using payment instruments: evidence from German microdata,"Kalckreuth U., Schmidt T., Stix H.",Empirical Economics,PaymentSurvey,,Working_Paper_vonKalckreuth_Schmidt_Stix,,https://ssrn.com/abstract=1529285
Financial constraints and the margins of FDI,"Buch C., Kesternich I., Lipponer A., Schnitzer M.",BBk Discussion Paper,MIDI,,Working_Paper_Buch_Kesternich_Lipponer_Schnitzer,,https://ssrn.com/abstract=1534905
Export-Supporting FDI,Krautheim S.,BBk Discussion Paper,MIDI,,Working_Paper_Krautheim,,https://ssrn.com/abstract=623885
Does lowering dividend tax rates increase dividends repatriated?: evidence of intra-firm cross-border dividend repatriation policies by German Multinational Enterprises,"Leibrecht M., Bellak C., Wild M.",BBk Discussion Paper,"MIDI,SITS",,Working_Paper_Bellak_Leibrecht_Wild,,https://ssrn.com/abstract=1672689
The cross-section of firms over the business cycle: new facts and a DSGE exploration,"Bachmann R., Bayer C.",BBk Discussion Paper,USTAN,,Working_Paper_Bachmann_Bayer,,https://ssrn.com/abstract=1487989
What macroeconomic shocks affect the German banking system? Analysis in an integrated micro-macro model,"Blank S., Dovern J.",BBk Discussion Paper,"BISTA, SRP",,Working_Paper_Blank_Dovern,,https://ssrn.com/abstract=2794037
Firm-specific productivity risk over the business cycle: facts and aggregate implications,"Bachmann R., Bayer C.",BBk Discussion Paper,USTAN,,Working_Paper_Bachmann_Bayer_2,,https://ssrn.com/abstract=1504531
The dependency of the banks' assets and liabilities: evidence from Germany,"Memmel C., Schertler A.",European Financial Management,"BISTA, BAKIS, BISTA, GUV",,Working_Paper_Memmel_Schertler,,https://ssrn.com/abstract=2794036
"Margins of international banking: is there a productivity pecking order in banking, too?","Buch C., Koch C., Koetter M.",BBk Discussion Paper,"AUSTA, BISTA, GUV",,Working_Paper_Buch_Koch_Koetter,,https://ssrn.com/abstract=1532693
"Visible Reserves in Banks – Determinants of Initial Creation, Usage and Contribution to Bank Stability","Bornemann S., Homölle S., Hubensack C., Kick T., Pfingsten A.",Journal of Business Finance and Accounting,BAKIS,,,,https://ssrn.com/abstract=2472220
Determinants for using visible reserves in German banks: an empirical study,"Bornemann S., Homölle S., Hubensack C., Kick T., Pfingsten A.",BBk Discussion Paper,BAKIS,,Working_Paper_Bornemann_Homölle_Hubensack_Kick_Pfingsten,,https://ssrn.com/abstract=2794034
The dark and the bright side of liquidity risks: evidence from open-end real estate funds in Germany,"Fecht F., Wedow M.",BBk Discussion Paper,IFS-BASE,,Working_Paper_Fecht_Wedow,,https://ssrn.com/abstract=1487085
Income Structure and Bank Business Models: Evidence on Performance and Stability from the German Banking Industry,"Busch R., Kick T.",Schmalenbach Business Review,BAKIS,,Working_Paper_Busch_Kick,,
Why do savings banks transform sight deposits into illiquid assets less intensively than the regulation allows?,"Holl D., Schertler A.",BBk Discussion Paper,BISTA,,Working_Paper_Holl_Schertler,,https://ssrn.com/abstract=2794028
Shocks at large banks and banking sector distress: the Banking Granular Residual,"Blank S., Buch C. , Neugebauer K.",BBk Discussion Paper,SRP,,Working_Paper_Blank_Buch_Neugebauer,,https://ssrn.com/abstract=2794027
The effects of privatization and consolidation on bank productivity: comparative evidence from Italy and Germany,"Fiorentino E., Vincenzo A., Heid F., Karmann A., Koetter M. ",BBk Discussion Paper,"BISTA, GUV",,Working_Paper_Fiorentino_deVincenzo_Karmann_Koetter,,https://ssrn.com/abstract=1523644
Who is afraid of political risk? Multinational firms and their choice of capital structure,"Kesternich I., Schnitzer M.",BBk Discussion Paper,MIDI,,Working_Paper_Kesternicht_Schnitzer,,https://ssrn.com/abstract=1712384
The price of liquidity: bank characteristics and market conditions,"Fecht F., Nyborg K., Rocholl J.",BBk Discussion Paper,BISTA,,Working_Paper_Fecht_Nyborg_Rocholl,,https://ssrn.com/abstract=2865612
Sturm und Drang in money market funds: when money market funds cease to be narrow,"Jank S., Wedow M.",BBk Discussion Paper,IFS-BASE,,Working_Paper_Jank_Wedow_2,,https://ssrn.com/abstract=1333024
Real estate markets and bank distress,"Koetter M., Poghosyan T.",BBk Discussion Paper,"BISTA. GUV, MIMIK",,Working_Paper_Koetter_Poghosyan,,https://ssrn.com/abstract=441981
Stress testing of real credit portfolios,"Mager F., Schmieder C.",BBk Discussion Paper,MIMIK,,Working_Paper_Mager_Schmieder,,https://ssrn.com/abstract=2794020
The implications of latent technology regimes for competition and efficiency in banking,"Koetter M., Poghosyan T.",BBk Discussion Paper,BISTA,,Working_Paper_Poghosyan_Koetter,,https://ssrn.com/abstract=2794018
Foreign (in)direct investment and corporate taxation,Wamser G.,BBk Discussion Paper,MIDI,,Working_Paper_Wamser,,https://ssrn.com/abstract=281070
Great moderation at the firm level? Unconditional versus conditional output volatility,"Buch C., Döpke J., Stahn K.",BBk Discussion Paper,USTAN,,Working_Paper_Buch_Döpke_Stahn,,https://ssrn.com/abstract=2785311
Which interest rate scenario is the worst one for a bank? Evidence from a tracking bank approach for German savings and cooperative banks,Memmel C.,International Journal of Banking Account and Finance,BISTA,,Working_Paper_Memmel_2,,https://ssrn.com/abstract=2794011
The success of bank mergers revisited: an assessment based on a matching strategy,"Heid F., Behr A.",BBk Discussion Paper,"BISTA, GUV, ZentK",,Working_Paper_Behr_Heid,,https://ssrn.com/abstract=1141842
Monetary policy and financial (in)stability: An integrated micro–macro approach,"De Graeve F., Kick T.",Journal of Financial Stability,"BISTA, GUV, ZentK",,Discussion_Paper_DeGraeve_Kick_2,,
The impact of thin-capitalization rules on multinationals' financing and investment decisions,"Büttner T., Overesch M., Schreiber U., Wamser G.",BBk Discussion Paper,MIDI,,Working_Paper_Büttner_Overesch_Schreiber_Wamser_2,,https://ssrn.com/abstract=935220
Analyzing the interest rate risk of banks using time series of accounting-based data: evidence from Germany,"Wilkens M., Memmel C., Entrop O., Zeisler A.",BBk Discussion Paper,BISTA,,Working_Paper_Entrop_Memmel_Wilkens_Zeisler,,https://ssrn.com/abstract=2794005
Volatile multinationals? Evidence from the labor demand of German firms,"Buch C., Lipponer A.",BBk Discussion Paper,MIDI,,Working_Paper_Buch_Lipponer_2,,https://ssrn.com/abstract=2785297
"Corporate marginal tax rate, tax loss carryforwards and investment functions: empirical analysis using a large German panel data set",Ramb F.,BBk Discussion Paper,USTAN,,Working_Paper_Ramb,,https://ssrn.com/abstract=936900
Creditor concentration: an empirical investigation,"Ongena S., Tümer-Alkan G., Westernhagen N.",BBk Discussion Paper,"USTAN, BAKIS, MIMIK",,Working_Paper_Ongena_Tümer-Alkan_vonWesternhagen_2,,https://ssrn.com/abstract=1010353
Relationship lending: empirical evidence for Germany,"Schmieder C., Memmel C., Stein I.",BBk Discussion Paper,"USTAN, BAKIS, MIMIK",,Working_Paper_Memmel_Schmieder_Stein,,https://ssrn.com/abstract=277229
Banking consolidation and small businessfinance: empirical evidence for Germany,"Marsch K., Schmieder C., Forster-van Aerssen K.",BBk Discussion Paper,"USTAN, BAKIS, MIMIK",,Working_Paper_Marsch_Schmieder_vanAerssen,,https://ssrn.com/abstract=2793994
How do banks adjust their capital ratios? Evidence from Germany,"Memmel C., Raupach P.",Journal of Financial Intermediation,BAKIS,,Working_Paper_Memmel_Raupach_2,,https://ssrn.com/abstract=2793991
Diversification and the banks' risk-return-characteristics: evidence from loan portfolios of German banks,"Behr A., Kamp A., Memmel C., Pfingsten A.",BBk Discussion Paper,BAKIS,,Working_Paper_Behr_Kamp_Memmel_Pfingsten,,https://ssrn.com/abstract=906448
Slippery slopes of stress: ordered failure events in German banking,"Koetter M., Kick T. ",Journal of Financial Stability,"BISTA, GUV, ZentK",,Working_Paper_Kick_Koetter,,https://ssrn.com/abstract=963658
"Efficient, profitable and safe banking: an oxymoron? Evidence from a panel VAR approach","Koetter M., Porath D.",BBk Discussion Paper,"BISTA, GUV",,Working_Paper_Koetter_Porath,,https://ssrn.com/abstract=2793987
Granularity adjustment for Basel II,"Lütkebohmert E., Gordy M.",BBk Discussion Paper,MIMIK,,Working_Paper_Gordy_Lütkebohmer,,https://ssrn.com/abstract=855084
Industries and the bank lending effects of bank credit demand and monetary policy in Germany,"Arnold I., Kool C., Raabe K.",BBk Discussion Paper,"BISTA, MIMIK",,Working_Paper_Arnold_Kool_Raabe,,https://ssrn.com/abstract=2785275
Does trade openness increase firm-level volatility?,"Strotmann H., Döpke J., Buch C.",BBk Discussion Paper,USTAN,,Working_Paper_Buch_Döpke_Strotmann,,https://ssrn.com/abstract=2778600
The within-distribution business cycle dynamics of German firms,"Weber S., Döpke J.",BBk Discussion Paper,USTAN,,Working_Paper_Döpke_Weber,,https://ssrn.com/abstract=2785256
Margins of multinational labor substitution,"Mündler M., Becker S.",BBk Discussion Paper,"MIDI, USTAN",,Working_Paper_Becker_Mündler_2,,https://ssrn.com/abstract=903867
How would formula apportionment in the EU affect the distribution and the size of the corporate tax base? An analysis based on German multinationals,"Fuest C., Hemmelgarn T., Ramb F.",BBk Discussion Paper,MIDI,,Working_Paper_Fuest_Hemmelgarn_Ramb,,https://ssrn.com/abstract=854909
Internalization and internationalization under copeting real options,Fisch J.,BBk Discussion Paper,MIDI,,Working_Paper_Fisch,,https://ssrn.com/abstract=2785241
Foreign direct investment in the enlarged EU: do taxes matter and to what extent?,Wolff G.,BBk Discussion Paper,MIDI,,Working_Paper_Wolff,,https://ssrn.com/abstract=2785238
The cost efficiency of German banks: a comparison of SFA and DEA,"Koetter M., Karmann A., Fiorentino E.",BBk Discussion Paper,"BISTA, GUV",,Working_Paper_Fiorentino_Karmann_Koetter,,https://ssrn.com/abstract=947340
Sector concentration in loan portfolios and economic capital,"Masschelein N., Düllmann K",BBk Discussion Paper,MIMIK,,Working_Paper_Düllmann_Masschelein,,https://ssrn.com/abstract=1687615
The stability of efficiency rankings when risk-preferences and objectives are different,Koetter M.,BBk Discussion Paper,"BISTA, GUV",,Working_Paper_Koetter,,https://ssrn.com/abstract=2793981
"Banks' regulatory buffers, liquidity networks and monetary policy transmission","Merkl C., Stolz S.",BBk Discussion Paper,BAKIS,,Working_Paper_Merkl_Stolz,,https://ssrn.com/abstract=2793911
Does diversification improve the performance of German banks? Evidence from individual bank loan portfolios,"Westernhagen N., Porath D., Hayden E.",BBk Discussion Paper,"BAKIS, MIMIK",,Working_Paper_Hayden_Porath_vonWesternhagen,,https://ssrn.com/abstract=918852
Heterogeneity in lending and sectoral growth: evidence from German bank-level data,"Schertler A., Buch C., Westernhagen N.",BBk Discussion Paper,"BAKIS, MIMIK, BISTA",,Working_Paper_Buch_Schertler_vonWesternhagen,,https://ssrn.com/abstract=2793979
Exports versus FDI in German manufacturing: firm performance and participation in international markets,"Arnold J., Hussinger K.",BBk Discussion Paper,MIDI,,Working_Paper_Arnold_Hussinger,,https://ssrn.com/abstract=2785230
Going multinational: What are the effects on home market performance?,Jäckle R.,BBk Discussion Paper,"USTAN, MIDI",,Working_Paper_Jäckle,,https://ssrn.com/abstract=2785229
Finance and growth in a bank-based economy: is it quantity or quality that matters?,"Koetter M., Wedow M.",BBk Discussion Paper,MIMIK,,Working_Paper_Koetter_Wedow,,https://ssrn.com/abstract=909561
Trade balances of the central and east European EU member states and the role of foreign direct investment,"Herrmann S., Jochem A.",BBk Discussion Paper,MIDI,,Working_Paper_Herrmann_Jochem,,https://ssrn.com/abstract=2785224
The cross-sectional dynamics of German business cycles: a bird's eye view,"Döpke J., Funke M., Holly S., Weber S.",BBk Discussion Paper,USTAN,,Working_Paper_Döpke_Funke_Holly_Weber,,https://ssrn.com/abstract=2785206
Inefficient or just different? Effects of heterogeneity on bank efficiency scores,"Bos J., Heid F., Koetter M., Kolari J., Kool C.",BBk Discussion Paper,"BISTA, GUV",,Working_Paper_Bos_Heid_Koetter_Kolari_Kool,,https://ssrn.com/abstract=886481
Time series properties of a rating system based on financial ratios,"Krüger U., Stötzel M., Trück S.",BBk Discussion Paper,USTAN,,Working_Paper_Krüger_Stötzel_Trück,,https://ssrn.com/abstract=2793973
Evaluating the German bank merger wave,Koetter M.,BBk Discussion Paper,"BISTA, GUV, ZentK",,Working_Paper_Koetter_M,,https://ssrn.com/abstract=726408
The eurosystem money market auctions: a banking perspective,"Bartzsch N., Craig B., Fecht F.",BBk Discussion Paper,BISTA,,Working_Paper_Bartzsch_Craig_Fecht,,https://ssrn.com/abstract=1025523
Accounting for distress in bank mergers,"Koetter M., Bos J., Heid F., Kool C., Kolari J., Porath D.",BBk Discussion Paper,"BISTA, GUV, ZentK",,Working_Paper_Koetter_Bos_Heid_Kool_Kolari_Porath,,https://ssrn.com/abstract=811525
Business cycles and FDI: evidence from German sectoral data,"Buch C., Lipponer A.",BBk Discussion Paper,MIDI,,Working_Paper_Buch_CM_Lipponer,,https://ssrn.com/abstract=2785096
German bank lending to industrial and non-industrial countries: driven by fundamentals or different treatment?,Nestmann T.,BBk Discussion Paper,MIMIK,,Working_Paper_Nestmann,,https://ssrn.com/abstract=791444
Taxes and the financial structure of German inward FDI,"Ramb F., Weichenrieder A.", Review of World Economics (Weltwirtschaftliches Archiv) ,MIDI,,Working_Paper_Ramb_Weichenrieder,,https://ssrn.com/abstract=638604
Do banks diversify loan portfolios? A tentative answer based on individual bank loan portfolios,"Kamp A., Pfingsten A., Porath D.",BBk Discussion Paper,VJKRE,,Working_Paper_Kamp_Pfingsten_Porath,,https://ssrn.com/abstract=2793961
Measurement matters: Input price proxies and bank efficiency in Germany,Koetter M.,BBk Discussion Paper,"BISTA, GUV",,Working_Paper_Koetter_Michael,,https://ssrn.com/abstract=2793959
Clustering or competition? The foreign investment behaviour of German banks,"Lipponer A., Buch C. ",BBk Discussion Paper,"MIDI, BISTA, GUV",,Working_Paper_Buch_Lipponer_A,,https://ssrn.com/abstract=524003
How will Basel II affect bank lending to emerging markets? An analysis based on German bank level data,"Liebig T., Porath D., di Mauro B., Wedow M.",BBk Discussion Paper,MIMIK,,Working_Paper_Liebig_Porath_diMauro_Wedow,,https://ssrn.com/abstract=627842
FDI versus cross-border financial services: The globalisation of German banks,"Buch C., Lipponer A.",BBk Discussion Paper,"MIDI, BISTA, GUV",,Working_Paper_Buch_CM_Lipponer_A,,https://ssrn.com/abstract=524002
German bank lending during emerging market crises: A bank level analysis,"Heid F., Nestmann T., di Mauro B., Westernhagen N.",BBk Discussion Paper,MIMIK,,Working_Paper_Heid_Nestmann_diMauro_vonWesternhagen,,https://ssrn.com/abstract=605562
Does capital regulation matter for bank behaviour? Evidence for German savings banks,"Heid F., Porath D., Stolz S.",BBk Discussion Paper,BISTA,,Working_Paper_Heid_Porath_Stolz,,https://ssrn.com/abstract=2793955
"Does co-financing by multilateral development banks increase ""risky"" direct investment in emerging markets'",Wezel T.,BBk Discussion Paper,MIDI,,Working_Paper_Wezel,,https://ssrn.com/abstract=2785047
Forecasting Credit Portfolio Risk,"Hamerle A., Liebig T., Scheule H.",BBk Discussion Paper,USTAN,,Working_Paper_Hamerle_Liebig_Scheule,,https://ssrn.com/abstract=871253
Foreign Bank Entry into Emerging Economies: An Empirical Assessment of the Determinants and Risks Predicated on German FDI Data,Wezel T.,BBk Discussion Paper,MIDI,,Working_Paper_Wezel_T,,https://ssrn.com/abstract=2785046
Determinants of German Foreign Direct Investment in Latin American and Asian Emerging Markets in the 1990s,Wezel T.,BBk Discussion Paper,MIDI,,Working_Paper_Wezel_Torsten,,https://ssrn.com/abstract=2785197
Determinants of German FDI: New Evidence from Micro-Data,"Toubal F., Kleinert J., Buch C.",Economic Policy 20 ,MIDI,,Working_Paper_Buch_Toubal_Kleinert,,https://ssrn.com/abstract=392681
A Vectorautoregressive Investment Model (VIM) and Monetary Policy Transmission: Panel Evidence from German Firms,"Kalckreuth U, Chirinko R., Breitung J.",BBk Discussion Paper,USTAN,,Working_Paper_Breitung_Chirinko_vonKalckreuth,,https://ssrn.com/abstract=2785190
Dynamic Q-investment functions for Germany using panel balance sheet data and a new algorithm for the capital stock at replacement values,"Bellgardt E., Behr A.",BBk Discussion Paper,USTAN,,Working_Paper_Behr_Bellgardt,,https://ssrn.com/abstract=2785159
Estimating Bilateral Exposures in the German Interbank Market: Is there a Danger of Contagion?,"Upper C., Worms A.",BBk Discussion Paper,BISTA,,Working_Paper_Upper_Worms,,https://ssrn.com/abstract=304454
Testing for Competition Among German Banks,Hempell H.,BBk Discussion Paper,"BISTA, GUV",,Working_Paper_Hempell,,https://ssrn.com/abstract=304343
Firm Investment and Monetary Policy Transmission in the Euro Area,"Kalckreuth U., Hernando I., Generale A., Chatelain J., Vermeulen P.",BBk Discussion Paper,USTAN,,Working_Paper_Chatelain_Generale_Hernando_vonKalckreuth_Vermeulen,,https://ssrn.com/abstract=303122
Monetary transmission in Germany: New Perspectives on Financial Constraints and Investment Spending,Kalckreuth U.,BBk Discussion Paper,USTAN,,Working_Paper_vonKalckreuth,,https://ssrn.com/abstract=299385
Monetary policy effects on bank loans in Germany: A panel-econometric analysis,Worms A.,BBk Discussion Paper,BISTA,,Working_Paper_Worms,,https://ssrn.com/abstract=303240
Interbank lending and monetary policy transmission: evidence for Germany,"Ehrmann M., Worms A.",BBk Discussion Paper,BISTA,,Working_Paper_Worms,,https://ssrn.com/abstract=303243
Exploring the role of uncertainty for corporate investment decisions in Germany,Kalckreuth U.,BBk Discussion Paper,USTAN,,Working_Paper_vonKalckreuth_U,,https://ssrn.com/abstract=299484
Enterprises' financing structure and their response to monetary policy stimuli: An analysis based on the Deutsche Bundesbank's corporate balance sheet statistics,Stöß E.,BBk Discussion Paper,USTAN,,Working_Paper_Stöß,,https://ssrn.com/abstract=2785791
The impact of nonprofit taxes on foreign direct investment: Evidence from German multinationals,"Georg Wamser, Thiess Buettner","International Tax and Public Finance, volume 16(3), pp. 298-320",MIDI,,Working_Paper_Buettner_T_Wamser_G,,
Global Production with Export Platforms,Felix Tintelnot,Quarterly Journal of Economics,MIDI,,Working_Paper_Tintelnot,,https://ssrn.com/abstract=1846673
Multinational Firms and Tax Havens,"Anna Gumpert, James R. Hines Jr., and Monika Schnitzer","The Review of Economics and Statistics, volume 98(4), pp. 713–727",MIDI,,Discussion_Paper_Gumpert_Hines_Schnitzer,,https://ssrn.com/abstract=593546
Evaluating the effects of ACE systems on multinational debt financing and investment,"Shafik Hebous, Martin Ruf","Journal of Public Economics, volume 156, pp. 131-149",MIDI,,Working_Paper_Hebous_Ruf,,https://ssrn.com/abstract=2613819
What happens if private accounting information becomes public? The case of access to bank debt,"Snjezana Deno, Thomas R. Loy, Carsten Homburg",NA,"MIMIK, USTAN",,,,
"You might not get what you need: The discrepancy between financial,advice and commissions in Germany,You might not get what you need: The discrepancy between financial advice and commissions in Germany","Mark Mietzner, Manuel Molterer","Economics Letters, vloume 162,pp. 167-170",PHF,,,,
The Pricing of FX Forward Contracts: Micro Evidence from Banks' Dollar Hedging,"Puriya Abbassi, Falk Bräuning", available at SSRN Electronic Journal: https://ssrn.com/abstract=31173,"AUSTA, BISTA",,,,https://ssrn.com/abstract=3117397
"Unconventional Monetary Policy, Bank Lending, and Security Holdings: The Yield-Induced Portfolio Rebalancing Channel",Karol Paludkiewicz, Deutsche Bundesbank Discussion Paper (22/2018),"BISTA, VJKRE, ZISTA, GUV, SHS-BASE",,Discussion_Paper_Paludkiewicz,,https://ssrn.com/abstract=3214522
P2P Lenders versus Banks: Cream Skimming or Bottom Fishing?,"Calebe de Roure, Pelizzon Loriana, Thakor Anjan","SAFE Working Paper No. 206., available at SSRN: https://ssrn.com/abstract=3174632","ZISTA, BISTA",,,,https://ssrn.com/abstract=3174632
Rent-Seeking in Elite Networks,"Vikrant Vig, David Schoenherr, Rainer F. Haselmann","Journal of Political Economy (forthcoming), currently available at SSRN Electronic Journal",USTAN,,,,https://ssrn.com/abstract=2911062
Household Financial Risk Tolerance in Europe,Nora Laurinaityte,available at SSRN Electronic Journal: https://ssrn.com/abstract=3175881,PHF,,,,https://ssrn.com/abstract=3175881
Intra-household allocation of non-mandatory retirement savings,Christoph Metzger,"The Journal of the Economics of Ageing, Vol. 12.",PHF,,Working_Paper_Metzger,,https://ssrn.com/abstract=2774243
"The Effect of International Taxation on Organizational Form Choices: Evidence from Group Structures of Multinationals,International Taxation and the Role of Organizational Form,Choices for Group Structures of Multinationals","Harald Amberger, Saskia Kohlhase"," WU International Taxation Research Paper Series (02/2017), available at SSRN Electronic Journal: https://ssrn.com/abstract=2929347)",MIDI,,,,
Determinants of bank-level deposit volatility: Evidence from the German banking system,"Daniel Streit, Marc Lange, Paul Stephan",available at SSRN Electronic Journal: https://www.ssrn.com/abstract=2862034,BISTA,,,,https://ssrn.com/abstract=2862034
"Historical Antisemitism, Ethnic Specialization, and Financial Development","Francesco D'Acunto, Marcel Prokopczuk, Michael Weber",The review of Economic Studies,PHF,,Working_Paper_DAcunto_Prokopczuk_Weber,,https://ssrn.com/abstract=3029643
"The Good, the Bad, and the Ugly: Impact of Negative Interest Rates and QE on the Profitability and Risk-Taking of 1600 German Banks",Florian Urbschat,Munich Discussion Paper,"BISTA, GUV",,Working_Paper_Urbschat,,https://ssrn.com/abstract=3338686
Investment dispersion and the business cycle,"Rüdiger Bachmann, Christian Bayer",American Economic Review,USTAN,,Working_Paper_Bachmann_Bayer_2,,https://ssrn.com/abstract=1411367
Transfer pricing as tax avoidance under different legislative schemes,Carolin Holzmann,Beiträge zur Jahrestagung des Vereins für Socialpolitik,"MIDI, SITS",,Working_Paper_Holzmann,,https://ssrn.com/abstract=3164103
Ownership Disclosure and Ownership Structure: Investors' Response to Lower Reporting Thresholds,Sarah Kröchert,SSRN Discussion Paper,SHS-BASE,,,,
Investment Impact of Tax Loss Treatment - Empirical Insights from a Panel of Multinationals,D. Dreßler und M. Overesch,Canadian Journal of Economics,MIDI,,Working_Paper_Dreßler_Overesch,,
Internal Debt and Multinational Profit Shifting: Empirical Evidence from Firm-Level Panel Data,"T. Büttner and Wamser, G.", National Tax Journal,MIDI,,,,
Bilateral Internal Debt Financing and Tax Planning of Muiltinational Firms,"M. Overesch and Wamser, G.",Review of Quantitative Finance and Accounting,MIDI,,,,
The Impact of Thin-Capitalization Rules on the Capital Structure of Multinational Firms,"Büttner, Thiess, Michael Overesch, Ulrich Schreiber und Georg Wamser",Journal of Public Economics,MIDI,,Working_Paper_Büttner_Overesch_Schreiber_Wamser,,https://ssrn.com/abstract=2398815
Information Costs and Internationalization Performance,"Fisch, J.H.",Global Strategy Journal,MIDI,,Working_Paper_Fisch,,https://ssrn.com/abstract=1860026
The taxation of passive foreign investment - Lessons from German experience,"Ruf, Weichenrieder",Canadian Journal of Economics,MIDI,,,,https://ssrn.com/abstract=1392203
Tax Status and Tax Response Heterogeneity of Multinationals' Debt Finance,"Büttner, Thiess, Michael Overesch, und Georg Wamser", Finanzarchiv,MIDI,,,,
Corporation Taxes and the Debt Policy of Multinational Firms - Evidence for German Multinationals,"Büttner, Thiess, Michael Overesch, Ulrich Schreiber und Georg Wamser", Zeitschrift für Betriebswirtschaft,MIDI,,,,
The role of operational flexibility in the expansion of international production networks,"Fisch, J H and M Zschoche",Strategic Management Journal,MIDI,,,,
International Profit Shifting and Multinational Firms in Developing Economies,"Fuest, C, S Hebous and N Riedel","Taxation in Developing Economics, MIT Press",MIDI,,Working_Paper_Fuest_Hebous_Riedel,,
The effects of taxation on the location decision of multinational firms: M&A vs. Greenfield investments,Hebous/Ruf/Weichenrieder, National Tax Journal,MIDI,,Working_Paper_Hebous_Ruf_Weichenrieder,,https://ssrn.com/abstract=1624789
FDI and Domestic Investment: An Industry-Level View,"Arndt, C, C Buch and M Schnitzer",The B.E. Journals of Economic Analysis and Policy,MIDI,,Working_Paper_Arndt_Buch_Schnitzer,,https://ssrn.com/abstract=1649684
Debt financing and sharp currency depreciations: wholly versus partially-owned multinational affiliates,"Hebous S, A J Weichenrieder",Review of World Economics,MIDI,,,,
German Firms in Service Trade,"Kelle, M and J Kleinert",Applied Economics Quarterly,"MIDI, SITS",,Working_Paper_Kelle_Kleinert,,https://ssrn.com/abstract=1431450
Corporate Tax Planning and Thin-Capitalzation Rules: Evidence from a Quasi-Experiment,"Overesch, M and G Wamser",Applied Economics,MIDI,,,,
 Holding als Mittel der Steuerplanung zur Implementierung von steuerlich motiviertem Fremdkapital,"Ruf, M ",Zeitschrift für betriebswirtschaftliche Forschung,MIDI,,,,
