datasets,doi,journal,search_term,title,url
dataset-622,10.1016/s0198-9715(00)00047-8,Computers Environment and Urban Systems,Tidal Datums,Building a marine cadastral information system for the United States — a case study☆☆This paper is intended as a reference and should not be considered an official position of the United States Government.,http://espace.library.uq.edu.au/view/UQ:243143/Fowler_Treml_2001.pdf
dataset-622,10.21236/ada389994,,Tidal Datums,"Shinnecock Inlet, New York, Site Investigation Report 4, Evaluation of Flood and Ebb Shoal Sediment Source Alternatives for the West of Shinnecock Interim Project, New York",http://www.dtic.mil/cgi-bin/GetTRDoc?AD=ADA393219&Location=U2&doc=GetTRDoc.pdf
dataset-622,10.4031/mtsj.34.2.8,"{'id': 'jour.1127195', 'title': 'Marine Technology Society Journal'}",Tidal Datums,State of Technology Report—Marine Resources Division,
dataset-622,10.1109/oceans.2000.881759,,Tidal Datums,Results from recent GPS Tides Projects,
dataset-622,10.1016/s0025-3227(98)00104-2,"{'id': 'jour.1026150', 'title': 'Marine Geology'}",Tidal Datums,Sediment-transport events on the northern California continental shelf,
dataset-622,10.21236/ada358434,,Tidal Datums,"Shinnecock Inlet, New York, Site Investigation. Report 2: Evaluation of Sand Bypass Options.",http://www.dtic.mil/dtic/tr/fulltext/u2/a358434.pdf
dataset-622,10.1006/ecss.1997.0276,"{'id': 'jour.1120689', 'title': 'Estuarine Coastal and Shelf Science'}",Tidal Datums,Variations in Tidal Level in the Gulf of Mexico and Implications for Tidal Wetlands,
dataset-622,10.1006/ecss.1997.0236,"{'id': 'jour.1120689', 'title': 'Estuarine Coastal and Shelf Science'}",Tidal Datums,"Accretion of a New England (U.S.A.) Salt Marsh in Response to Inlet Migration, Storms, and Sea-level Rise",
dataset-622,10.1016/s0031-0182(96)00131-9,"{'id': 'jour.1312078', 'title': 'Palaeogeography Palaeoclimatology Palaeoecology'}",Tidal Datums,"Salt marsh foraminifera from the Great Marshes, Massachusetts: environmental controls",
dataset-622,10.1007/978-1-4757-2665-7,,Tidal Datums,Basic Coastal Engineering,
dataset-622,10.1007/978-1-4615-5969-6_36,,Tidal Datums,Photogrammetric and Geodetic Engineering,
dataset-622,10.1007/978-1-4615-5969-6,,Tidal Datums,"Masters Theses in the Pure and Applied Sciences, Accepted by Colleges and Universities of the United States and Canada Volume 40",
dataset-622,10.21236/ada323800,,Tidal Datums,"Bibliography of In-House and Contract Reports, Supplement 20.",http://www.dtic.mil/cgi-bin/GetTRDoc?AD=ADA252543&Location=U2&doc=GetTRDoc.pdf
dataset-622,10.1109/oceans.1996.569091,,Tidal Datums,On the utility of Mean Higher High Water and Mean Lower Low Water datums for Texas inland coastal waters,
dataset-622,10.21236/ada336579,,Tidal Datums,"Black Rock and Short Beaches, Nahant, Massachusetts Coastal Storm Damage Reduction Study Reconnaissance Report.",http://www.dtic.mil/dtic/tr/fulltext/u2/a336579.pdf
dataset-622,10.21236/ada336572,,Tidal Datums,"Runnins River Watershed Stormwater Management Study,",http://www.dtic.mil/dtic/tr/fulltext/u2/a336572.pdf
dataset-622,10.21236/ada336748,,Tidal Datums,"Reconnaissance Report, Local Study Cost Sharing Agreement, Shore Protection And Erosion Control Project; Nantasket Beach Shore Protection Study Hull, Massachusetts",http://www.dtic.mil/dtic/tr/fulltext/u2/a336748.pdf
dataset-622,10.21236/ada268780,,Tidal Datums,Technologies for Assessing the Geologic and Geomorphic History of Coasts,https://babel.hathitrust.org/cgi/imgsrv/download/pdf?id=mdp.39015086526053;orient=0;size=100;seq=1;attachment=0
dataset-622,10.21236/ada637824,,Tidal Datums,Automated Coastal Engineering System: User's Guide,http://www.dtic.mil/dtic/tr/fulltext/u2/a637824.pdf
dataset-622,10.21236/ada241604,,Tidal Datums,Annotated Bibliography of Relative Sea Level Change,https://www.archive.org/download/annotatedbibliog00gorm/annotatedbibliog00gorm.pdf
dataset-622,10.21236/ada336614,,Tidal Datums,"Roughans Point Coastal Flood Damage Reduction Project, Revere, Massachusetts; Design Memorandum No. 2 Hydrology and Hydraulics",http://www.dtic.mil/dtic/tr/fulltext/u2/a336614.pdf
dataset-622,10.1016/0079-6611(90)90011-p,"{'id': 'jour.1008196', 'title': 'Progress In Oceanography'}",Tidal Datums,Historical changes in the Columbia River Estuary,
dataset-622,10.1016/0033-5894(87)90073-1,"{'id': 'jour.1052502', 'title': 'Quaternary Research'}",Tidal Datums,"Late Holocene Sea-Level Record in a Core from the Puget Lowland, Washington",
dataset-622,10.1139/tcs-1986-0037,,Tidal Datums,A NEW LOOK AT TIDAL DATUM TRANSFERS,
dataset-622,10.1139/tcs-1984-0021,,Tidal Datums,Tide Mark or Tidal Datum: The Need for an Interdisciplinary Approach to Tidal Boundary Delimitation,
dataset-622,10.1080/0005-0326.1983.10435074,"{'id': 'jour.1357583', 'title': 'Journal of Spatial Science'}",Tidal Datums,Abstracts,
dataset-622,10.1109/oceans.1983.1152136,,Tidal Datums,Tidal Characteristics And Datums In The Sacramento River,
dataset-622,10.2307/1351475,"{'id': 'jour.1295073', 'title': 'Chesapeake Science'}",Tidal Datums,Oregon coastal salt marsh upper limits and tidal datums,
dataset-622,10.1002/j.2161-4296.1977.tb01290.x,"{'id': 'jour.1137419', 'title': 'Navigation'}",Tidal Datums,New DMAHC Navigation Publications,
dataset-622,10.1080/00908327509545575,"{'id': 'jour.1139002', 'title': 'Ocean Development & International Law'}",Tidal Datums,The technical delimitation of a modern equidistant boundary,
dataset-622,10.1002/j.2161-4296.1959.tb01962.x,"{'id': 'jour.1137419', 'title': 'Navigation'}",Tidal Datums,The New Bowditch: A Review*,
dataset-622,10.1680/imotp.1932.13203,"{'id': 'jour.1290480', 'title': 'Minutes of the Proceedings of the Institution of Civil Engineers'}",Tidal Datums,PRESIDENTIAL ADDRESS 1932. THE TIDAL THAMES. SIR CYRIL REGINALD SUTTON KIRKPATRICK. (INCLUDES PLATE AT BACK OF VOLUME).,
