datasets,doi,journal,search_term,title,url
dataset-622,10.1039/c5ib00109a,"{'id': 'jour.1040252', 'title': 'Integrative Biology'}",3DEP,Apoptosis progression studied using parallel dielectrophoresis electrophysiological analysis and flow cytometry,
dataset-622,10.1039/c5an00796h,Analyst,3DEP,"A dielectrophoretic method of discrimination between normal oral epithelium, and oral and oropharyngeal cancer in a clinical setting",https://pubs.rsc.org/en/content/articlepdf/2015/an/c5an00796h
dataset-622,10.1177/0731684414537131,Journal of Reinforced Plastics and Composites,3DEP,Recycling solid residues recovered from glass fibre-reinforced composites – A review applied to wind turbine blade materials,http://orbit.dtu.dk/en/publications/recycling-solid-residues-recovered-from-glass-fibrereinforced-composites--a-review-applied-to-wind-turbine-blade-materials(4584b5d0-36ab-4911-b087-42a26ebdf76d).html
dataset-622,10.1063/1.4892036,Biomicrofluidics,3DEP,Dielectrophoretic sample preparation for environmental monitoring of microorganisms: Soil particle removal,http://europepmc.org/articles/pmc4189292?pdf=render
dataset-622,10.1299/jsmeted.2014._g142-1_,"{'id': 'jour.1298225', 'title': 'The Proceedings of the Thermal Engineering Conference'}",3DEP,G142 光学式マイクロ拡散センサの高感度化に関する研究,
dataset-622,10.1039/c3ib40255j,Integrative Biology,3DEP,Human oral cancer cells with increasing tumorigenic abilities exhibit higher effective membrane capacitance,http://epubs.surrey.ac.uk/808463/13/RacMacLac_%20corrected%20clean.pdf
dataset-622,10.1016/j.bbagen.2013.07.008,"{'id': 'jour.1327373', 'title': 'Biochimica et Biophysica Acta (BBA) - Lipids and Lipid Metabolism'}",3DEP,Epithelial cancer cells exhibit different electrical properties when cultured in 2D and 3D environments,
dataset-622,10.1016/j.conbuildmat.2013.05.101,Construction and Building Materials,3DEP,Reliability-based design optimization of concrete flexural members reinforced with ductile FRP bars,https://digitalcommons.wayne.edu/cgi/viewcontent.cgi?article=1011&context=ce_eng_frp
dataset-622,10.3390/w5041533,Water,3DEP,Flood Modeling Using a Synthesis of Multi-Platform LiDAR Data,https://www.mdpi.com/2073-4441/5/4/1533/pdf
dataset-622,10.1016/j.bpj.2012.10.023,Biophysical Journal,3DEP,Cytoplasm Resistivity of Mammalian Atrial Myocardium Determined by Dielectrophoresis and Impedance Methods,https://doi.org/10.1016/j.bpj.2012.10.023
dataset-622,10.1039/c1lc20701f,"{'id': 'jour.1029977', 'title': 'Lab on a Chip'}",3DEP,Isolation of prostate tumor initiating cells (TICs) through their dielectrophoretic signature,
dataset-622,10.1016/j.wasman.2010.09.019,Waste Management,3DEP,Recycling carbon fibre reinforced polymers for structural applications: Technology review and market outlook,http://spiral.imperial.ac.uk/bitstream/10044/1/12678/2/2011%20Pimenta%20and%20Pinho%20-%20Recycling%20carbon%20fibre%20reinforced%20polymers%20for%20structural%20applications%20-%20technology%20review%20and%20market%20outlook.pdf
dataset-622,10.1203/00006450-200508000-00241,Pediatric Research,3DEP,212 Results of Continuos Monitoring of Hemoglobin Saturation During the First Month of Life as Predictors of Retinopathy of Prematurity,https://www.nature.com/articles/pr2005464.pdf
dataset-622,10.1203/00006450-200508000-00236,Pediatric Research,3DEP,207 Neonatal Sepsis,https://www.nature.com/articles/pr2005459.pdf
dataset-622,10.1203/00006450-200508000-00240,Pediatric Research,3DEP,211 Vascular Endothelial Growth Factor and Insulin Growth Factor 1 Serum Concentrations in Very Low Birthweight Infants with Retinopathy,https://www.nature.com/articles/pr2005463.pdf
dataset-622,10.1203/00006450-200508000-00237,Pediatric Research,3DEP,208 Bone Morphogenetic Proteins Genes and Neural Tube Defects,https://www.nature.com/articles/pr2005460.pdf
dataset-622,10.1203/00006450-200508000-00239,Pediatric Research,3DEP,210 Congenital Cytomegalovirus (CMV) Infection and Agenesis of Corpus Callosum,https://www.nature.com/articles/pr2005462.pdf
dataset-622,10.1203/00006450-200508000-00238,Pediatric Research,3DEP,209 Executive Functions and Cerebral MRI in Adolescents with Very Low Birth Weight,https://www.nature.com/articles/pr2005461.pdf
dataset-622,10.1016/s0039-9140(02)00259-x,"{'id': 'jour.1076998', 'title': 'Talanta'}",3DEP,Arsenic speciation in contaminated soils,
dataset-622,10.1016/s0168-6054(00)80020-3,"{'id': 'jour.1017469', 'title': 'Annals of Physical and Rehabilitation Medicine'}",3DEP,Communications libres: Mises au point en rééducation (Sofmerr),
dataset-622,10.1539/sangyoeisei.kj00001990101,Journal of Occupational Health,3DEP,製造業従業員の循環器・自律神経機能 : (III)呼吸性不整脈、血圧、コレステロール,https://www.jstage.jst.go.jp/article/sangyoeisei/40/Special/40_KJ00001990101/_pdf
dataset-622,10.21236/ada434446,,3DEP,"Remedial Investigation Report, Presidio Main Installation, Presidio of San Francisco. Volume 5: Figures 7-15",http://www.dtic.mil/dtic/tr/fulltext/u2/a434446.pdf
dataset-622,10.1016/0168-1656(96)01411-3,"{'id': 'jour.1294801', 'title': 'Journal of Biotechnology'}",3DEP,Bioprocessing in microgravity: free flow electrophoresis of C. elegans DNA,
dataset-622,10.1080/08870448908400363,"{'id': 'jour.1098380', 'title': 'Psychology and Health'}",3DEP,Effects of social support on depression following coronary artery bypass graft surgery,
dataset-622,10.1016/0277-9536(86)90268-6,"{'id': 'jour.1093956', 'title': 'Social Science & Medicine'}",3DEP,Territorial justice and primary health care: An example from London,
