doi,journal,keywords,title,url,dataset
,,,"Spatial Mapping of Food Security in Mukim Pendang, Kedah, Malaysia ",,",,,,,,,"
,,"Food Security,Coping Mechamism,Logit Model,FSSM,JTier N/A","Determinants Of Household Food Security And Coping Strategies: The Case Of Bule-Hora District, Borana Zone, Oromia, Ethiopia",,",,,,dataset-049,,,"
10.1007/s11121-013-0386-6,Prevention science : the official journal of the Society for Prevention Research,"Adult,Alcohol Drinking,Female,Food Supply,Humans,Pregnancy,Prospective Studies,Social Environment,South Africa,FSSM,NonE Tier 1",Food insecurity and alcohol use among pregnant women at alcohol-serving establishments in South Africa,http://www.ncbi.nlm.nih.gov/pubmed/23526080,",,,,dataset-049,,,"
,,"Elderly Hunger,Senior Dining Program,Food Insecurity,Meal Program,Community Health,FSSM,JTier N/A",The La Crosse County Senior Dining Program: Implications for the Elderly Population in La Crosse County,,",,,,dataset-049,,,"
10.1111/jomf.12140,,"Great Recession,Economic Strain,Economic Shocks,Children Behavior Problems,Family Psychosocial,FSSM,NonE Tier 1",Economic Strain and Children's Behavior in the Aftermath of the Great Recession,https://www.doi.org/10.1111/jomf.12140,",,,,dataset-049,,,"
10.2105/AJPH.2014.302000,American journal of public health,"Adolescent,Child,Child, Preschool,Cohort Studies,Family Characteristics,Food Supply,Humans,Marriage,Single-Parent Family,Socioeconomic Factors,United States,ECLS-FS,PSID-FFSS,Analyzed,NonE Tier 1",Family structure and child food insecurity,http://www.ncbi.nlm.nih.gov/pubmed/24832438,"dataset-303,,dataset-304,,,,,"
10.1590/s0104-12902014000400001,,"Food Insecurity,Economic Crisis,Portugal,Regional Disparities,FSSM,NonE Tier 3","Time and regional perspectives of food insecurity during the economic crisis in Portugal, 2011-2013",https://www.doi.org/10.1590/s0104-12902014000400001,",,,,dataset-049,,,"
10.3945/ajcn.113.069062,The American journal of clinical nutrition,"Biomarkers,Child Development,Diet,Evidence-Based Medicine,Feeding Methods,Female,Health Promotion,Humans,Infant,Infant Care,Infant Nutritional Physiological Phenomena,Infant, Newborn,Longitudinal Studies,Male,National Academies of Science, Engineering, and Medicine (U.S.) Health and,Medicine Division,National Center for Health Statistics (U.S.),Nutrition Policy,Nutrition Surveys,Policy Making,United States,NHANES-FSQ,Analyzed,NonE Tier 1",Data needs for B-24 and beyond: NHANES data relevant for nutrition surveillance of infants and young children,http://www.ncbi.nlm.nih.gov/pubmed/24452232,",,,dataset-048,,dataset-017,,"
10.1155/2014/293648,Advances in preventive medicine,"Racial-Ethnic Disparities,Los Angeles County,Multilevel Cluster Design,Mixed-mode Methodology,FSSM,JTier N/A","The 2007 los angeles mommy and baby study: a multilevel, population-based study of maternal and infant health in los angeles county",http://www.ncbi.nlm.nih.gov/pubmed/25580305,",,,,dataset-049,,,"
10.1017/S1368980013000700,Public health nutrition,"Adolescent,Body Mass Index,Breakfast,Child,Cross-Sectional Studies,Energy Intake,Feeding Behavior,Female,Guidelines as Topic,Humans,Life Style,Male,Mental Recall,Motor Activity,Nutrition Surveys,Socioeconomic Factors,Surveys and Questionnaires,United States,Young Adult,NHANES-FSQ,Analyzed,NonE Tier 1","Is breakfast skipping associated with physical activity among U.S. adolescents? A cross-sectional study of adolescents aged 12-19 years, National Health and Nutrition Examination Survey (NHANES)",http://www.ncbi.nlm.nih.gov/pubmed/23534672,",,,dataset-048,,dataset-017,,"
10.1111/nyas.12594,Annals of the New York Academy of Sciences,"Agriculture,Algorithms,Developing Countries,Diet,Food,Food Supply,Global Health,Hunger,International Cooperation,Malnutrition,Nutrition Surveys,Prevalence,Reproducibility of Results,Research Design,Weights and Measures,FSSM,NonE Tier 1",Validity and reliability of food security measures,http://www.ncbi.nlm.nih.gov/pubmed/25407084,",,,,dataset-049,,,"
10.4278/ajhp.130104-QUAN-13,American journal of health promotion : AJHP,"Acculturation,Adult,Anthropometry,Cross-Sectional Studies,Demography,Energy Intake,Female,Food Assistance,Food Supply,Humans,Mexican Americans,Texas,Women's Health,FSSM,NonE Tier 2",Household food insecurity and dietary intake among Mexican-American women participating in federal food assistance programs,http://www.ncbi.nlm.nih.gov/pubmed/24200253,",,,,dataset-049,,,"
10.1017/s1368980013003091,,"Household Food Security,Public Health Nutrition,Food Security Measurement,FSSM,NonE Tier 1",What have we learned from two decades of research on household food security?,https://www.doi.org/10.1017/s1368980013003091,",,,,dataset-049,,,"
10.4455/eu.2014.007,,"Food Security,Human Right,Right to Food,FSSM,NonE Tier 3",Better measurement of food insecurity in the context of enhancing nutrition,https://www.doi.org/10.4455/eu.2014.007,",,,,dataset-049,,,"
,,"Food Security,Rasch Modeling,Income,Socioeconomic Factors,FSSM,NonE Tier 3",Impact of Household Socio-Economic Factors on Food Security: Case of Adana,,",,,,dataset-049,,,"
,,"ELCSA,Food Insecurity,Older Adults,Validation,FSSM,JTier N/A",Is The Latin American And Caribbean Food Security Scale An Appropriate Instrument For Mexican Urban Older Adults?,,",,,,dataset-049,,,"
10.1017/S1368980013001705,Public health nutrition,"Adult,Family Characteristics,Female,Food Supply,Health Surveys,Humans,Inuits,Male,Middle Aged,Nutritional Status,Ontario,Residence Characteristics,Socioeconomic Factors,Surveys and Questionnaires,Vulnerable Populations,FSSM,NonE Tier 1","Prevalence and severity of household food insecurity of First Nations people living in an on-reserve, sub-Arctic community within the Mushkegowuk Territory",http://www.ncbi.nlm.nih.gov/pubmed/23806766,",,,,dataset-049,,,"
10.2105/AJPH.2013.301699,American journal of public health,"Adolescent,Child,Cross-Sectional Studies,Dental Caries,Diet,Female,Health Status,Humans,Male,Nutrition Surveys,Poverty,Socioeconomic Factors,United States/epidemiology,NHANES-FSQ,Analyzed,NonE Tier 1","Socioeconomic status, food security, and dental caries in US children: mediation analyses of data from the National Health and Nutrition Examination Survey, 2007-2008",http://www.ncbi.nlm.nih.gov/pubmed/24625141,",,,dataset-048,,dataset-017,,"
10.1007/s12571-014-0335-7,,"Validity,Household Food Insecurity,Food Access Scale,Iran,FSSM,NonE Tier 2",An adapted Household Food Insecurity Access Scale is a valid tool as a proxy measure of food access for use in urban Iran,https://www.doi.org/10.1007/s12571-014-0335-7,",,,,dataset-049,,,"
10.1017/S1368980013000281,Public health nutrition,"Adult,Child,Child Abuse,Depression,Female,Food,Food Supply,Humans,Mental Health,Mothers,Philadelphia,Poverty,Public Assistance,Risk Factors,Surveys and Questionnaires,Violence,Young Adult,CPS-FSS,Citation,FSSM,NonE Tier 1",Very low food security in the USA is linked with exposure to violence,http://www.ncbi.nlm.nih.gov/pubmed/23432921,",,,,dataset-049,,,dataset-033"
10.1111/1747-0080.12097,,"Food Insecurity,Risk Factors,Universities,Tertiary Institution,Cross-Sectional Studies,FSSM,NonE Tier 3",Food insecurity among university students in Victoria: A pilot study,https://www.doi.org/10.1111/1747-0080.12097,",,,,dataset-049,,,"
,,"Food Security,Malnutrition,Young Children,Urban Slums,FSSM,JTier N/A",Association of Food Insecurity and Malnutrition among Young Children (6-36 Months),,",,,,dataset-049,,,"
,,"Systematic Review,Food Insecurity,Meta-Analysis,National Food Insecurity Surveillance System,FSSM,NonE Tier 2",Household food insecurity in the Islamic Republic of Iran: a systematic review and meta-analysis,,",,,,dataset-049,,,"
10.1159/000362343,Obesity facts,"Adolescent,Adult,Aged,Body Mass Index,Cohort Studies,Family Characteristics,Female,Food Supply,Humans,Longitudinal Studies,Male,Middle Aged,Obesity,Odds Ratio,Paris,Poverty,Prevalence,Sex Factors,Socioeconomic Factors,Urban Population,Young Adult,FSSM,NonE Tier 2","Food insecurity, a determinant of obesity? - an analysis from a population-based survey in the Paris metropolitan area, 2010",http://www.ncbi.nlm.nih.gov/pubmed/24801221,",,,,dataset-049,,,"
10.1016/j.appet.2014.01.008,Appetite,"Adolescent,Adult,Body Height,Body Mass Index,Body Weight,Caregivers,Child,Child Nutritional Physiological Phenomena,Cooking,Cross-Sectional Studies,Energy Intake,Family Characteristics,Fast Foods,Female,Food Supply,Humans,Income,Logistic Models,Male,Meals,Pediatric Obesity,Poverty,Risk Factors,Urban Population,FSSM,NonE Tier 1",Food preparation supplies predict children's family meal and home-prepared dinner consumption in low-income households,http://www.ncbi.nlm.nih.gov/pubmed/24462491,",,,,dataset-049,,,"
,,"Fraiming Analysis,Public Policy,Food Insecurity,World Food Summit,FSSM,NonE Tier 2",A frame-critical policy analysis of Canada’s response to the World Food Summit 1998–2008,,",,,,dataset-049,,,"
10.5993/AJHB.38.2.8,American journal of health behavior,"Adult,Body Mass Index,Cross-Sectional Studies,Diabetes Mellitus,Female,Food Supply,Health Status Indicators,Healthcare Disparities,Humans,Interviews as Topic,Male,Middle Aged,Nutrition Surveys,Poverty,Prediabetic State,Risk Factors,Self Report,Sex Factors,Social Class,United States,Young Adult,NHANES-FSQ,Analyzed,NonE Tier 2",Undiagnosed prediabetes among food insecure adults,http://www.ncbi.nlm.nih.gov/pubmed/24629551,",,,dataset-048,,dataset-017,,"
10.3920/qas2013.0317,,"Food Insecurity,Households,Iran,Socioeconomic Factors,Nutritional Factors,FSSM,JTier N/A",Food insecurity and its related socioeconomic and nutritional factors: evidence from a sample of population in the northwest of Iran,https://www.doi.org/10.3920/qas2013.0317,",,,,dataset-049,,,"
10.1007/s12571-014-0344-6,,"Obesity,Food insecurity,Fruit and vegetable intake,Physical activity,Baby boomers,Older adults,FSSM,NonE Tier 2",Associations of food insecurity with body mass index among baby boomers and older adults,https://www.doi.org/10.1007/s12571-014-0344-6,",,,,dataset-049,,,"
10.1089/jwh.2012.4224,Journal of women's health,"Adult,Depression,Female,Food Supply,Health Status,Humans,Interpersonal Relations,Logistic Models,Longitudinal Studies,Mothers,Multivariate Analysis,Poverty,Psychiatric Status Rating Scales,Risk Factors,Sexual Partners,Socioeconomic Factors,Spouse Abuse,Urban Population,Young Adult,FSSM,NonE Tier 1",Maternal depression mediates the association between intimate partner violence and food insecurity,http://www.ncbi.nlm.nih.gov/pubmed/24131321,",,,,dataset-049,,,"
10.1080/03670244.2014.933737,Ecology of food and nutrition,"Adult,Cities,Female,Food Assistance,Food Supply,Humans,Hunger,Interviews as Topic,Male,Middle Aged,Ohio,Poverty,Social Capital,Social Support,Surveys and Questionnaires,FSSM,NonE Tier 2","Social capital, social support, and food insecurity in food pantry users",http://www.ncbi.nlm.nih.gov/pubmed/25357271,",,,,dataset-049,,,"
10.4162/nrp.2014.8.4.425,Nutrition research and practice,"Food Assistance Programs,Food Insecurity,Income,Elderly Population,FSSM,NonE Tier 2",Factors contributing to participation in food assistance programs in the elderly population,http://www.ncbi.nlm.nih.gov/pubmed/25110563,",,,,dataset-049,,,"
10.1353/hpu.2014.0145,Journal of health care for the poor and underserved,"Cohort Studies,Female,Food Supply,Humans,Male,Medically Underserved Area,Middle Aged,Neoplasms,New York City,Poverty,Surveys and Questionnaires,Urban Population,FSSM,NonE Tier 2",Do our patients have enough to eat?: Food insecurity among urban low-income cancer patients,http://www.ncbi.nlm.nih.gov/pubmed/25130231,",,,,dataset-049,,,"
10.1016/j.appet.2014.04.015,Appetite,"Adult,Body Mass Index,Body Weight,Child, Preschool,Cities,Depression,Depressive Disorder,Feeding Behavior,Female,Humans,Income,Logistic Models,Male,Mothers,Multivariate Analysis,Overweight,Parenting,Pediatric Obesity,Poverty,Rhode Island,Risk Factors,Snacks,Young Adult,FSSM,NonE Tier 1","Associations between family food behaviors, maternal depression, and child weight among low-income children",http://www.ncbi.nlm.nih.gov/pubmed/24768937,",,,,dataset-049,,,"
10.1097/tin.0000000000000003,,"Anemia, Iron-Deficiency,ELCSA,Food Insecurity,Honduras,MMontana De La Flor,Nutrition,Stunting,Survey,Underweight,Wasting,FSSM,NonE Tier 3","ELCSA, a Survey for Measuring Household Food Security, Reveals an Extremely High Prevalence of Food Insecurity in the Montaña de la Flor and Santa Maria Regions of Honduras",https://www.doi.org/10.1097/tin.0000000000000003,",,,,dataset-049,,,"
,,"Food Insecurity,Social Determinants,Lifestyle Risk Factors,Cross-Sectional Studies,FSSM,NonE Tier 1",Social determinants and lifestyle risk factors only partially explain the higher prevalence of food insecurity among Aboriginal and Torres Strait Islanders in the Australian state of Victoria: a cross-sectional study,,",,,,dataset-049,,,"
10.1080/21551197.2014.959680,Journal of nutrition in gerontology and geriatrics,"Administration, Oral,Aged,Aged, 80 and over,Aging,Combined Modality Therapy,Cross-Sectional Studies,Diabetes Complications,Diabetes Mellitus, Type 2,Diet, Diabetic,Female,Food Supply,Georgia/epidemiology,Health Surveys,Humans,Hypoglycemic Agents,Longitudinal Studies,Male,Medicare Part D,Medication Adherence,Poverty,Prevalence,United States,FSSM,NonE Tier 3",Food insecurity and medication adherence in low-income older Medicare beneficiaries with type 2 diabetes,http://www.ncbi.nlm.nih.gov/pubmed/25424513,",,,,dataset-049,,,"
10.1080/10875549.2014.896306,,"African American,Family Resilience,Food Shortages,Coping Strategies,Qualitative Research,FSSM,NonE Tier 3",“You Just Have to Build a Bridge and Get Over It”: Low-Income African American Caregivers’ Coping Strategies to Manage Inadequate Food Supplies,https://www.doi.org/10.1080/10875549.2014.896306,",,,,dataset-049,,,"
10.1371/journal.pone.0104497,PloS one,"Adolescent,Child,Data Collection,Earthquakes,Female,Food Supply,Haiti,Housing,Humans,Longitudinal Studies,Male,Meals,Stress Disorders, Post-Traumatic,FSSM,NonE Tier 1",Features of child food insecurity after the 2010 Haiti earthquake: results from longitudinal random survey of households,http://www.ncbi.nlm.nih.gov/pubmed/25207543,",,,,dataset-049,,,"
,,"Height,Body Mass Index,Child Growth,Longitudinal Studies,Postpartum Depression,ECLS-FS,Analyzed,FSSM,NonE Tier 2",Early maternal depressive symptoms and child growth trajectories: a longitudinal analysis of a nationally representative US birth cohort,,",,,,dataset-049,,,"
10.1016/j.jand.2013.07.025,Journal of the Academy of Nutrition and Dietetics,"Adult,Beverages,Body Mass Index,Community Health Centers,Cross-Sectional Studies,Depression,Diet,Dietary Sucrose,Educational Status,Emigrants and Immigrants,Feeding Behavior,Female,Fruit,Health Education,Hispanic Americans,Humans,Male,Middle Aged,Motor Activity,Obesity,Poverty,Psychology,Sex Factors,Surveys and Questionnaires,Vegetables,Weight Loss,FSSM,NonE Tier 1","Community resource utilization, psychosocial health, and sociodemographic factors associated with diet and physical activity among low-income obese Latino immigrants",http://www.ncbi.nlm.nih.gov/pubmed/24119533,",,,,dataset-049,,,"
,,"Health Inequalities,Childhood obesity,EPODE,Dietary Intake,Sedentary Lifestyle,Sleep,FSSM,NonE Tier 1",Promoting health equity in European children: Design and methodology of the prospective EPHE (Epode for the Promotion of Health Equity) evaluation study,,",,,,dataset-049,,,"
10.1093/aepp/ppx025,,"American Recovery and Reinvestment Act of 2009,ARRA Expiration,Food Security,SNAP,CPS-FSS,Analyzed,Econ Tier 2",Effects of the 2013 SNAP Benefit Cut on Food Security,https://www.doi.org/10.1093/aepp/ppx025,"dataset-026,,,,,,,dataset-033"
10.1007/s10903-016-0464-5,Journal of immigrant and minority health,"Adolescent,Adult,Child,Child, Preschool,Continental Population Groups,Cross-Sectional Studies,Female,Food Supply,Health Status,Humans,Infant,Infant, Newborn,Law Enforcement,Male,Mexican Americans,Middle Aged,Poverty,Risk Factors,Socioeconomic Factors,Undocumented Immigrants,CPS-FSS,Analyzed,NonE Tier 2",Local-Level Immigration Enforcement and Food Insecurity Risk among Hispanic Immigrant Families with Children: National-Level Evidence,http://www.ncbi.nlm.nih.gov/pubmed/27435475,",,,,,,,dataset-033"
10.1257/mac.20120222,,"Consumption Volatility,Marketization,Market Economy,Income Fluctuation,Mexico,United States,Food Consumption,Household Income,CPS-FSS,Analyzed,Econ Tier 1","Consumption Volatility, Marketization, and Expenditure in an Emerging Market Economy",https://www.doi.org/10.1257/mac.20120222,",,,,,,,dataset-033"
10.1111/ssqu.12197,,"Food Expenditures,SNAP,Household Economic Shocks,CPS-FSS,Citation,PSID-FFSS,Analyzed,NonE Tier 2",Are Household Food Expenditures Responsive to Entry Into the Supplemental Nutrition Assistance Program?*,https://www.doi.org/10.1111/ssqu.12197,"dataset-026,,,,,,,dataset-033"
doi.org/10.1086/695328,,"Food Assistance,Food insecurity,Food security,Income Support,Safety Net,SNAP,CPS-FSS,Analyzed,NonE Tier 2",Food Insecurity among Households with Children: The Role of the State Economic and Policy Context,https://www.doi.org/doi.org/10.1086/695328,"dataset-026,,,,,,,dataset-033"
10.1002/soej.12081,Southern economic journal,"Three City Study,Low-Income Families,Financial Assistance,Food Insecurity,Food Hardships,Multivariate Behavioral Rasch Model,CPS-FSS,Analyzed,FSSM,Econ Tier 2",Rasch Analyses of Very Low Food Security among Households and Children in the Three City Study,http://www.ncbi.nlm.nih.gov/pubmed/29187764,",,,,dataset-049,,,dataset-033"
10.1177/0192513x16661216,,"Immigration,Migration,Poverty,Welfare,Race/ethnicity,Economic Issues,Family Health,Food Insecurity,Low-Income,CPS-FSS,Analyzed,ECLS-FS,Citation,NonE Tier 2",A Decade of Analysis: Household Food Insecurity Among Low-Income Immigrant Children,https://www.doi.org/10.1177/0192513x16661216,",,,,,,,dataset-033"
10.1080/19320248.2018.1434099,,"Emergency Food Assistance,Food Pantries,Great Recession,CPS-FSS,Analyzed,NonE Tier 3",Food pantry assistance and the great recession,https://www.doi.org/10.1080/19320248.2018.1434099,",,,,,,,dataset-033"
10.1111/joca.12162,,"Food insecurity,Food Shocks,Financial Coping Strategies,Financial Security,CPS-FSS,Analyzed,Econ Tier 2","Food Insecurity, Financial Shocks, and Financial Coping Strategies among Households with Elementary School Children in Wisconsin",https://www.doi.org/10.1111/joca.12162,",,,,,,,dataset-033"
10.1080/19320248.2016.1157548,,"Food Insecurity,Food Security,Emergency Food Assistance,Food Pantries,Marginal Food Secure,CPS-FSS,Analyzed,NonE Tier 2",Unpacking an Anomaly: Analyzing the 2005–2012 Current Population Survey to Understand Why Many Emergency Food Assistance Users Report Being Food Secure,https://www.doi.org/10.1080/19320248.2016.1157548,",,,,,,,dataset-033"
10.1016/j.econlet.2018.09.011,,"SNAP,Food Stamps,Food Insecurity,Finite Mixture Models,CPS-FSS,Analyzed,Econ Tier 1",Heterogeneous impacts of the Supplemental Nutrition Assistance Program on food insecurity,https://www.doi.org/10.1016/j.econlet.2018.09.011,"dataset-026,,,,,,,dataset-033"
10.1016/j.ssresearch.2016.03.001,Social science research,"Adult,Child,Emigrants and Immigrants,Food Assistance,Food Supply,Humans,Mexico,Poverty,Social Welfare,United States,CPS-FSS,Analyzed,NonE Tier 1",Reversing welfare reform? Immigrant restoration efforts and food stamp receipt among Mexican immigrant families,http://www.ncbi.nlm.nih.gov/pubmed/27712691,",,,,,,,dataset-033"
10.1093/aepp/ppy023,,"Walmart,Wal-Mart,Supercenters,Big Box Stores,Food Insecurity,Hunger,CPS-FSS,Analyzed,Econ Tier 2",Do Walmart Supercenters Improve Food Security?,https://www.doi.org/10.1093/aepp/ppy023,",,,,,,,dataset-033"
10.1080/03670244.2019.1598979,Ecology of food and nutrition,"Food Security,Congregations,Food-Provision Programs,Vulnerable Populations,CPS-FSS,Analyzed,NonE Tier 2",National Trends in Food Insecurity and Congregation-Based Food Provision between 1998 and 2012,http://www.ncbi.nlm.nih.gov/pubmed/30977395,",,,,,,,dataset-033"
,,"Food Insecurity,Place,Health,CPS-FSS,Citation,JTier N/A",Situating Food Insecurity in a Historic Albuquerque Community: The Whorled Relationship between Food Insecurity and Place,,",,,,,,,dataset-033"
10.1016/j.measurement.2018.01.044,,"Causal Inference,Food Insecurity,Item Response Theory,Latent Regression,LRasch Model,Selection,SNAP,CPS-FSS,Analyzed,NonE Tier 1",Causal inference with latent variables from the Rasch model as outcomes,https://www.doi.org/10.1016/j.measurement.2018.01.044,"dataset-026,,,,,,,dataset-033"
10.1057/eej.2014.62,,"Food Insecurity,Poverty,Public Transportation,CPS-FSS,Analyzed,Econ Tier 3",The Effect of Public Transportation Accessibility on Food Insecurity,https://www.doi.org/10.1057/eej.2014.62,",,,,,,,dataset-033"
10.5590/jsbhs.2016.10.1.06,,"Food Security,Type 2 Diabetes,Coping Strategies,Nutrition,CPS-FSS,Citation,FSSM,JTier N/A",Risk for Type 2 Diabetes Among SNAP Participants With Prediabetes,https://www.doi.org/10.5590/jsbhs.2016.10.1.06,",,,,dataset-049,,,dataset-033"
10.1111/joca.12158,,"Bank Accounts,Nonbank Financial Transaction,Food Insecurity,Unbanked Households,CPS-FSS,Analyzed,Econ Tier 2","Bank Accounts, Nonbank Financial Transaction Products, and Food Insecurity among Households with Children",https://www.doi.org/10.1111/joca.12158,",,,,,,,dataset-033"
10.1093/aepp/ppv007,,"Food Security,Labor Supply,Teenage Employment,Fixed-Effects Model,CPS-FSS,Analyzed,Econ Tier 2",Food Security and Teenage Labor Supply,https://www.doi.org/10.1093/aepp/ppv007,",,,,,,,dataset-033"
10.1093/aepp/ppz007/5489470,,"American Recovery and Reinvestment Act of 2009,ARRA Expiration,Household Expenditure,Time Use,Poverty,SNAP,American Time Use Survey,CPS-FSS,Analyzed,Econ Tier 2",Changes in Low-Income Households’ Spending and Time Use Patterns in Response to the 2013 Sunset of the ARRA-SNAP Benefit,https://www.doi.org/10.1093/aepp/ppz007/5489470,"dataset-026,,,,,,,dataset-033"
,,"Grocery Tax,Restaurant Food Sales Taxes,SNAP,Tax Salience,FoodAPS,Analyzed,CPS-FSS,Citation,Econ Tier 2",Eat at Home or Away from Home? The Role of Grocery and Restaurant Food Sales Taxes,,"dataset-026,,,,,,,dataset-033"
10.1093/aepp/ppy004,,"Supplemental Nutrition Assistance Program,Food Expenditure Poverty,Thrifty Food Plan,CPS-FSS,Analyzed,Econ Tier 2",Measuring Food Expenditure Poverty in SNAP Populations: Some Extensions with an Application to the American Recovery and Reinvestment Act,https://www.doi.org/10.1093/aepp/ppy004,",,,,,,,dataset-033"
10.1257/pandp.20181106,,"Food Insecurity,Racial, Ethnic, Immigrant,Great Recession,CPS-FSS,Analyzed,JTier N/A","The Differential Incidence and Severity of Food Insecurity by Racial, Ethnic, and Immigrant Groups over the Great Recession in the United States",https://www.doi.org/10.1257/pandp.20181106,",,,,,,,dataset-033"
doi.org/10.1086/692072,,"Taxing,Public Assistance,Cigarette Taxes,Food Stamps,Food Security,CPS-FSS,Analyzed,Econ Tier 1",Taxing Consumption and the Take-up of Public Assistance: The Case of Cigarette Taxes and Food Stamps,https://www.doi.org/doi.org/10.1086/692072,",,,,,,,dataset-033"
10.1097/CNJ.0000000000000590,Journal of Christian nursing : a quarterly publication of Nurses Christian Fellowship,"Adult,Aged,Family,Female,Food Assistance,Food Supply,Health Promotion,Humans,Male,Middle Aged,Models, Nursing,Nutrition Disorders,Parish Nursing,Young Adult,CPS-FSS,SIPP-FS,Citation,NonE Tier 3",Combating Food Insecurity: Addressing Health Beyond an Empty Pantry,http://www.ncbi.nlm.nih.gov/pubmed/30865088,",,,,,,,dataset-033"
DOI:10.1007/s11205-017-1700-7,,"Family Structure,Food Insecurity,Poverty,CPS-FSS,Analyzed,NonE Tier 2",Family Structure and Child Food Insecurity: Evidence from the Current Population Survey,https://www.doi.org/DOI:10.1007/s11205-017-1700-7,",,,,,,,dataset-033"
,,"Food Insecurity,Obesity,Stress,Self-Efficacy,Vulnerable Populations,Quantitative Research,Socioeconomic Factors,FSSM,JTier N/A",Mediators of Food Insecurity and Obesity in Female Heads-of-Household with Children,,",,,,dataset-049,,,"
10.3233/JEM-180447,Journal of economic and social measurement,"Data Infrastructure,Data Integration,Linking,Panel Data,CPS-FSS,Analyzed,Econ Tier 3",Using the Annual Social and Economic Supplement as Part of a Current Population Survey Panel,http://www.ncbi.nlm.nih.gov/pubmed/29937619,",,,,,,,dataset-033"
10.1017/S1368980015002323,Public health nutrition,"Adaptation,Psychological,Adult,Aged,Blood Glucose,Body Mass Index,Cross-Sectional Studies,Diabetes Mellitus,Female,Food Assistance,Food Supply,Glycated Hemoglobin A,Humans,Income,Insulin,Male,Middle Aged,Obesity,Risk Factors,Socioeconomic Factors,Surveys and Questionnaires,CPS-FSS,Citation,FSSM,NonE Tier 1","Food insecurity, coping strategies and glucose control in low-income patients with diabetes",http://www.ncbi.nlm.nih.gov/pubmed/26328922,",,,,dataset-049,,,dataset-033"
10.1017/S1368980017000180,Public health nutrition,"Ethnic Groups,Family Characteristics,Food Supply,Humans,Nutrition Surveys,Sensitivity and Specificity,Socioeconomic Factors,United States,CPS-FSS,Analyzed,NonE Tier 1",Brief assessment of food insecurity accurately identifies high-risk US adults,http://www.ncbi.nlm.nih.gov/pubmed/28215190,",,,,,,,dataset-033"
10.1016/j.gfs.2017.04.005,,"SDG 2.1,Food Access,Experiential Scale,Urban Farming,India,Targeting,Food Insecurity,CPS-FSS,Analyzed,FSSM,NonE Tier 2",Adapting an experiential scale to measure food insecurity in urban slum households of India,https://www.doi.org/10.1016/j.gfs.2017.04.005,",,,,dataset-049,,,dataset-033"
doi.org/10.1002/soej.12079,,"Food Security,Children,Program Participation,Mental Health,Physical Health,Household Income,CPS-FSS,NHANES-FSQ,Analyzed,Econ Tier 2",Beyond Income: What Else Predicts Very Low Food Security Among Children?,https://www.doi.org/doi.org/10.1002/soej.12079,",,,dataset-048,,dataset-017,,dataset-033"
10.1016/j.jneb.2016.03.013,Journal of nutrition education and behavior,"Adult,Cross-Sectional Studies,Female,Food Supply,Humans,Hunger,Illinois,Male,Nutrition Surveys,Prevalence,Socioeconomic Factors,Students,Universities,Young Adult,CPS-FSS,Citation,FSSM,NonE Tier 2",The Prevalence of Food Security and Insecurity Among Illinois University Students,http://www.ncbi.nlm.nih.gov/pubmed/27118138,",,,,dataset-049,,,dataset-033"
10.1016/j.dhjo.2015.10.003,Disability and health journal,"Adolescent,Adult,Disabled Persons,Family Characteristics,Female,Food Supply,Humans,Logistic Models,Male,Odds Ratio,Poverty,Public Assistance,Socioeconomic Factors,Stress, Psychological,Surveys and Questionnaires,Young Adult,NHIS-FSS,Analyzed,NonE Tier 2",Food security among young adults with disabilities in the United States: Findings from the National Health Interview Survey,http://www.ncbi.nlm.nih.gov/pubmed/26632027,",,,,,,dataset-050,"
10.1016/j.ypmed.2015.11.031,Preventive medicine,"Adult,Cross-Sectional Studies,Diabetes Mellitus,Female,Food Supply,Health Surveys,Humans,Male,Medication Adherence,Middle Aged,Poverty,Socioeconomic Factors,United States,Young Adult,NHIS-FSS,Analyzed,NonE Tier 1","Household food insecurity and medication ""scrimping"" among US adults with diabetes",http://www.ncbi.nlm.nih.gov/pubmed/26656403,",,,,,,dataset-050,"
10.3138/cpp.2015-069,,"Guaranteed Annual Income,Poverty,Food Insecurity,Seniors,Old Age Security,Canada,FSSM,Econ Tier 2",Reduction of Food Insecurity among Low-Income Canadian Seniors as a Likely Impact of a Guaranteed Annual Income,https://www.doi.org/10.3138/cpp.2015-069,",,,,dataset-049,,,"
10.3945/jn.114.208579,The Journal of nutrition,"Adolescent,Adult,Aged,Ascorbic Acid,Calcium, Dietary,Canada/epidemiology,Child,Cross-Sectional Studies,Diet,Energy Intake,Family Characteristics,Folic Acid,Food Supply,Humans,Magnesium,Malnutrition,Micronutrients,Middle Aged,Nutrition Surveys,Nutritional Status,Prevalence,Socioeconomic Factors,United States,Vitamin A,Young Adult,Zinc,NHANES-FSQ,Analyzed,NonE Tier 1",Household Food Insecurity Is a Stronger Marker of Adequacy of Nutrient Intakes among Canadian Compared to American Youth and Adults,http://www.ncbi.nlm.nih.gov/pubmed/25995277,",,,dataset-048,,dataset-017,,"
10.1016/j.euroecorev.2018.04.005,,"Food Insecurity,Children,Gender,Intrafamily Allocation,Three-City Study,CPS-FSS,Citation,FSSM,Econ Tier 1",Child age and gender differences in food security in a low-income U.S. inner-city population,https://www.doi.org/10.1016/j.euroecorev.2018.04.005,",,,,dataset-049,,,dataset-033"
