datasets,doi,journal,search_term,title,url
dataset-613,10.1088/1755-1315/344/1/012115,IOP Conference Series Earth and Environmental Science,SVI,An evaluation model for the deep dewatering potential of municipal sludge based on PLS regression,http://dx.doi.org/10.1088/1755-1315/344/1/012115
dataset-613,10.3390/pr7110790,Processes,SVI,Experimental Investigation of Sludge Treatment Using a Rotor-Stator Type Hydrodynamic Cavitation Reactor and an Ultrasonic Bath,http://dx.doi.org/10.3390/pr7110790
dataset-613,10.1515/qufiab-2019-0007,,SVI,Saeculum obscurum – der epigraphische Befund (ca. 890–1000),
dataset-613,10.1093/europace/euz250,"{'id': 'jour.1020804', 'title': 'EP Europace'}",SVI,A proof of principle study of atomoxetine for the prevention of vasovagal syncope: the Prevention of Syncope Trial VI,
dataset-613,10.1016/j.jclepro.2019.117906,"{'id': 'jour.1044002', 'title': 'Journal of Cleaner Production'}",SVI,Influence of sequencing batch reactor configuration on aerobic granules growth: engineering and microbiological aspects,
dataset-613,10.23736/s0375-9393.19.13721-2,"{'id': 'jour.1017711', 'title': 'Minerva Anestesiologica'}",SVI,A challenge with 5 cmH2O of positive end-expiratory pressure predicts fluid responsiveness in neurosurgery patients with protective ventilation: an observational study.,
dataset-613,10.1016/j.scitotenv.2019.135795,"{'id': 'jour.1015499', 'title': 'The Science of The Total Environment'}",SVI,New insight into filamentous sludge bulking during wastewater treatment: Surface characteristics and thermodynamics,
dataset-613,10.1016/j.biortech.2019.122369,"{'id': 'jour.1133055', 'title': 'Bioresource Technology'}",SVI,Toward flexible regulation of polyhydroxyalkanoate composition based on substrate feeding strategy: insights into microbial community and metabolic features,
dataset-613,10.1007/s10554-019-01665-y,"{'id': 'jour.1025429', 'title': 'The International Journal of Cardiovascular Imaging'}",SVI,Age related structural and functional changes in left ventricular performance in healthy subjects: a 2D echocardiographic study,
dataset-613,10.1016/j.energy.2019.115902,"{'id': 'jour.1048347', 'title': 'Energy'}",SVI,Enhancing ecosystem services and energy use efficiency under organic and conventional nutrient management system to a sustainable arecanut based cropping system,
dataset-613,10.1016/j.eururo.2019.07.036,"{'id': 'jour.1084523', 'title': 'European Urology'}",SVI,The Finnish Randomized Trial of Adjuvant Radiotherapy Versus Observation After Prostatectomy: Almost a Trial of Adjuvant Versus Late Salvage Radiotherapy,
dataset-613,10.1016/j.urology.2019.10.012,"{'id': 'jour.1016775', 'title': 'Urology'}",SVI,Questioning the status quo: Should Gleason Grade Group 1 prostate cancer be considered a “negative core” in pre-radical prostatectomy risk nomograms? An international multicenter analysis,
dataset-613,10.1016/j.scitotenv.2019.133619,"{'id': 'jour.1015499', 'title': 'The Science of The Total Environment'}",SVI,Reducing nitrous oxide emission in a sequencing batch reactor operated as static/aerobic/anoxic (SOA) process,
dataset-613,10.1136/bmjopen-2019-031337,BMJ Open,SVI,"Prevalence and service assessment of cataract in Tibetan areas of Sichuan Province, China: population-based study",http://dx.doi.org/10.1136/bmjopen-2019-031337
dataset-613,10.1016/j.rtbm.2019.100386,"{'id': 'jour.1143580', 'title': 'Research in Transportation Business & Management'}",SVI,The impact of the built environment on travel behavior: The Swiss experience based on two National Travel Surveys,
dataset-613,10.1148/radiol.2019190687,"{'id': 'jour.1018340', 'title': 'Radiology'}",SVI,Diagnostic Accuracy of Multiparametric MRI versus 68Ga-PSMA-11 PET/MRI for Extracapsular Extension and Seminal Vesicle Invasion in Patients with Prostate Cancer.,
dataset-613,10.1016/j.palaeo.2019.109246,"{'id': 'jour.1312078', 'title': 'Palaeogeography Palaeoclimatology Palaeoecology'}",SVI,"Seismic imaging of the Olduvai Basin, Tanzania",
dataset-613,10.1111/aas.13454,"{'id': 'jour.1016901', 'title': 'Acta Anaesthesiologica Scandinavica'}",SVI,Impact of norepinephrine on right ventricular afterload and function in septic shock—a strain echocardiography study,
dataset-613,10.1016/j.ijbiomac.2019.11.179,"{'id': 'jour.1090368', 'title': 'International Journal of Biological Macromolecules'}",SVI,Synthesis and application of chitosan-copper nanoparticles on damping off causing plant pathogenic fungi,
dataset-613,10.1016/j.jenvman.2019.109436,"{'id': 'jour.1018392', 'title': 'Journal of Environmental Management'}",SVI,Optimization of a large industrial wastewater treatment plant using a modeling approach: A case study,
dataset-613,10.1016/s0022-4804(19)30606-7,"{'id': 'jour.1017832', 'title': 'Journal of Surgical Research'}",SVI,Featured Articles,
dataset-613,10.1016/j.ymssp.2019.106277,"{'id': 'jour.1042338', 'title': 'Mechanical Systems and Signal Processing'}",SVI,A study of harvested power and energy harvesting efficiency using frequency response analyses of power variables,
dataset-613,10.1007/s10995-019-02792-7,"{'id': 'jour.1117494', 'title': 'Maternal and Child Health Journal'}",SVI,Application of the Social Vulnerability Index for Identifying Teen Pregnancy Intervention Need in the United States,
dataset-613,10.1016/j.biomaterials.2019.119396,"{'id': 'jour.1097145', 'title': 'Biomaterials'}",SVI,A three-dimensional immunocompetent intestine-on-chip model as in vitro platform for functional and microbial interaction studies,
dataset-613,10.1002/bmb.21301,"{'id': 'jour.1297506', 'title': 'Biochemistry and Molecular Biology Education'}",SVI,Exploring the inquiry‐based learning structure to promote scientific culture in the classrooms of higher education sciences,
dataset-613,10.1016/j.livsci.2019.09.029,"{'id': 'jour.1295123', 'title': 'Livestock Science'}",SVI,Cardiac function and feed efficiency: increased right-heart workload in feed inefficient beef cattle,
dataset-613,10.1007/s11605-019-04130-2,"{'id': 'jour.1116755', 'title': 'Journal of Gastrointestinal Surgery'}",SVI,Comprehensive Characterization of a Porcine Model of The “Small-for-Flow” Syndrome,
dataset-613,10.1016/j.biortech.2019.122024,"{'id': 'jour.1133055', 'title': 'Bioresource Technology'}",SVI,Aerobic granular sludge operation and nutrients removal mechanism in a novel configuration reactor combined sequencing batch reactor and continuous-flow reactor,
dataset-613,10.1016/j.biortech.2019.122431,"{'id': 'jour.1133055', 'title': 'Bioresource Technology'}",SVI,Effects of polyaluminium chloride addition on community structures of polyphosphate and glycogen accumulating organisms in biological phosphorus removal (BPR) systems,
dataset-613,10.1007/s11356-019-04409-6,"{'id': 'jour.1113424', 'title': 'Environmental Science and Pollution Research'}",SVI,Comparative evaluation of ultrafiltration and dynamic membranes in an aerobic membrane bioreactor for municipal wastewater treatment,
dataset-613,10.1016/j.jcp.2019.05.053,"{'id': 'jour.1127266', 'title': 'Journal of Computational Physics'}",SVI,"A physics-aware, probabilistic machine learning framework for coarse-graining high-dimensional systems in the Small Data regime",
dataset-613,10.1016/j.scitotenv.2019.135453,"{'id': 'jour.1015499', 'title': 'The Science of The Total Environment'}",SVI,A novel micro-ferrous dosing strategy for enhancing biological phosphorus removal from municipal wastewater,
dataset-613,10.1002/9781119552215,,SVI,Magnetic Sensors for Biomedical Applications,
dataset-613,10.1016/j.scitotenv.2019.07.241,"{'id': 'jour.1015499', 'title': 'The Science of The Total Environment'}",SVI,Optimization of the wastewater treatment plant: From energy saving to environmental impact mitigation,
dataset-613,10.1016/j.cej.2018.12.033,"{'id': 'jour.1127675', 'title': 'Chemical Engineering Journal'}",SVI,Multistage treatment technology for leachate from mature urban landfill: Full scale operation performance and challenges,
dataset-613,10.1007/s10618-019-00648-w,"{'id': 'jour.1041853', 'title': 'Data Mining and Knowledge Discovery'}",SVI,Contextual bandits with hidden contexts: a focused data capture from social media streams,
dataset-613,10.1007/s10904-019-01173-5,"{'id': 'jour.1047541', 'title': 'Journal of Inorganic and Organometallic Polymers and Materials'}",SVI,Investigation of Photocatalytic and Seed Germination Effects of TiO2 Nanoparticles Synthesized by Melia azedarach L. Leaf Extract,
dataset-613,10.5194/amt-2019-352,Atmospheric Measurement Techniques Discussions,SVI,Microphysical properties and fall speed measurements of snow ice crystals using the Dual Ice Crystal Imager (D-ICI),http://dx.doi.org/10.5194/amt-2019-352
dataset-613,10.1016/j.jhazmat.2019.121620,"{'id': 'jour.1106099', 'title': 'Journal of Hazardous Materials'}",SVI,Impact of polystyrene nanoplastics (PSNPs) on seed germination and seedling growth of wheat (Triticum aestivum L.),
dataset-613,10.1016/j.biortech.2019.122405,"{'id': 'jour.1133055', 'title': 'Bioresource Technology'}",SVI,Studies on a new stainless steel mesh dynamic membrane for wastewater treatment,
dataset-613,10.1016/j.neucom.2019.07.003,"{'id': 'jour.1128607', 'title': 'Neurocomputing'}",SVI,Link Communities Detection: an Embedding Method on the Line Hypergraph,
dataset-613,10.1016/j.jcin.2019.07.025,"{'id': 'jour.1039677', 'title': 'JACC Cardiovascular Interventions'}",SVI,Effect of Transcatheter Aortic Valve Replacement on Right Ventricular–Pulmonary Artery Coupling,
dataset-613,10.1016/j.chest.2019.04.109,"{'id': 'jour.1012865', 'title': 'CHEST Journal'}",SVI,Right ventricular-arterial uncoupling during exercise in heart failure with preserved ejection fraction - role of pulmonary vascular dysfunction,
dataset-613,10.1002/jctb.6180,"{'id': 'jour.1097496', 'title': 'Journal of Chemical Technology & Biotechnology'}",SVI,Impact of EPS and chitosan combination on enhancement of anaerobic granule quality during simultaneous microbial adaptation and granulation,
dataset-613,10.1016/j.jenvman.2019.109401,"{'id': 'jour.1018392', 'title': 'Journal of Environmental Management'}",SVI,Novel shortcut biological nitrogen removal method using an algae-bacterial consortium in a photo-sequencing batch reactor: Process optimization and kinetic modelling,
dataset-613,10.1002/dvg.23339,"{'id': 'jour.1090439', 'title': 'Genesis'}",SVI,The role of chick Ebf genes in the mediolateral patterning of the somites,
dataset-613,10.1007/s13201-019-1066-x,"{'id': 'jour.1051421', 'title': 'Applied Water Science'}",SVI,Use of redox mediators for the enhanced degradation of selected nitrophenols,
dataset-613,10.1016/j.scitotenv.2019.07.191,"{'id': 'jour.1015499', 'title': 'The Science of The Total Environment'}",SVI,"Insights into the effects of carbon source on sequencing batch reactors: Performance, quorum sensing and microbial community",
dataset-613,10.1016/j.jenvman.2019.109355,"{'id': 'jour.1018392', 'title': 'Journal of Environmental Management'}",SVI,A hybrid system for groundwater denitrification using electrocoagulation and adsorption,
dataset-613,10.1016/j.ijggc.2019.102810,"{'id': 'jour.1137796', 'title': 'International Journal of Greenhouse Gas Control'}",SVI,"Optimization of well placement and operating conditions for various well patterns in CO2 sequestration in the Pohang Basin, Korea",
dataset-613,10.1017/s0373463319000237,"{'id': 'jour.1137120', 'title': 'Journal of Navigation'}",SVI,Determination of Seasonality Patterns in the Transport of Cruise Travellers Through Clustering Techniques,
dataset-613,10.1016/j.jss.2019.05.022,"{'id': 'jour.1017832', 'title': 'Journal of Surgical Research'}",SVI,Using the Social Vulnerability Index to Examine Local Disparities in Emergent and Elective Cholecystectomy,
dataset-613,10.1007/s42521-019-00001-2,Digital Finance,SVI,Model-based arbitrage in multi-exchange models for Bitcoin price dynamics,https://link.springer.com/content/pdf/10.1007%2Fs42521-019-00001-2.pdf
dataset-613,10.1016/j.jece.2019.103531,"{'id': 'jour.1052918', 'title': 'Journal of Environmental Chemical Engineering'}",SVI,The effect of different operational strategies on polyhydroxyalkanoates (PHAs) production at short-term biomass enrichment,
dataset-613,10.1016/j.scitotenv.2019.07.331,"{'id': 'jour.1015499', 'title': 'The Science of The Total Environment'}",SVI,Impact of hydraulic retention time and organic matter concentration on side-stream aerobic granular membrane bioreactor,
dataset-613,10.1016/j.chemosphere.2019.06.220,"{'id': 'jour.1015185', 'title': 'Chemosphere'}",SVI,Effect of extracellular polymeric substances (EPS) conditioned by combined lysozyme and cationic polyacrylamide on the dewatering performance of activated sludge,
dataset-613,10.1002/ccd.28074,"{'id': 'jour.1294875', 'title': 'Catheterization and Cardiovascular Interventions'}",SVI,Left ventricular remodeling and function after transapical versus transfemoral transcatheter aortic valve replacement,
dataset-613,10.1016/j.biortech.2019.121978,"{'id': 'jour.1133055', 'title': 'Bioresource Technology'}",SVI,Production of polyhydroxyalkanoates and enrichment of associated microbes in bioreactors fed with rice winery wastewater at various organic loading rates,
dataset-613,10.1016/j.chest.2019.10.045,"{'id': 'jour.1012865', 'title': 'CHEST Journal'}",SVI,Survival improved in systemic sclerosis associated pulmonary arterial hypertension patients aged 70 years or less over the period 2006-2017 in France,
dataset-613,10.1002/jmri.26743,"{'id': 'jour.1101214', 'title': 'Journal of Magnetic Resonance Imaging'}",SVI,"Head‐to‐head comparison between multiparametric MRI, the partin tables, memorial sloan kettering cancer center nomogram, and CAPRA score in predicting extraprostatic cancer in patients undergoing radical prostatectomy",
dataset-613,10.1016/j.jcin.2019.08.031,"{'id': 'jour.1039677', 'title': 'JACC Cardiovascular Interventions'}",SVI,Impact of Pulmonary Hypertension Hemodynamic Status on Long-Term Outcome After Transcatheter Aortic Valve Replacement,
dataset-613,10.1016/j.jenvman.2019.109411,"{'id': 'jour.1018392', 'title': 'Journal of Environmental Management'}",SVI,"A multi-objective framework for multidimensional vulnerability assessment – Case of a coastal district of West Bengal, India",
dataset-613,10.1016/j.jedc.2019.103750,"{'id': 'jour.1027784', 'title': 'Journal of Economic Dynamics and Control'}",SVI,Functional Ross Recovery: Theoretical Results and Empirical Tests,
dataset-613,10.1016/j.bcab.2019.101435,"{'id': 'jour.1047231', 'title': 'Biocatalysis and Agricultural Biotechnology'}",SVI,Biosynthesis and purification of indole-3-acetic acid by halotolerant rhizobacteria isolated from Little Runn of Kachchh,
dataset-613,10.1016/j.fsi.2019.09.061,"{'id': 'jour.1113955', 'title': 'Fish & Shellfish Immunology'}",SVI,"Plant protein diet suppressed immune function by inhibiting spiral valve intestinal mucosal barrier integrity, anti-oxidation, apoptosis, autophagy and proliferation responses in amur sturgeon (Acipenser schrenckii)",
dataset-613,10.1007/s10586-018-2614-0,"{'id': 'jour.1046649', 'title': 'Cluster Computing'}",SVI,Remotely assessing above-ground fresh biomass weight of wheat based on the combinations of pair vegetation indexes from HJ-CCD images,
dataset-613,10.1002/lary.27818,"{'id': 'jour.1096341', 'title': 'The Laryngoscope'}",SVI,Survival impact of treatment‐related time intervals in nasopharyngeal carcinoma in the United States,
dataset-613,10.1016/j.econlet.2019.108831,"{'id': 'jour.1027345', 'title': 'Economics Letters'}",SVI,Bubble regime identification in an attention-based model for Bitcoin and Ethereum price dynamics,
dataset-613,10.1016/j.jocn.2019.08.024,"{'id': 'jour.1112095', 'title': 'Journal of Clinical Neuroscience'}",SVI,Early cardiovascular function and associated hemodynamics in adults with isolated moderate-severe traumatic brain injury: A pilot study,
dataset-613,10.1016/j.chemosphere.2019.06.137,"{'id': 'jour.1015185', 'title': 'Chemosphere'}",SVI,Effects of K+ salinity on the sludge activity and the microbial community structure of an A2O process,
dataset-613,10.5194/amt-2019-351,Atmospheric Measurement Techniques Discussions,SVI,Evaluation of equivalent black carbon (EBC) source appointment using observations from Switzerland between 2008 and 2018,http://dx.doi.org/10.5194/amt-2019-351
dataset-613,10.1097/md.0000000000017931,"{'id': 'jour.1077253', 'title': 'Medicine'}",SVI,Stratification based on adverse laboratory/pathological features for predicting overall survival in patients undergoing radical prostatectomy: A K-CaP registry-based analysis.,
dataset-613,10.5614/j.eng.technol.sci.2019.51.5.7,"{'id': 'jour.1146371', 'title': 'Journal of Engineering and Technological Sciences'}",SVI,Kinetics on Organic Removal by Aerobic Granular Sludge in Bubbled Airlift Continuous Reactor,
dataset-613,10.31616/asj.2018.0177,Asian Spine Journal,SVI,Mid-length Pedicle Screws in Posterior Instrumentation of Scoliosis,http://www.asianspinejournal.org/upload/pdf/asj-2018-0177.pdf
dataset-613,10.3389/fphys.2019.01345,Frontiers in Physiology,SVI,An Unsettled Promise: The Newborn Piglet Model of Neonatal Acute Respiratory Distress Syndrome (NARDS). Physiologic Data and Systematic Review,http://dx.doi.org/10.3389/fphys.2019.01345
dataset-613,10.1007/s40030-019-00407-6,"{'id': 'jour.1135971', 'title': 'Journal of The Institution of Engineers (India): Series A'}",SVI,Reactor Performance and Morphology of Aerobic Sludge Biomass in the Presence and Absence of Ni(II) Ion in Feed,
dataset-613,10.32539/bsm.v3i4.99,"{'id': 'jour.1339082', 'title': 'BioScientia Medicina'}",SVI,The Comparison of High Flow Nasal Cannula Oxygen and Conventional Oxygen Therapy on Early Effect Hemodynamic Indicators in Post – Upper Abdominal Surgery Patients,
dataset-613,10.3389/fpls.2019.01355,Frontiers in Plant Science,SVI,In-Field Detection and Quantification of Septoria Tritici Blotch in Diverse Wheat Germplasm Using Spectral–Temporal Features,http://dx.doi.org/10.3389/fpls.2019.01355
dataset-613,10.3390/s19214640,Sensors,SVI,Temporal and Spectral Optimization of Vegetation Indices for Estimating Grain Nitrogen Uptake and Late-Seasonal Nitrogen Traits in Wheat,http://dx.doi.org/10.3390/s19214640
dataset-613,10.1007/s12355-019-00777-y,"{'id': 'jour.1043451', 'title': 'Sugar Tech'}",SVI,Treatment of Sugar Industry Effluent Through SBR Followed by Electrocoagulation,
dataset-613,10.1007/s10851-019-00920-0,"{'id': 'jour.1041815', 'title': 'Journal of Mathematical Imaging and Vision'}",SVI,A Novel Euler’s Elastica-Based Segmentation Approach for Noisy Images Using the Progressive Hedging Algorithm,
dataset-613,10.1080/02571862.2019.1610808,"{'id': 'jour.1049124', 'title': 'South African Journal of Plant and Soil'}",SVI,Optimising the dosage of ethyl methanesulphonate mutagenesis in selected wheat genotypes,
dataset-613,10.5194/isprs-archives-xlii-4-w18-435-2019,"ISPRS - International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",SVI,VEGETATION MAPPING OF SENTINEL-1 AND 2 SATELLITE IMAGES USING CONVOLUTIONAL NEURAL NETWORK AND RANDOM FOREST WITH THE AID OF DUAL-POLARIZED AND OPTICAL VEGETATION INDEXES,http://dx.doi.org/10.5194/isprs-archives-xlii-4-w18-435-2019
dataset-613,10.1007/s00780-019-00410-6,"{'id': 'jour.1135992', 'title': 'Finance and Stochastics'}",SVI,A Black–Scholes inequality: applications and generalisations,
dataset-613,10.3389/fncel.2019.00467,"{'id': 'jour.1040224', 'title': 'Frontiers in Cellular Neuroscience'}",SVI,Automated Live-Cell Imaging of Synapses in Rat and Human Neuronal Cultures,
dataset-613,10.1111/aas.13486,"{'id': 'jour.1016901', 'title': 'Acta Anaesthesiologica Scandinavica'}",SVI,Levosimendan or milrinone for right ventricular inotropic treatment?—A secondary analysis of a randomized trial,
dataset-613,10.1002/wer.1186,"{'id': 'jour.1312339', 'title': 'Water Environment Research'}",SVI,Treatment of anaerobically digested effluent from kitchen waste using combined processes of anaerobic digestion–complete nitritation–ANAMMOX based on reflux dilution,
dataset-613,10.1007/s10163-019-00930-5,"{'id': 'jour.1135965', 'title': 'Journal of Material Cycles and Waste Management'}",SVI,Transformation of di-n-butyl phthalate in an anaerobic/anoxic/oxic leachate treatment process,
dataset-613,10.1080/10934529.2019.1631087,"{'id': 'jour.1345394', 'title': 'Journal of Environmental Science and Health Part A'}",SVI,Parametric optimization of domestic wastewater treatment in an activated sludge sequencing batch reactor using response surface methodology,
dataset-613,10.1007/s40953-019-00185-9,"{'id': 'jour.1027984', 'title': 'Journal of Quantitative Economics'}",SVI,Google Search Intensity and the Investor Attention Effect: A Quantile Regression Approach,
dataset-613,10.3389/fmed.2019.00216,"{'id': 'jour.1051073', 'title': 'Frontiers in Medicine'}",SVI,"Central Venous Pressure (CVP) Reduction Associated With Higher Cardiac Output (CO) Favors Good Prognosis of Circulatory Shock: A Single-Center, Retrospective Cohort Study",
dataset-613,10.1111/bjh.16203,"{'id': 'jour.1017308', 'title': 'British Journal of Haematology'}",SVI,Patients aged less than 3 years with acute myeloid leukaemia characterize a molecularly and clinically distinct subgroup,
dataset-613,10.1007/s00432-019-03049-0,"{'id': 'jour.1313647', 'title': 'Journal of Cancer Research and Clinical Oncology'}",SVI,Postoperative biochemical recurrence of pathologically localized high-grade prostate cancer in adjuvant treatment-naïve patients,
dataset-613,10.1007/s40305-019-00267-8,"{'id': 'jour.1136156', 'title': 'Journal of the Operations Research Society of China'}",SVI,"Two-Stage Stochastic Variational Inequalities: Theory, Algorithms and Applications",
dataset-613,10.2183/pjab.95.032,"{'id': 'jour.1104826', 'title': 'Proceedings of the Japan Academy Series B'}",SVI,Physiological significance of ghrelin in the cardiovascular system,
dataset-613,10.1111/phpp.12510,"{'id': 'jour.1094754', 'title': 'Photodermatology Photoimmunology & Photomedicine'}",SVI,Analysis of Internet searches using Google Trends to measure interest in sun protection and skin cancer in selected South‐East Asian populations,
dataset-613,10.4312/as.25.3.23-33,"{'id': 'jour.1146053', 'title': 'Andragoška Spoznanja'}",SVI,University Teaching and Learning in Educational Sciences: The Case of Andragogy in the Czech Republic,
dataset-613,10.7759/cureus.5857,"{'id': 'jour.1047717', 'title': 'Cureus'}",SVI,Online Search Behavior for Cancer Immunotherapy Resources and Readability Analysis: An Opportunity to Aid in Medical Decision-making,
dataset-613,10.1080/08941939.2019.1669745,"{'id': 'jour.1098470', 'title': 'Journal of Investigative Surgery'}",SVI,How to Pick Out the “Unreal” Gleason 3 + 3 Patients: A Nomogram for More Precise Active Surveillance Protocol in Low-Risk Prostate Cancer in a Chinese Population,
dataset-613,10.1101/791699,"{'id': 'jour.1293558', 'title': 'bioRxiv'}",SVI,CellBender remove-background: a deep generative model for unsupervised removal of background noise from scRNA-seq datasets,
dataset-613,10.1080/09546634.2019.1566589,"{'id': 'jour.1099960', 'title': 'Journal of Dermatological Treatment'}",SVI,A review of the FDA's 510(k) approvals process for electromagnetic devices used in body contouring,
dataset-613,10.1080/15427560.2019.1575829,"{'id': 'jour.1142158', 'title': 'Journal of Behavioral Finance'}",SVI,Sophisticated Investor Attention and Market Reaction to Earnings Announcements: Evidence From the SEC’s EDGAR Log Files,
dataset-613,10.1093/ehjci/jez038,European Heart Journal - Cardiovascular Imaging,SVI,Quantitative estimation of extravascular lung water volume and preload by dynamic 15O-water positron emission tomography,https://doi.org/10.1093/ehjci/jez038
dataset-613,10.3390/economies7040099,Economies,SVI,The Influencing Factors on Choice Behavior Regarding Green Electronic Products: Based on the Green Perceived Value Model,http://dx.doi.org/10.3390/economies7040099
dataset-613,10.1093/eurheartj/ehz746.0234,"{'id': 'jour.1091325', 'title': 'European Heart Journal'}",SVI,P5263Genotype and cardiac findings in non transfusion dependent thalassemia patients,
dataset-613,10.1089/end.2019.29064.abstracts,"{'id': 'jour.1098340', 'title': 'Journal of Endourology'}",SVI,SCIENTIFIC PROGRAM OF 37TH WORLD CONGRESS OF ENDOUROLOGY PROGRAM BOOK,
dataset-613,10.4244/eij-d-19-00399,"{'id': 'jour.1035557', 'title': 'EuroIntervention'}",SVI,Early Hemodynamic Changes and Long-Term Outcome Of Patients With Severe Low Gradient Aortic Stenosis After Transcatheter Aortic Valve Replacement.,
dataset-613,10.1093/eurheartj/ehz746.0132,"{'id': 'jour.1091325', 'title': 'European Heart Journal'}",SVI,6098The role of diastolic function in risk stratification of patients with moderate aortic stenosis,
dataset-613,10.1093/eurheartj/ehz745.1062,"{'id': 'jour.1091325', 'title': 'European Heart Journal'}",SVI,P4680Prognostic value of stroke volume index in patients with pulmonary arterial hypertension at intermediate risk,
dataset-613,10.1016/j.jenvman.2019.06.086,"{'id': 'jour.1018392', 'title': 'Journal of Environmental Management'}",SVI,Potential for simultaneous nitrogen removal and sludge reduction of the oxic-settling-anaerobic process operated as a dual fed sequencing batch reactor,
dataset-613,10.1002/eap.1961,"{'id': 'jour.1133336', 'title': 'Ecological Applications'}",SVI,"The potential of satellite greenness to predict plant diversity among wetland types, ecoregions, and disturbance levels",
dataset-613,10.1016/s1569-9056(19)33712-1,"{'id': 'jour.1036748', 'title': 'European Urology Supplements'}",SVI,SC232 Combining fusion biopsy with standard biopsy in naïve patients: Is there an additional value?,
dataset-613,10.1016/s1569-9056(19)33600-0,"{'id': 'jour.1036748', 'title': 'European Urology Supplements'}",SVI,SC120 A novel nomogram predicting lymph node invasion among patients with clinically localized prostate cancer: The importance of extracapsular extension at preoperative magnetic resonance imaging,
dataset-613,10.1016/j.euo.2019.09.006,"{'id': 'jour.1327616', 'title': 'European Urology Oncology'}",SVI,Early Tolerance and Tumor Control Outcomes with High-dose Ultrahypofractionated Radiation Therapy for Prostate Cancer,
dataset-613,10.1016/j.geoderma.2019.06.001,"{'id': 'jour.1035876', 'title': 'Geoderma'}",SVI,Intra-storm time stability analysis of surface soil water content,
dataset-613,10.1007/s40846-018-0455-1,Journal of Medical and Biological Engineering,SVI,Non-invasive Determination of Aortic Mechanical Properties and Their Effects on Left Ventricular Function Following Endovascular Abdominal Aneurysm Repair,https://link.springer.com/content/pdf/10.1007%2Fs40846-018-0455-1.pdf
dataset-613,10.1016/j.rvsc.2019.08.009,"{'id': 'jour.1018355', 'title': 'Research in Veterinary Science'}",SVI,Echocardiographic assessment of left ventricular systolic function in neonatal calves with naturally occurring sepsis or septic shock due to diarrhea,
dataset-613,10.1007/s00259-019-04486-2,"{'id': 'jour.1297401', 'title': 'European Journal of Nuclear Medicine and Molecular Imaging'}",SVI,"Annual Congress of the European Association of Nuclear Medicine October 12 – 16, 2019 Barcelona, Spain",
dataset-613,10.1038/s41431-019-0494-2,"{'id': 'jour.1103410', 'title': 'European Journal of Human Genetics'}",SVI,Abstracts from the 52nd European Society of Human Genetics (ESHG) Conference: Posters,
dataset-613,10.1016/j.jece.2019.103256,"{'id': 'jour.1052918', 'title': 'Journal of Environmental Chemical Engineering'}",SVI,Modelling the effects of ferric salt dosing for chemical phosphorus removal on the settleability of activated sludge,
dataset-613,10.1016/s1569-9056(19)33607-3,"{'id': 'jour.1036748', 'title': 'European Urology Supplements'}",SVI,"SC127 Added value of mpMRI, MRI-targeted and systematic biopsy in the prediction of adverse pathologic features in contemporary prostate cancer patients undergoing radical prostatectomy",
dataset-613,10.1016/j.biosystemseng.2019.06.008,"{'id': 'jour.1030719', 'title': 'Biosystems Engineering'}",SVI,Development of Fusarium head blight classification index using hyperspectral microscopy images of winter wheat spikelets,
dataset-613,10.1016/j.biortech.2019.121620,"{'id': 'jour.1133055', 'title': 'Bioresource Technology'}",SVI,Overcoming the instability of aerobic granular sludge under nitrogen deficiency through shortening settling time,
dataset-613,10.1016/j.scitotenv.2019.05.435,"{'id': 'jour.1015499', 'title': 'The Science of The Total Environment'}",SVI,"A systematic review of life cycle sustainability assessment: Current state, methodological challenges, and implementation issues",
dataset-613,10.1111/jbfa.12412,"{'id': 'jour.1052081', 'title': 'Journal of Business Finance &amp Accounting'}",SVI,Does stardom affect the informativeness of a CEO's insider trades?,
dataset-613,10.1016/j.jclepro.2019.118733,"{'id': 'jour.1044002', 'title': 'Journal of Cleaner Production'}",SVI,Digested blackwater treatment in a partial nitritation-anammox reactor under repeated starvation and reactivation periods,
dataset-613,10.1158/1055-9965.epi-18-1358,"{'id': 'jour.1101916', 'title': 'Cancer Epidemiology Biomarkers & Prevention'}",SVI,Positive STAT5 Protein and Locus Amplification Status Predicts Recurrence after Radical Prostatectomy to Assist Clinical Precision Management of Prostate Cancer,
dataset-613,10.1038/s10038-019-0642-0,"{'id': 'jour.1294984', 'title': 'Journal of Human Genetics'}",SVI,Identification of a missense variant in CLDN2 in obstructive azoospermia,
dataset-613,10.1101/mcs.a004739,"{'id': 'jour.1051957', 'title': 'Molecular Case Studies'}",SVI,A case for expert curation: an overview of cancer curation in the Clinical Genome Resource (ClinGen),
dataset-613,10.1016/j.scitotenv.2019.06.291,"{'id': 'jour.1015499', 'title': 'The Science of The Total Environment'}",SVI,Continuous-flow aerobic granulation in plug-flow bioreactors fed with real domestic wastewater,
dataset-613,10.1016/j.clnu.2019.05.023,"{'id': 'jour.1034742', 'title': 'Clinical Nutrition'}",SVI,Making Sense of ERAS Elements,
dataset-613,10.1002/joa3.12221,Journal of Arrhythmia,SVI,Correlation between the left atrial low‐voltage area and the cardiac function improvement after catheter ablation for paroxysmal atrial fibrillation,https://onlinelibrary.wiley.com/doi/pdf/10.1002/joa3.12221
