datasets,doi,journal,search_term,title,url,valid?,notes,pdf
dataset-623,10.5194/isprs-archives-xlii-3-w2-189-2017,"ISPRS - International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",C-CAP,"SATELLITE OBSERVED WATER QUALITY CHANGES IN THE LAURENTIAN GREAT LAKES DUE TO INVASIVE SPECIES, ANTHROPOGENIC FORCING, AND CLIMATE CHANGE",https://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XLII-3-W2/189/2017/isprs-archives-XLII-3-W2-189-2017.pdf,,,
dataset-623,10.1016/j.landurbplan.2017.07.003,Landscape and Urban Planning,C-CAP,Evaluating the effects of open space configurations in reducing flood damage along the Gulf of Mexico coast,,,,
dataset-623,10.1371/journal.pone.0184466,PLoS ONE,C-CAP,Evaluating the role of land cover and climate uncertainties in computing gross primary production in Hawaiian Island ecosystems,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0184466&type=printable,,,
dataset-623,10.1016/j.ecolmodel.2017.05.004,Ecological Modelling,C-CAP,Establishing nearshore marine secondary productivity baseline estimates for multiple habitats in coastal Mississippi and Alabama using AQUATOX 3.1 NME for use in the Deepwater Horizon natural resource damage assessment,,,,
dataset-623,10.1007/s12237-017-0209-2,Chesapeake Science,C-CAP,Changes in Habitat Availability for Multiple Life Stages of Diamondback Terrapins (Malaclemys terrapin) in Chesapeake Bay in Response to Sea Level Rise,,,,
dataset-623,10.1007/s11852-017-0523-7,Journal of Coastal Conservation,C-CAP,"Habitat change in the lower Columbia River estuary, 1870–2009",,,,
dataset-623,10.1523/jneurosci.3799-16.2017,Journal of Neuroscience,C-CAP,Sodium Channel Nav1.8 Underlies TTX-Resistant Axonal Action Potential Conduction in Somatosensory C-Fibers of Distal Cutaneous Nerves,http://www.jneurosci.org/content/jneuro/37/20/5204.full.pdf,,,
dataset-623,10.1080/13658816.2016.1207776,International Journal of Geographical Information Science,C-CAP,A cartographic modeling approach to isopleth mapping,,,,
dataset-623,10.1016/j.jenvman.2016.12.067,Journal of Environmental Management,C-CAP,Upstream solutions to coral reef conservation: The payoffs of smart and cooperative decision-making,https://doi.org/10.1016/j.jenvman.2016.12.067,,,
dataset-623,10.1002/ep.12428,Environmental Progress & Sustainable Energy,C-CAP,Estimating the potential benefits of green stormwater infrastructure on developed sites using hydrologic model simulation,,,,
dataset-623,10.1016/j.ocecoaman.2016.12.014,Ocean & Coastal Management,C-CAP,Threatened protection: Sea level rise and coastal protected lands of the eastern United States,https://doi.org/10.1016/j.ocecoaman.2016.12.014,,,
dataset-623,10.1175/mwr-d-16-0149.1,Monthly Weather Review,C-CAP,A Measure-Theoretic Algorithm for Estimating Bottom Friction in a Coastal Inlet: Case Study of Bay St. Louis during Hurricane Gustav (2008),,,,
dataset-623,10.2112/si79-022.1,Journal of Coastal Research,C-CAP,"Study on Driving Mechanisms of Land Use Change in the Coastal Area of Jiangsu, China",http://www.bioone.org/doi/pdf/10.2112/SI79-022.1,,,
dataset-623,10.3390/rs9020131,Remote Sensing,C-CAP,"Salt Marsh Monitoring in Jamaica Bay, New York from 2003 to 2013: A Decade of Change from Restoration to Hurricane Sandy",https://www.mdpi.com/2072-4292/9/2/131/pdf,,,
dataset-623,10.3389/fmars.2016.00279,Frontiers in Marine Science,C-CAP,"Assessing the Impact of Local and Regional Influences on Nitrogen Loads to Buzzards Bay, MA",https://www.frontiersin.org/articles/10.3389/fmars.2016.00279/pdf,,,
dataset-623,10.1097/j.pain.0000000000000723,Pain,C-CAP,Reduced excitability and impaired nociception in peripheral unmyelinated fibers from Nav1.9-null mice,,,,
dataset-623,10.4236/gep.2017.59009,Journal of Geoscience and Environment Protection,C-CAP,The Effect of Land Cover Change on Flooding in Texas,http://www.scirp.org/journal/PaperDownload.aspx?paperID=78930,,,
dataset-623,10.5751/es-09733-220419,Ecology and Society,C-CAP,"Development of scenarios for land cover, population density, impervious cover, and conservation in New Hampshire, 2010–2100",http://www.ecologyandsociety.org/vol22/iss4/art19/ES-2017-9733.pdf,,,
dataset-623,10.1080/15481603.2016.1235009,GIScience & Remote Sensing,C-CAP,Temporal replication of the national land cover database using active machine learning,,,,
dataset-623,10.1080/01431161.2016.1230285,International Journal of Remote Sensing,C-CAP,Extending the geographic extent of existing land cover data using active machine learning and covariate shift corrective sampling,,,,
dataset-623,10.14358/pers.82.9.711,Photogrammetric Engineering & Remote Sensing,C-CAP,Accuracy Assessment of NOAA Coastal Change Analysis Program 2006-2010 Land Cover and Land Cover Change Data,,,,
dataset-623,10.1080/13658816.2016.1144886,International Journal of Geographical Information Science,C-CAP,The impact of Hurricane Katrina on urban growth in Louisiana: an analysis using data mining and simulation approaches,,,,
dataset-623,10.1016/s0099-1112(16)30122-7,Photogrammetric Engineering & Remote Sensing,C-CAP,Accuracy Assessment of NOAA Coastal Change Analysis Program 2006-2010 Land Cover and Land Cover Change Data,,,,
dataset-623,10.3390/ijerph13080826,International Journal of Environmental Research and Public Health,C-CAP,Accessible Home Environments for People with Functional Limitations: A Systematic Review,http://www.mdpi.com/1660-4601/13/8/826/pdf,,,
dataset-623,10.1016/j.ecolecon.2016.05.005,Ecological Economics,C-CAP,Divers' willingness to pay for improved coral reef conditions in Guam: An untapped source of funding for management and conservation?,,,,
dataset-623,10.1016/j.ecss.2016.05.002,Estuarine Coastal and Shelf Science,C-CAP,"The influence of nitrogen and phosphorus on phytoplankton growth and assemblage composition in four coastal, southeastern USA systems",,,,
dataset-623,10.3390/land5030025,Land,C-CAP,Analysis and Prediction of Land Use Changes Related to Invasive Species and Major Driving Forces in the State of Connecticut,http://www.mdpi.com/2073-445X/5/3/25/pdf,,,
dataset-623,10.3390/geosciences6030034,Geosciences,C-CAP,Climate Change and Watershed Hydrology—Heavier Precipitation Influence on Stormwater Runoff,https://www.mdpi.com/2076-3263/6/3/34/pdf,,,
dataset-623,10.1091/mbc.e15-10-0734,Molecular Biology of the Cell,C-CAP,Comparative Plasmodium gene overexpression reveals distinct perturbation of sporozoite transmission by profilin,https://doi.org/10.1091/mbc.e15-10-0734,,,
dataset-623,10.1002/hyp.10766,Hydrological Processes,C-CAP,Quantifying groundwater dependency of riparian surface hydrologic features using the exit gradient,,,,
dataset-623,10.3390/rs8060490,Remote Sensing,C-CAP,Identification of Woodland Vernal Pools with Seasonal Change PALSAR Data for Habitat Conservation,https://www.mdpi.com/2072-4292/8/6/490/pdf,,,
dataset-623,10.1007/s11136-015-1194-1,Quality of Life Research,C-CAP,Cardiff cardiac ablation patient-reported outcome measure (C-CAP): validation of a new questionnaire set for patients undergoing catheter ablation for cardiac arrhythmias in the UK,https://link.springer.com/content/pdf/10.1007%2Fs11136-015-1194-1.pdf,,,
dataset-623,10.1676/wils-128-02-290-305.1,The Wilson Journal of Ornithology,C-CAP,"Wintering grassland bird responses to vegetation structure, exotic invasive plant composition, and disturbance regime in coastal prairies of Texas",,,,
dataset-623,10.1080/00045608.2015.1115388,Annals of the American Association of Geographers,C-CAP,"Loamy, Two-Storied Soils on the Outwash Plains of Southwestern Lower Michigan: Pedoturbation of Loess with the Underlying Sand",,,,
dataset-623,10.1007/s12237-015-0025-5,Chesapeake Science,C-CAP,Modeling Potential Shifts in Hawaiian Anchialine Pool Habitat and Introduced Fish Distribution due to Sea Level Rise,,,,
dataset-623,10.4324/9781315713373,,C-CAP,Urban Landscape Ecology,,,,
dataset-623,10.1016/s0735-1097(16)30729-x,Journal of the American College of Cardiology,C-CAP,A NEWLY DEVELOPED DISEASE SPECIFIC PATIENT REPORTED OUTCOME MEASURE ILLUSTRATES IMPROVEMENTS IN PATIENT SYMPTOMS FOLLOWING CARDIAC ABLATION,https://doi.org/10.1016/s0735-1097(16)30729-x,,,
dataset-623,10.1371/journal.pone.0148842,PLoS ONE,C-CAP,Anthropogenic Habitats Facilitate Dispersal of an Early Successional Obligate: Implications for Restoration of an Endangered Ecosystem,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0148842&type=printable,,,
dataset-623,10.1007/s11069-015-2000-7,Natural Hazards,C-CAP,Assessing the relevance of wetlands for storm surge protection: a coupled hydrodynamic and geospatial framework,,,,
dataset-623,10.1080/15230406.2015.1014426,Cartography and Geographic Information Science,C-CAP,"A comprehensive cartographic approach to evacuation map creation for Hurricane Ike in Galveston County, Texas",,,,
dataset-623,10.1007/978-981-10-1850-3,,C-CAP,"Forestry Measures for Ecologically Controlling Non-point Source Pollution in Taihu Lake Watershed, China",,,,
dataset-623,10.1007/978-3-319-22560-9,,C-CAP,Principles of Applied Remote Sensing,,,,
dataset-623,10.18203/2319-2003.ijbcp20160743,International Journal of Basic & Clinical Pharmacology,C-CAP,Evaluation of anti-inflammatory potential of ayurvedic formulation Rheumacure in animal model of rheumatoid arthritis,https://www.ijbcp.com/index.php/ijbcp/article/download/260/243,,,
dataset-623,10.1016/j.advwatres.2015.09.020,Advances in Water Resources,C-CAP,Terrain-driven unstructured mesh development through semi-automatic vertical feature extraction,https://manuscript.elsevier.com/S0309170815002274/pdf/S0309170815002274.pdf,,,
dataset-623,10.1111/1752-1688.12331,JAWRA Journal of the American Water Resources Association,C-CAP,An Analysis of the Effects of Land Use and Land Cover on Flood Losses along the Gulf of Mexico Coast from 1999 to 2009,,,,
dataset-623,10.1080/10106049.2015.1034194,Geocarto International,C-CAP,Study of coastal wetland classification based on decision rules using ALOS AVNIR-2 images and ancillary geospatial data,,,,
dataset-623,10.3390/land4041090,Land,C-CAP,Patterns of Wastewater Infrastructure along a Gradient of Coastal Urbanization: A Study of the Puget Sound Region,http://www.mdpi.com/2073-445X/4/4/1090/pdf,,,
dataset-623,10.4324/9781315784090,,C-CAP,Child Custody,,,,
dataset-623,10.3390/jimaging1010085,Journal of Imaging,C-CAP,Land Cover Change Image Analysis for Assateague Island National Seashore Following Hurricane Sandy,https://www.mdpi.com/2313-433X/1/1/85/pdf,,,
dataset-623,10.1016/j.marpolbul.2015.07.035,Marine Pollution Bulletin,C-CAP,"A spatial assessment of baseline nutrient and water quality values in the Ashepoo–Combahee–Edisto (ACE) Basin, South Carolina, USA",,,,
dataset-623,10.1093/europace/euv331,EP Europace,C-CAP,Devices & Sudden death,https://academic.oup.com/europace/article-pdf/17/suppl_5/v10/7503969/euv331.pdf,,,
dataset-623,10.3390/rs70911695,Remote Sensing,C-CAP,Evaluation of Airborne Lidar Elevation Surfaces for Propagation of Coastal Inundation: The Importance of Hydrologic Connectivity,https://doi.org/10.3390/rs70911695,,,
dataset-623,10.1016/j.rse.2015.06.009,Remote Sensing of Environment,C-CAP,Remote sensing of foliar nitrogen in cultivated grasslands of human dominated landscapes,https://manuscript.elsevier.com/S0034425715300390/pdf/S0034425715300390.pdf,,,
dataset-623,10.1016/j.jag.2015.03.011,International Journal of Applied Earth Observation and Geoinformation,C-CAP,Improved coastal wetland mapping using very-high 2-meter spatial resolution imagery,,,,
dataset-623,10.1007/s12237-014-9855-9,Chesapeake Science,C-CAP,A National Assessment of Stressors to Estuarine Fish Habitats in the Contiguous USA,,,,
dataset-623,10.1080/13658816.2014.989856,International Journal of Geographical Information Science,C-CAP,Graph-assisted landscape monitoring,,,,
dataset-623,10.1152/jn.01004.2014,Journal of Neurophysiology,C-CAP,α- And β-subunit composition of voltage-gated sodium channels investigated with μ-conotoxins and the recently discovered μO§-conotoxin GVIIJ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4416564/pdf,,,
dataset-623,10.1016/j.advwatres.2015.01.011,Advances in Water Resources,C-CAP,Definition and solution of a stochastic inverse problem for the Manning’s n parameter field in hydrodynamic models,https://manuscript.elsevier.com/S0309170815000135/pdf/S0309170815000135.pdf,,,
dataset-623,10.3390/rs70403489,Remote Sensing,C-CAP,Downscaling 250-m MODIS Growing Season NDVI Based on Multiple-Date Landsat Images and Data Mining Approaches,http://www.mdpi.com/2072-4292/7/4/3489/pdf,,,
dataset-623,10.1201/b18210-30,,C-CAP,Promising Developments and Future Challenges for Remote Sensing of Wetlands,,,,
dataset-623,10.1201/b18210-7,,C-CAP,Advances in Remotely Sensed Data and Techniques for Wetland Mapping and Monitoring,,,,
dataset-623,10.1201/b18210-19,,C-CAP,Great Lakes Coastal Wetland Mapping,,,,
dataset-623,10.4031/mtsj.49.2.13,Marine Technology Society Journal,C-CAP,The National Ocean Service: Positioning America for the Future,,,,
dataset-623,10.1007/s10661-015-4298-8,Environmental Monitoring and Assessment,C-CAP,Modeling land use and land cover changes in a vulnerable coastal region using artificial neural networks and cellular automata,,,,
dataset-623,10.1007/s12665-014-3498-9,Environmental Earth Sciences,C-CAP,Niche-based projections of wetlands shifts with marine intrusion from sea level rise: an example analysis for North Carolina,,,,
dataset-623,10.1002/jwmg.829,Journal of Wildlife Management,C-CAP,Cost‐distance analysis of mesopredators as a tool for avian habitat restoration on a naturally fragmented landscape,,,,
dataset-623,10.1016/j.scitotenv.2014.11.022,The Science of The Total Environment,C-CAP,Integrating smart-phone based momentary location tracking with fixed site air quality monitoring for personal exposure assessment,,,,
dataset-623,10.14358/pers.81.1.37,Photogrammetric Engineering & Remote Sensing,C-CAP,Optimal Land Cover Mapping and Change Analysis in Northeastern Oregon Using Landsat Imagery,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1121&context=nren_facpub,,,
dataset-623,10.1016/j.resconrec.2014.10.005,Resources Conservation and Recycling,C-CAP,"The effectiveness of water conservation measures on summer residential water use in Los Angeles, California",,,,
dataset-623,10.1007/s12237-013-9647-7,Chesapeake Science,C-CAP,Stakeholder Perceptions of Coastal Habitat Ecosystem Services,,,,
dataset-623,10.1007/978-3-642-55238-0,,C-CAP,Difficult and Complicated Cases in Refractive Surgery,,,,
dataset-623,10.1007/978-3-642-55238-0_53,,C-CAP,Corneal Ectasia: Transepithelial Phototherapeutic Keratectomy and Corneal Collagen Cross-Linking for a Patient Affected by Ectasia Post-LASIK with High Coma Aberration,,,,
dataset-623,10.5194/hess-18-4791-2014,Hydrology and Earth System Sciences,C-CAP,High-resolution land surface modeling utilizing remote sensing parameters and the Noah UCM: a case study in the Los Angeles Basin,https://www.hydrol-earth-syst-sci.net/18/4791/2014/hess-18-4791-2014.pdf,,,
dataset-623,10.3390/rs6087424,Remote Sensing,C-CAP,The Multi-Resolution Land Characteristics (MRLC) Consortium — 20 Years of Development and Integration of USA National Land Cover Data,https://www.mdpi.com/2072-4292/6/8/7424/pdf,,,
dataset-623,10.1117/1.jbo.19.8.088001,Journal of Biomedical Optics,C-CAP,Numerical nonwavefront-guided algorithm for expansion or recentration of the optical zone,,,,
dataset-623,10.1080/09640568.2013.802228,Journal of Environmental Planning and Management,C-CAP,Examining the impact of land use/land cover characteristics on flood losses,,,,
dataset-623,10.1175/jhm-d-13-0121.1,Journal of Hydrometeorology,C-CAP,Incorporating an Urban Irrigation Module into the Noah Land Surface Model Coupled with an Urban Canopy Model,,,,
dataset-623,10.3390/ijgi3030891,ISPRS International Journal of Geo-Information,C-CAP,"Dasymetric Mapping and Spatial Modeling of Mosquito Vector Exposure, Chesapeake, Virginia, USA",https://www.mdpi.com/2220-9964/3/3/891/pdf,,,
dataset-623,10.1080/10106049.2013.798357,Geocarto International,C-CAP,"Geospatial method for computing supplemental multi-decadal US coastal land use and land cover classification products, using Landsat data and C-CAP products",http://hdl.handle.net/2060/20120014242,,,
dataset-623,10.5194/hessd-11-7469-2014,Hydrology and Earth System Sciences Discussions,C-CAP,High resolution land surface modeling utilizing remote sensing parameters and the Noah-UCM: a case study in the Los Angeles Basin,https://doi.org/10.5194/hessd-11-7469-2014,,,
dataset-623,10.1016/j.landurbplan.2014.04.007,Landscape and Urban Planning,C-CAP,"Estimation of residential outdoor water use in Los Angeles, California",,,,
dataset-623,10.1007/s10661-014-3631-y,Environmental Monitoring and Assessment,C-CAP,Application of a three-tier framework to assess ecological condition of Gulf of Mexico coastal wetlands,,,,
dataset-623,10.3390/rs6054473,Remote Sensing,C-CAP,Time Series Analysis of Land Cover Change: Developing Statistical Tools to Determine Significance of Land Cover Changes in Persistence Analyses,https://www.mdpi.com/2072-4292/6/5/4473/pdf,,,
dataset-623,10.1111/cmi.12274,Cellular Microbiology,C-CAP,Genetic crosses and complementation reveal essential functions for the Plasmodium stage‐specific actin2 in sporogonic development,https://onlinelibrary.wiley.com/doi/pdf/10.1111/cmi.12274,,,
dataset-623,10.1080/02723646.2014.898126,Physical Geography,C-CAP,"Spatial persistence and temporal patterns in vegetation cover across Florida, 1982–2006",,,,
dataset-623,10.1002/2013jc009604,Journal of Geophysical Research Oceans,C-CAP,Uncertainty in hurricane surge simulation due to land cover specification,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2013JC009604,,,
dataset-623,10.1016/j.rse.2013.10.020,Remote Sensing of Environment,C-CAP,Wetland inundation mapping and change monitoring using Landsat and airborne LiDAR data,,,,
dataset-623,10.1080/19425120.2014.893467,Marine and Coastal Fisheries,C-CAP,Effects of Coastal Urbanization on Salt-Marsh Faunal Assemblages in the Northern Gulf of Mexico,https://afspubs.onlinelibrary.wiley.com/doi/pdf/10.1080/19425120.2014.893467,,,
dataset-623,10.1097/aap.0000000000000176,Regional Anesthesia and Pain Medicine,C-CAP,Mechanisms Underlying Midazolam-Induced Peripheral Nerve Block and Neurotoxicity,,,,
dataset-623,10.5822/978-1-61091-586-1,,C-CAP,"Planning for Community Resilience, A Handbook for Reducing Vulnerability to Disasters",https://link.springer.com/content/pdf/bfm%3A978-1-61091-586-1%2F1.pdf,,,
dataset-623,10.1175/mwr-d-12-00350.1,Monthly Weather Review,C-CAP,"Mapping of Near-Surface Winds in Hurricane Rita Using Finescale Radar, Anemometer, and Land-Use Data",,,,
dataset-623,10.1007/s10584-013-0987-x,Climatic Change,C-CAP,"Incorporating uncertainty of future sea-level rise estimates into vulnerability assessment: A case study in Kahului, Maui",,,,
dataset-623,10.1002/joc.3629,International Journal of Climatology,C-CAP,"Temporal and spatial trends in air temperature on the Island of Oahu, Hawaii",http://onlinelibrary.wiley.com/doi/10.1002/joc.3629/pdf,,,
dataset-623,10.1016/j.agee.2011.08.017,Agriculture Ecosystems & Environment,C-CAP,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",,,,
dataset-623,10.2112/jcoastres-d-12-00196.1,Journal of Coastal Research,C-CAP,Assessment of Inundation Risk from Sea Level Rise and Storm Surge in Northeastern Coastal National Parks,http://www.fema.gov/pdf/plan/prevent/nhp/slosh_display_training.pdf,,,
dataset-623,10.2174/1874364101307010063,The Open Ophthalmology Journal,C-CAP,Transepithelial Photorefractive Keratectomy with Crosslinking for Keratoconus,http://benthamopen.com/contents/pdf/TOOPHTJ/TOOPHTJ-7-63.pdf,,,
dataset-623,10.1016/j.jconhyd.2013.07.004,Journal of Contaminant Hydrology,C-CAP,"Logistic regression modeling to assess groundwater vulnerability to contamination in Hawaii, USA",,,,
dataset-623,10.1016/j.ancene.2013.08.001,Anthropocene,C-CAP,"Assessing dam pool sediment for understanding past, present and future watershed dynamics: An example from the Cuyahoga River, Ohio",,,,
dataset-623,10.1016/j.landurbplan.2013.05.004,Landscape and Urban Planning,C-CAP,"Identifying, quantifying and classifying agricultural opportunities for land use planning",,,,
dataset-623,10.3390/su5104247,Sustainability,C-CAP,"Land Change in the Mission-Aransas Coastal Region, Texas: Implications for Coastal Vulnerability and Protected Areas",https://www.mdpi.com/2071-1050/5/10/4247/pdf,,,
dataset-623,10.1080/01431161.2013.800653,International Journal of Remote Sensing,C-CAP,"An efficient method for change detection of soil, vegetation and water in the Northern Gulf of Mexico wetland ecosystem",,,,
dataset-623,10.4028/www.scientific.net/amr.765-767.2967,,C-CAP,"Chapter 8: Environmental Engineering, Eco-Protection, Environment Management and Biotechnology",,,,
dataset-623,10.1242/jcs.128231,Journal of Cell Science,C-CAP,The role of cyclase-associated protein in regulating actin filament dynamics – more than a monomer-sequestration factor,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3730240/pdf,,,
dataset-623,10.1111/fwb.12211,Freshwater Biology,C-CAP,Impacts of land use at the catchment scale constrain the habitat benefits of stream riparian buffers,,,,
dataset-623,10.1042/bj20130491,Biochemical Journal,C-CAP,ATP-dependent regulation of actin monomer–filament equilibrium by cyclase-associated protein and ADF/cofilin,http://europepmc.org/articles/pmc4086254?pdf=render,,,
dataset-623,10.14358/pers.79.7.613,Photogrammetric Engineering & Remote Sensing,C-CAP,The Effects of Data Selection and Thematic Detail on the Accuracy of High Spatial Resolution Wetland Classifications,,,,
dataset-623,10.4324/9780203102459,,C-CAP,Disaster Resiliency,,,,
dataset-623,10.1111/gcb.12126,Global Change Biology,C-CAP,Winter climate change and coastal wetland foundation species: salt marshes vs. mangrove forests in the southeastern United States,,,,
dataset-623,10.1111/btp.12019,Biotropica,C-CAP,Indirect Effects of Human Development Along the Coast on Coral Health,,,,
dataset-623,10.2112/si63-016.1,Journal of Coastal Research,C-CAP,"Consideration of Vertical Uncertainty in Elevation-Based Sea-Level Rise Assessments: Mobile Bay, Alabama Case Study",,,,
dataset-623,10.2112/si63-017.1,Journal of Coastal Research,C-CAP,Economic Vulnerability to Sea-Level Rise Along the Northern U.S. Gulf Coast,,,,
dataset-623,10.1177/0042098012448551,Urban Studies,C-CAP,Examining the Impacts of Development Patterns on Flooding on the Gulf of Mexico Coast,http://usj.sagepub.com/content/50/4/789.full.pdf,,,
dataset-623,10.1080/02723646.2013.778531,Physical Geography,C-CAP,Mapping the physiography of Michigan with GIS,,,,
dataset-623,10.21236/ada586179,,C-CAP,Columbia Estuary Ecosystem Restoration Program. 2012 Synthesis Memorandum,http://www.dtic.mil/dtic/tr/fulltext/u2/a586179.pdf,,,
dataset-623,10.1016/j.ecohyd.2013.03.003,Ecohydrology & Hydrobiology,C-CAP,Temporal land cover analysis for net ecosystem improvement,,,,
dataset-623,10.1016/j.jglr.2012.11.001,Journal of Great Lakes Research,C-CAP,Mapping invasive Phragmites australis in the coastal Great Lakes with ALOS PALSAR satellite imagery for decision support,,,,
dataset-623,10.1097/dbp.0b013e31829f6781,Journal of Developmental and Behavioral Pediatrics,C-CAP,Strategies of Adherence Promotion in the Management of Pediatric Chronic Conditions,,,,
dataset-623,10.1175/waf-d-12-00014.1,Weather and Forecasting,C-CAP,"Research Radar Analyses of the Internal Boundary Layer over Cape Canaveral, Florida, during the Landfall of Hurricane Frances (2004)",,,,
dataset-623,10.1007/s13157-012-0345-1,Wetlands,C-CAP,Monitoring Wetland Change Using Inter-Annual Landsat Time-Series Data,,,,
dataset-623,10.1186/2192-1709-1-9,Ecological Processes,C-CAP,Shorebird patches as fingerprints of fractal coastline fluctuations due to climate change,https://ecologicalprocesses.springeropen.com/track/pdf/10.1186/2192-1709-1-9,,,
dataset-623,10.1186/1471-213x-12-3,BMC Developmental Biology,C-CAP,Ectopic expression of cyclase associated protein CAP restores the streaming and aggregation defects of adenylyl cyclase a deficient Dictyostelium discoideumcells,https://bmcdevbiol.biomedcentral.com/track/pdf/10.1186/1471-213X-12-3,,,
dataset-623,10.1080/02626667.2012.707318,Hydrological Sciences Journal,C-CAP,Has urbanization changed ecological streamflow characteristics in Maine (USA)?,http://www.tandfonline.com/doi/pdf/10.1080/02626667.2012.707318?needAccess=true,,,
dataset-623,10.1016/j.agee.2012.06.009,Agriculture Ecosystems & Environment,C-CAP,"Effects of plastic mulch duration on nitrogen mineralization and leaching in peanut (Arachis hypogaea) cultivated land in the Yimeng Mountainous Area, China",,,,
dataset-623,10.1016/j.ecolmodel.2012.04.012,Ecological Modelling,C-CAP,Epistemic uncertainty in predicting shorebird biogeography affected by sea-level rise,,,,
dataset-623,10.1371/journal.pone.0042105,PLoS ONE,C-CAP,"Local Loperamide Injection Reduces Mechanosensitivity of Rat Cutaneous, Nociceptive C-Fibers",https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0042105&type=printable,,,
dataset-623,10.1016/j.jhydrol.2012.05.043,Journal of Hydrology,C-CAP,Comparison of floodplain surface roughness parameters derived from land cover data and field measurements,,,,
dataset-623,10.1016/j.ecolind.2012.01.004,Ecological Indicators,C-CAP,Ecological indicators of flood risk along the Gulf of Mexico,,,,
dataset-623,10.1017/s0144686x11000614,Ageing and Society,C-CAP,To feel safe in everyday life at home – a study of older adults after home modifications,,,,
dataset-623,10.1007/s11270-011-1007-2,"Water, Air, & Soil Pollution",C-CAP,"Relationship Between Watershed Land-Cover/Land-Use Change and Water Turbidity Status of Tampa Bay Major Tributaries, Florida, USA",,,,
dataset-623,10.1201/b11964-14,,C-CAP,Land-Cover Change Detection,,,,
dataset-623,10.7848/ksgpc.2012.30.2.189,Journal of the Korean Society of Surveying Geodesy Photogrammetry and Cartography,C-CAP,Investigating Ways of Developed and Undeveloped Features from Satellite Images -Balancing Coastal Development and Preservation-,http://society.kisti.re.kr/sv/SV_svpsbs03V.do?method=download&cn1=JAKO201219565293489,,,
dataset-623,10.2747/1548-1603.49.2.202,GIScience & Remote Sensing,C-CAP,Observational Scale and Modeled Potential Residential Loss from a Storm Surge,,,,
dataset-623,10.1016/j.jhydrol.2012.01.023,Journal of Hydrology,C-CAP,Hydrologic effect of groundwater development in a small mountainous tropical watershed,,,,
dataset-623,10.1080/10408347.2012.629951,Critical Reviews in Analytical Chemistry,C-CAP,"A Critical Review of Screening Methods for the Detection of Chloramphenicol, Thiamphenicol, and Florfenicol Residues in Foodstuffs",,,,
dataset-623,10.2737/nrs-rb-62,,C-CAP,Delaware's Forests 2008,https://www.fs.usda.gov/treesearch/pubs/download/40133.pdf,,,
dataset-623,10.1559/152304063913,Cartography and Geographic Information Science,C-CAP,A Process Oriented Areal Interpolation Technique: A Coastal County Example,,,,
dataset-623,10.1097/aia.0b013e31821a00d0,International Anesthesiology Clinics,C-CAP,"Forecast for Perineural Analgesia Procedures for Ambulatory Surgery of the Knee, Foot, and Ankle: Applying Patient-centered Paradigm Shifts",http://europepmc.org/articles/pmc3427650?pdf=render,,,
dataset-623,10.1353/sgo.2012.0020,Southeastern Geographer,C-CAP,The Role of Landscape in the Distribution of Deer-Vehicle Collisions in South Mississippi,,,,
dataset-623,10.1007/978-94-007-2953-7_16,,C-CAP,"Effects of Hurricane Katrina on Land Cover Within the Grand Bay National Estuarine Research Reserve in Mississippi, USA",,,,
dataset-623,10.1097/aap.0b013e3182485965,Regional Anesthesia and Pain Medicine,C-CAP,Effect of Adjuvant Drugs on the Action of Local Anesthetics in Isolated Rat Sciatic Nerves,http://europepmc.org/articles/pmc3616512?pdf=render,,,
dataset-623,10.1007/978-94-007-2953-7,,C-CAP,Environmental and Food Safety and Security for South-East Europe and Ukraine,,,,
dataset-623,10.1177/0739456x11419515,Journal of Planning Education and Research,C-CAP,Examining the Influence of Development Patterns on Flood Damages along the Gulf of Mexico,,,,
dataset-623,10.1016/j.rse.2011.06.007,Remote Sensing of Environment,C-CAP,"Pixels, blocks of pixels, and polygons: Choosing a spatial unit for thematic accuracy assessment",,,,
dataset-623,10.1111/j.1365-2486.2011.02497.x,Global Change Biology,C-CAP,"The impact of sea‐level rise on Snowy Plovers in Florida: integrating geomorphological, habitat, and metapopulation models",,,,
dataset-623,10.1016/j.ecocom.2011.07.007,Ecological Complexity,C-CAP,Scale- and resolution-invariance of suitable geographic range for shorebird metapopulations,,,,
dataset-623,10.1111/j.1532-5415.2011.03698.x,Journal of the American Geriatrics Society,C-CAP,"Community Aging in Place, Advancing Better Living for Elders: A Bio‐Behavioral‐Environmental Intervention to Improve Function and Health‐Related Quality of Life in Disabled Older Adults",http://europepmc.org/articles/pmc3245364?pdf=render,,,
