title,journal,authors,doi,search_term,dataset_id
Toward the application of ecological concepts in EU coastal water management.,Marine pollution bulletin,"de Jonge,Victor N",,Coastal Change Analysis Program Data,dataset-623
Transcriptional profiling of whole blood and serum protein analysis of mice exposed to the neurotoxin Pacific Ciguatoxin-1.,Neurotoxicology,"Ryan, James C, Bottein Dechraoui, Marie-Yasmine, Morey, Jeanine S, Rezvani, Amir, Levin, Edward D, Gordon, Christopher J, Ramsdell, John S, Van Dolah, Frances M",,Coastal Change Analysis Program Data,dataset-623
Changes in blood lead levels associated with use of chloramines in water treatment systems.,Environmental health perspectives,"Miranda, Marie Lynn, Kim, Dohyeong, Hull, Andrew P, Paul, Christopher J, Galeano, M Alicia Overstreet",,Coastal Change Analysis Program Data,dataset-623
Microarray validation: factors influencing correlation between oligonucleotide microarrays and real-time PCR.,Biological procedures online,"Morey, Jeanine S, Ryan, James C, Van Dolah, Frances M",,Coastal Change Analysis Program Data,dataset-623
The information content of high-frequency environmental monitoring data signals pollution events in the coastal ocean.,Environmental science & technology,"Jeong, Youngsul, Sanders, Brett F, Grant, Stanley B",,Coastal Change Analysis Program Data,dataset-623
Aerial monitoring of marine waterfowl in the Alaskan Beaufort Sea.,Environmental monitoring and assessment,"Johnson, Stephen R, Noel, Lynn E, Gazey, William J, Hawkes, Virgil C",,Coastal Change Analysis Program Data,dataset-623
Influence of inter-annual variations in climatic factors on fecal coliform levels in Mississippi Sound.,Water research,"Chigbu, P, Gordon, S, Strange, T",,Coastal Change Analysis Program Data,dataset-623
A potential integrated water quality strategy for the Mississippi River Basin and the Gulf of Mexico.,TheScientificWorldJournal,"Greenhalgh, S, Faeth, P",,Coastal Change Analysis Program Data,dataset-623
The Finnmark Intervention Study. Better health for the fishery population in an Arctic village in North Norway.,Scandinavian journal of primary health care,"Lupton, Beate Søholt, Fønnebø, Vinjar, Søgaard, Anne Johanne, Langfeldt, Erik",,Coastal Change Analysis Program Data,dataset-623
Vegetation stability in the Southeastern Brazilian coastal area from 5500 to 1400 14C yr BP deduced from charcoal analysis.,Review of palaeobotany and palynology,,,Coastal Change Analysis Program Data,dataset-623
