doi,journal,title,dataset_name
,BBk Discussion Paper,FDI versus cross-border financial services: The globalisation of German banks,Monthly balance sheet statistics
,BBk Discussion Paper,FDI versus cross-border financial services: The globalisation of German banks,Statistics of the banks’ profit and loss accounts
,BBk Discussion Paper,German bank lending during emerging market crises: A bank level analysis,MiMiK
,BBk Discussion Paper,Does capital regulation matter for bank behaviour? Evidence for German savings banks,Monthly balance sheet statistics
,BBk Discussion Paper,"Does co-financing by multilateral development banks increase ""risky"" direct investment in emerging markets'",Microdatabase Direct Investment
,BBk Discussion Paper,Forecasting Credit Portfolio Risk,Corporate balance sheets
,BBk Discussion Paper,Foreign Bank Entry into Emerging Economies: An Empirical Assessment of the Determinants and Risks Predicated on German FDI Data,Microdatabase Direct Investment
,BBk Discussion Paper,Determinants of German Foreign Direct Investment in Latin American and Asian Emerging Markets in the 1990s,Microdatabase Direct Investment
,Economic Policy 20 ,Determinants of German FDI: New Evidence from Micro-Data,Microdatabase Direct Investment
,BBk Discussion Paper,A Vectorautoregressive Investment Model (VIM) and Monetary Policy Transmission: Panel Evidence from German Firms,Corporate balance sheets
,BBk Discussion Paper,Dynamic Q-investment functions for Germany using panel balance sheet data and a new algorithm for the capital stock at replacement values,Corporate balance sheets
,BBk Discussion Paper,Estimating Bilateral Exposures in the German Interbank Market: Is there a Danger of Contagion?,Monthly balance sheet statistics
,BBk Discussion Paper,Testing for Competition Among German Banks,Monthly balance sheet statistics
,BBk Discussion Paper,Testing for Competition Among German Banks,Statistics of the banks’ profit and loss accounts
,BBk Discussion Paper,Firm Investment and Monetary Policy Transmission in the Euro Area,Corporate balance sheets
,BBk Discussion Paper,Monetary transmission in Germany: New Perspectives on Financial Constraints and Investment Spending,Corporate balance sheets
,BBk Discussion Paper,Monetary policy effects on bank loans in Germany: A panel-econometric analysis,Monthly balance sheet statistics
,BBk Discussion Paper,Interbank lending and monetary policy transmission: evidence for Germany,Monthly balance sheet statistics
,BBk Discussion Paper,Exploring the role of uncertainty for corporate investment decisions in Germany,Corporate balance sheets
,BBk Discussion Paper,Enterprises' financing structure and their response to monetary policy stimuli: An analysis based on the Deutsche Bundesbank's corporate balance sheet statistics,Corporate balance sheets
,"International Tax and Public Finance, volume 16(3), pp. 298-320",The impact of nonprofit taxes on foreign direct investment: Evidence from German multinationals,Microdatabase Direct Investment
,Quarterly Journal of Economics,Global Production with Export Platforms,Microdatabase Direct Investment
,"The Review of Economics and Statistics, volume 98(4), pp. 713‚Äì727",Multinational Firms and Tax Havens,Microdatabase Direct Investment
,"Journal of Public Economics, volume 156, pp. 131-149",Evaluating the effects of ACE systems on multinational debt financing and investment,Microdatabase Direct Investment
,,What happens if private accounting information becomes public? The case of access to bank debt,MiMiK
,,What happens if private accounting information becomes public? The case of access to bank debt,Corporate balance sheets
,"Economics Letters, vloume 162,pp. 167-170","You might not get what you need: The discrepancy between financial,advice and commissions in Germany,You might not get what you need: The discrepancy between financial advice and commissions in Germany",Panel on Household Finances
, available at SSRN Electronic Journal: https://ssrn.com/abstract=31173,The Pricing of FX Forward Contracts: Micro Evidence from Banks' Dollar Hedging,External Position of Banks
, available at SSRN Electronic Journal: https://ssrn.com/abstract=31173,The Pricing of FX Forward Contracts: Micro Evidence from Banks' Dollar Hedging,Monthly balance sheet statistics
, Deutsche Bundesbank Discussion Paper (22/2018),"Unconventional Monetary Policy, Bank Lending, and Security Holdings: The Yield-Induced Portfolio Rebalancing Channel",Monthly balance sheet statistics
, Deutsche Bundesbank Discussion Paper (22/2018),"Unconventional Monetary Policy, Bank Lending, and Security Holdings: The Yield-Induced Portfolio Rebalancing Channel",Quarterly borrower statistics
, Deutsche Bundesbank Discussion Paper (22/2018),"Unconventional Monetary Policy, Bank Lending, and Security Holdings: The Yield-Induced Portfolio Rebalancing Channel",MFI Interest Rate Statistics
, Deutsche Bundesbank Discussion Paper (22/2018),"Unconventional Monetary Policy, Bank Lending, and Security Holdings: The Yield-Induced Portfolio Rebalancing Channel",Statistics of the banks’ profit and loss accounts
, Deutsche Bundesbank Discussion Paper (22/2018),"Unconventional Monetary Policy, Bank Lending, and Security Holdings: The Yield-Induced Portfolio Rebalancing Channel",Securities Holdings Statistics - Base
,"SAFE Working Paper No. 206., available at SSRN: https://ssrn.com/abstract=3174632",P2P Lenders versus Banks: Cream Skimming or Bottom Fishing?,MFI Interest Rate Statistics
,"SAFE Working Paper No. 206., available at SSRN: https://ssrn.com/abstract=3174632",P2P Lenders versus Banks: Cream Skimming or Bottom Fishing?,Monthly balance sheet statistics
,"Journal of Political Economy (forthcoming), currently available at SSRN Electronic Journal",Rent-Seeking in Elite Networks,Corporate balance sheets
,available at SSRN Electronic Journal: https://ssrn.com/abstract=3175881,Household Financial Risk Tolerance in Europe,Panel on Household Finances
,"The Journal of the Economics of Ageing, Vol. 12.",Intra-household allocation of non-mandatory retirement savings,Panel on Household Finances
," WU International Taxation Research Paper Series (02/2017), available at SSRN Electronic Journal: https://ssrn.com/abstract=2929347)","The Effect of International Taxation on Organizational Form Choices: Evidence from Group Structures of Multinationals,International Taxation and the Role of Organizational Form,Choices for Group Structures of Multinationals",Microdatabase Direct Investment
,available at SSRN Electronic Journal: https://www.ssrn.com/abstract=2862034,Determinants of bank-level deposit volatility: Evidence from the German banking system,Monthly balance sheet statistics
,The review of Economic Studies,"Historical Antisemitism, Ethnic Specialization, and Financial Development",Panel on Household Finances
,Munich Discussion Paper,"The Good, the Bad, and the Ugly: Impact of Negative Interest Rates and QE on the Profitability and Risk-Taking of 1600 German Banks",Monthly balance sheet statistics
,Munich Discussion Paper,"The Good, the Bad, and the Ugly: Impact of Negative Interest Rates and QE on the Profitability and Risk-Taking of 1600 German Banks",Statistics of the banks’ profit and loss accounts
,American Economic Review,Investment dispersion and the business cycle,Corporate balance sheets
,Beitr√§ge zur Jahrestagung des Vereins f√ºr Socialpolitik,Transfer pricing as tax avoidance under different legislative schemes,Microdatabase Direct Investment
,Beitr√§ge zur Jahrestagung des Vereins f√ºr Socialpolitik,Transfer pricing as tax avoidance under different legislative schemes,Statistics on International Trade in Services
,SSRN Discussion Paper,Ownership Disclosure and Ownership Structure: Investors' Response to Lower Reporting Thresholds,Securities Holdings Statistics - Base
,Canadian Journal of Economics,Investment Impact of Tax Loss Treatment - Empirical Insights from a Panel of Multinationals,Microdatabase Direct Investment
, National Tax Journal,Internal Debt and Multinational Profit Shifting: Empirical Evidence from Firm-Level Panel Data,Microdatabase Direct Investment
,Review of Quantitative Finance and Accounting,Bilateral Internal Debt Financing and Tax Planning of Muiltinational Firms,Microdatabase Direct Investment
,Journal of Public Economics,The Impact of Thin-Capitalization Rules on the Capital Structure of Multinational Firms,Microdatabase Direct Investment
,Global Strategy Journal,Information Costs and Internationalization Performance,Microdatabase Direct Investment
,Canadian Journal of Economics,The taxation of passive foreign investment - Lessons from German experience,Microdatabase Direct Investment
, Finanzarchiv,Tax Status and Tax Response Heterogeneity of Multinationals' Debt Finance,Microdatabase Direct Investment
, Zeitschrift f√ºr Betriebswirtschaft,Corporation Taxes and the Debt Policy of Multinational Firms - Evidence for German Multinationals,Microdatabase Direct Investment
,Strategic Management Journal,The role of operational flexibility in the expansion of international production networks,Microdatabase Direct Investment
,"Taxation in Developing Economics, MIT Press",International Profit Shifting and Multinational Firms in Developing Economies,Microdatabase Direct Investment
, National Tax Journal,The effects of taxation on the location decision of multinational firms: M&A vs. Greenfield investments,Microdatabase Direct Investment
,The B.E. Journals of Economic Analysis and Policy,FDI and Domestic Investment: An Industry-Level View,Microdatabase Direct Investment
,Review of World Economics,Debt financing and sharp currency depreciations: wholly versus partially-owned multinational affiliates,Microdatabase Direct Investment
,Applied Economics Quarterly,German Firms in Service Trade,Microdatabase Direct Investment
,Applied Economics Quarterly,German Firms in Service Trade,Statistics on International Trade in Services
,Applied Economics,Corporate Tax Planning and Thin-Capitalzation Rules: Evidence from a Quasi-Experiment,Microdatabase Direct Investment
,Zeitschrift f√ºr betriebswirtschaftliche Forschung, Holding als Mittel der Steuerplanung zur Implementierung von steuerlich motiviertem Fremdkapital,Microdatabase Direct Investment
,Journal of Macroeconomics,The Long Shadow of the Berlin Wall,Microdatabase Direct Investment
, Economics Letters,Taxation and Capital Structure Choice ‚Äì Evidence from a Panel of German Multinationals,Microdatabase Direct Investment
,National Tax Journal,The Effects of Multinationals‚Äô Profit Shifting Activities on Real Investments,Microdatabase Direct Investment
,The World Economy,Who Cares about Corporate Taxation? Asymmetric Tax Effects on Outbound FDI,Microdatabase Direct Investment
, International Tax and Public Finance, Profit shifting in the EU: Evidence from Germany,Microdatabase Direct Investment
, The Analysis of Firms and Employees: Quantitative and Qualitative Approaches,Job Creation Abroad and Worker Retention at Home,Microdatabase Direct Investment
,Applied Economics,Corporate Tax Planning and Thin-Capitalization Rules: Evidence from a Quasi Experiment,Microdatabase Direct Investment
,Czech Journal of Economics and Finance," Foreign direct investment, corporate finance, and the life cycle of investment",Microdatabase Direct Investment
,"Financial Stability Report 2006, Czech National Bank",Foreign direct investment and the Czech corporate sector: potential risks to financial stability,Microdatabase Direct Investment
,European Economic Review,"Where Enterprises Lead, People Follow? Links Between Migration and German FDI",Microdatabase Direct Investment
,Review of World Economics, Location Choice and Employment Decisions: A Comparison of German and Swedish Multinationals,Microdatabase Direct Investment
,BBk Discussion Paper,The organization of knowledge in multinational firms,Microdatabase Direct Investment
,,Environmental Regulation and Foreign Direct Investment: The Role of Mode of Entry,Microdatabase Direct Investment
,,At Your Service! The Role of Tax Havens in International Trade with Services,Microdatabase Direct Investment
10.1177/0042098017740285,Urban Studies,Supply-side subsidies to improve food access and dietary outcomes: Evidence from the New Markets Tax Credit,IRI Consumer Network
10.1016/j.ypmed.2016.08.018,Preventive Medicine,The healthfulness of food and beverage purchases after the federal food package revisions: The case of two New England states,IRI Consumer Network
10.1371/journal.pone.0124351,Plos One,"Relationships between Diet, Alcohol Preference, and Heart Disease and Type 2 Diabetes among Americans",IRI Consumer Network
10.1080/10454446.2018.1428259,Journal of Food Products Marketing,A comparative analysis of hedonic models of nutrition information and health claims on food products: An application to soup products,IRI InfoScan
10.1007/s10603-018-9396-x,Journal of Consumer Policy,Evidence from Retail Food Markets That Consumers Are Confused by Natural and Organic Food Labels,IRI InfoScan
10.1080/15140326.2018.1526869,Journal of Applied Economics,A new approach to estimate household food demand with panel data,IRI Consumer Network
10.3168/jds.2015-10410,J Dairy Sci,The effects of retail concentration on retail dairy product prices in the United States,IRI InfoScan
10.1016/j.jand.2017.01.011,J Acad Nutr Diet,"No Fat, No Sugar, No Salt . . . No Problem? Prevalence of ""Low-Content"" Nutrient Claims and Their Associations with the Nutritional Profile of Food and Beverage Purchases in the United States",IRI Consumer Network
10.1093/erae/jbv032,European Review of Agricultural Economics,Consumers' welfare and off-season produce imports,IRI InfoScan
10.1093/erae/jby026,European Review of Agricultural Economics,The relationship between price and retail concentration: evidence from the US food industry,IRI InfoScan
10.1093/aepp/ppy018,Applied Economic Perspectives and Policy,Documenting the Link Between Poor Food Access and Less Healthy Product Assortment Across the U.S,IRI InfoScan
10.1093/ajae/aay002,American Journal of Agricultural Economics,"Spatial and Temporal Variation in the Value of the Women, Infants, and Children Program’s Fruit and Vegetable Voucher",IRI InfoScan
10.1177/0890117117740935,Am J Health Promot,"Chronic Disease, Prescription Medications, and Food Purchases",IRI Consumer Network
10.1177/0890117118786871,Am J Health Promot,"The Healthfulness of Food-at-Home Expenditures, the Local Food Environment, and Childhood Obesity",IRI Consumer Network
10.1111/agec.12222,Agricultural Economics,Modeling price transmission between farm and retail prices: a soft switches approach,IRI Consumer Network
10.1111/agec.12143,Agricultural Economics,The quantity and variety of households’ meat purchases: A censored demand system approach,IRI Consumer Network
10.1002/hec.3883,Health Economics,Do differences in reported expenditures between household scanner data and expenditure surveys matter in health policy research?,IRI InfoScan
10.1002/agr.21606,Agribusiness,Market power and farmâ€retail price transmission: The case of US fluid milk markets,IRI InfoScan
10.1080/00036846.2018.1486016,Applied Economics,A tale of two Italian cities: brand-level milk demand and price competition,IRI InfoScan
10.1111/agec.12444,Agricultural Economics,Does a nutritious diet cost more in food deserts?,IRI InfoScan
10.1002/jsfa.8633,Journal of the Science of Food and Agriculture,Extraâ€virgin olive oil: are consumers provided with the sensory quality they want? A hedonic price model with sensory attributes,IRI InfoScan
10.3168/jds.2015-10410,Journal of Dairy Science,The effects of retail concentration on retail dairy product prices in the United States,IRI InfoScan
10.1016/j.aaspro.2016.02.014,Agriculture and Agricultural Science Procedia,Consumer Response to Quality Differentiation Strategies in Wine PDOs,IRI InfoScan
10.1016/j.wep.2015.12.001,Wine Economics and Policy,Wine consumption and sales strategies: The evolution of Mass Retail Trading in Italy,IRI InfoScan
10.1162/rest_a_00447,Review of Economics and Statistics,Variety Pass-Through: An Examination of the Ready-to-Eat Breakfast Cereal Market,IRI InfoScan
10.1162/rest_a_00171,Review of Economics and Statistics,Identification With Imperfect Instruments,IRI InfoScan
10.1515/1935-1682.3088,The B.E. Journal of Economic Analysis & Policy,The Effect of Mandated Exclusive Territories in the US Brewing Industry,IRI InfoScan
10.1002/agr.20288,Agribusiness,Some Like It Healthy: Demand for Functional and Conventional Yogurts in the Italian Market,IRI InfoScan
10.1111/j.1477-9552.2011.00299.x,Journal of Agricultural Economics,The Elusive Price Premium for Ecolabelled Products: Evidence from Seafood in the UK Market,IRI InfoScan
10.2202/1542-0485.1085,Journal of Agricultural & Food Industrial Organization,Private Label Expansion and Supermarket Milk Prices,IRI InfoScan
10.1002/agr.20058,Agribusiness,"Retail oligopoly power, dairy compact, and Boston milk prices",IRI InfoScan
10.2202/1542-0485.1075,Journal of Agricultural & Food Industrial Organization,Market Conduct in the U.S. Ready-to-Eat Cereal Industry,IRI InfoScan
10.1162/003465303765299792,Review of Economics and Statistics,"New Products, Quality Changes, and Welfare Measures Computed from Estimated Demand Systems",IRI InfoScan
10.1111/1468-0262.00194,Econometrica,Measuring Market Power in the Readyâ€toâ€Eat Cereal Industry,IRI InfoScan
10.1002/agr.21537,Agribusiness,Comparing competitive toughness to benchmark outcomes in retail oligopoly pricing,IRI InfoScan
10.1016/j.foodpol.2017.08.013,Food Policy,Lessons learned from the national household food acquisition and purchase survey in the United States,IRI InfoScan
10.1080/10454446.2018.1428259,Journal of Food Products Marketing,A comparative analysis of hedonic models of nutrition information and health claims on food products: An application to soup products,IRI Consumer Network
10.1111/j.1467-9353.2009.01449.x,Review of Agricultural Economics,Understanding Differences in Selfâ€Reported Expenditures between Household Scanner Data and Diary Survey Data: A Comparison of Homescan and Consumer Expenditure Survey,IRI Consumer Network
10.1093/erae/jbu033,European Review of Agricultural Economics,Simulating welfare effects of the European nutrition and health claimsâ€™ regulation: the Italian yogurt market,IRI InfoScan
10.1080/00036846.2011.568397,Applied Economics,Demand for carbonated soft drinks: implications for obesity policy,IRI InfoScan
10.2202/1542-0485.1353,Journal of Agricultural & Food Industrial Organization,Tax Incidence When Quality Matters: Evidence from the Beer Market,IRI InfoScan
10.2202/1542-0485.1296,Journal of Agricultural & Food Industrial Organization,The Effect of Proposition 2 on the Demand for Eggs in California,IRI InfoScan
10.1111/j.1467-6451.2008.00330.x,Journal of Industrial Economics,PRICE COMPETITION IN U.S. BREWING*,IRI InfoScan
10.1016/j.ijindorg.2006.12.003,International Journal of Industrial Organization,Demand for differentiated products: Price and advertising evidence from the U.S. beer market,IRI InfoScan
10.1017/s1074070800022574,Journal of Agricultural and Applied Economics,Firm-Level Competition in Price and Variety,IRI InfoScan
10.1111/j.1467-9353.2006.00317.x,Review of Agricultural Economics,Sales Responses to Recalls for Listeria monocytogenes: Evidence from Branded Readyâ€toâ€Eat Meats,IRI InfoScan
10.1111/j.1574-0862.2006.00136.x,Agricultural Economics,Strategic pricing in a differentiated product oligopoly model: fluid milk in Boston,IRI InfoScan
10.1016/j.ijresmar.2004.08.002,International Journal of Research in Marketing,Modelling and forecasting brand share: A dynamic demand system approach,IRI InfoScan
10.1007/s11745-004-1195-5,Lipids,"Trans, saturated, and unsaturated fat in foods in the united states prior to mandatory trans-fat labeling",IRI InfoScan
10.1016/j.appet.2017.07.006,Appetite,Deal or no deal? The prevalence and nutritional quality of price promotions among U.S. food and beverage purchases,IRI Consumer Network
10.1016/j.jand.2017.01.011,Journal of the Academy of Nutrition and Dietetics,"No Fat, No Sugar, No Salt . . . No Problem? Prevalence of â€œLow-Contentâ€ Nutrient Claims and Their Associations with the Nutritional Profile of Food and Beverage Purchases in theÂ United States",IRI Consumer Network
10.1016/j.foodqual.2011.02.009,Food Quality and Preference,External validity of the food values scale,IRI Consumer Network
10.1177/0890117117740935,American Journal of Health Promotion,"Chronic Disease, Prescription Medications, and Food Purchases",IRI Consumer Network
10.1016/j.econlet.2019.05.020,Economics Letters,"Competition, business cycles, and price flexibility in grocery stores",IRI InfoScan
10.1016/j.ijindorg.2018.12.001,International Journal of Industrial Organization,Impact of Mandated Exclusive Territories in the US Brewing Industry Evidence from scanner level data,IRI InfoScan
10.1162/00335530151144113,The Quarterly Journal of Economics,Moving to Opportunity in Boston: Early Results of a Randomized Mobility Experiment,Illinois Department of Employment Security IDES Employer records
10.1177/0307920107073250,SAGE Race Relations Abstracts,"Neighborhoods, Race, and Recidivism: The Community-Reoffending Nexus and its Implications for African Americans",Illinois Department of Corrections DOC Inmate Admissions
10.1177/0307920107073250,SAGE Race Relations Abstracts,"Neighborhoods, Race, and Recidivism: The Community-Reoffending Nexus and its Implications for African Americans",Illinois Department of Corrections DOC Inmate Exits
10.1177/0307920107073250,SAGE Race Relations Abstracts,"Neighborhoods, Race, and Recidivism: The Community-Reoffending Nexus and its Implications for African Americans",Illinois Department of Corrections DOC Parolee address data
10.1177/0307920107073250,SAGE Race Relations Abstracts,"Neighborhoods, Race, and Recidivism: The Community-Reoffending Nexus and its Implications for African Americans",IL Corrections Industries Training  dataset
10.1162/0033553053327470,The Quarterly Journal of Economics,Neighborhood Effects on Crime for Female and Male Youth: Evidence from a Randomized Housing Voucher Experiment,US Department of Housing and Urban Development Program Microdata Individuals Illinois
10.1162/0033553053327470,The Quarterly Journal of Economics,Neighborhood Effects on Crime for Female and Male Youth: Evidence from a Randomized Housing Voucher Experiment,US Department of Housing and Urban Development Program Microdata Households Illinois
10.1162/00335530151144122,The Quarterly Journal of Economics,Urban Poverty and Juvenile Crime: Evidence from a Randomized Housing-Mobility Experiment,US Department of Housing and Urban Development Program Microdata Individuals Illinois
10.1162/00335530151144122,The Quarterly Journal of Economics,Urban Poverty and Juvenile Crime: Evidence from a Randomized Housing-Mobility Experiment,US Department of Housing and Urban Development Program Microdata Households Illinois
10.2307/4126683,ILR Review,Escaping Low Earnings: The Role of Employer Characteristics and Changes,Illinois Department of Employment Security IDES Unemployment Insurance UI wage records
10.1016/j.jeconom.2010.09.008,Journal of Econometrics,National estimates of gross employment and job flows from the Quarterly Workforce Indicators with demographic and industry detail,Illinois Department of Employment Security IDES Unemployment Insurance UI wage records
10.1016/j.jeconom.2010.09.008,Journal of Econometrics,National estimates of gross employment and job flows from the Quarterly Workforce Indicators with demographic and industry detail,Illinois Department of Employment Security IDES Employer records
